year (AD),depth (cm),d18O (permil)
2010.05,0.0125,-7.6
2009.26,0.0375,-7.65
2008.46,0.0625,-8
2007.67,0.0875,-7.88
2006.87,0.1125,-7.69
2006.08,0.1375,-7.9
2005.28,0.1625,-7.86
2004.49,0.1875,-7.89
2003.69,0.2125,-7.99
2002.89,0.2375,-7.95
2002.1,0.2625,-7.98
2001.3,0.2875,-7.99
2000.68,0.3125,-7.94
2000.24,0.3375,-7.84
1999.8,0.3625,-7.94
1999.36,0.3875,-7.9
1998.91,0.4125,-7.96
1998.47,0.4375,-8.1
1998.03,0.4625,-8.04
1997.58,0.4875,-7.99
1997.14,0.5125,-8.04
1996.7,0.5375,-7.84
1996.25,0.5625,-7.95
1995.81,0.5875,-8.1
1995.37,0.6125,-8.02
1994.92,0.6375,-8.11
1994.48,0.6625,-8.14
1994.04,0.6875,-7.99
1993.59,0.7125,-8.04
1993.15,0.7375,-8.28
1992.71,0.7625,-8.31
1992.26,0.7875,-8.33
1991.82,0.8125,-8.28
1991.38,0.8375,-8.43
1990.93,0.8625,-8.27
1990.49,0.8875,-8.16
1990.05,0.9125,-8.37
1989.61,0.9375,-8.21
1989.16,0.9625,-8.19
1988.72,0.9875,-8.41
1988.28,1.0125,-8.15
1987.83,1.0375,-8.13
1987.39,1.0625,-8.15
1986.95,1.0875,-8.24
1986.5,1.1125,-8.25
1986.06,1.1375,-8.07
1985.62,1.1625,-8.08
1985.17,1.1875,-8.15
1984.73,1.2125,-8.21
1984.29,1.2375,-8.25
1983.84,1.2625,-8.12
1983.4,1.2875,-8.09
1982.96,1.3125,-8.21
1982.51,1.3375,-8.1
1982.07,1.3625,-8.41
1981.63,1.3875,-8.19
1981.18,1.4125,-8.13
1980.74,1.4375,-8.35
1980.3,1.4625,-8.25
1979.86,1.4875,-8.15
1979.41,1.5125,-8.18
1978.97,1.5375,-8.25
1978.53,1.5625,-8.32
1978.08,1.5875,-8.28
1977.64,1.6125,-8.22
1977.2,1.6375,-8.17
1976.75,1.6625,-7.96
1976.31,1.6875,-8.03
1975.87,1.7125,-8.1
1975.42,1.7375,-8.09
1974.98,1.7625,-8.1
1974.54,1.7875,-8.4
1974.09,1.8125,-8.37
1973.65,1.8375,-8.16
1973.21,1.8625,-8.27
1972.76,1.8875,-7.99
1972.32,1.9125,-8.28
1971.88,1.9375,-8.15
1971.43,1.9625,-7.97
1970.99,1.9875,-7.95
1970.55,2.0125,-7.92
1970.11,2.0375,-8.02
1969.66,2.0625,-8.02
1969.22,2.0875,-8.03
1968.78,2.1125,-8.13
1968.33,2.1375,-8.06
1967.89,2.1625,-8.06
1967.45,2.1875,-8.01
1967,2.2125,-8.14
1966.56,2.2375,-8.24
1966.12,2.2625,-8.05
1965.67,2.2875,-8.05
1965.23,2.3125,-7.98
1964.79,2.3375,-8.02
1964.34,2.3625,-8
1963.9,2.3875,-8.05
1963.46,2.4125,-8.15
1963.01,2.4375,-8.07
1962.57,2.4625,-8.17
1962.13,2.4875,-8.17
1961.69,2.5125,-8.05
1961.24,2.5375,-7.85
1960.8,2.5625,-7.95
1960.36,2.5875,-8
1959.91,2.6125,-8.1
1959.47,2.6375,-8.22
1959.03,2.6625,-7.99
1958.58,2.6875,-7.84
1958.14,2.7125,-7.55
1957.7,2.7375,-7.8
1957.25,2.7625,-7.82
1956.81,2.7875,-7.95
1956.35,2.8125,-7.89
1955.87,2.8375,-7.62
1955.4,2.8625,-7.69
1954.92,2.8875,-7.69
1954.44,2.9125,-7.59
1953.96,2.9375,-7.59
1953.49,2.9625,-7.68
1953.01,2.9875,-7.73
1952.53,3.0125,-7.85
1952.06,3.0375,-8.12
1951.58,3.0625,-8.04
1951.1,3.0875,-8.26
1950.62,3.1125,-8.21
1950.15,3.1375,-8.05
1949.67,3.1625,-7.97
1949.19,3.1875,-8.2
1948.72,3.2125,-8.18
1948.24,3.2375,-8.17
1947.76,3.2625,-8.17
1947.29,3.2875,-8.09
1946.81,3.3125,-7.91
1946.33,3.3375,-7.94
1945.85,3.3625,-8.21
1945.38,3.3875,-7.81
1944.9,3.4125,-8.01
1944.42,3.4375,-8.14
1943.95,3.4625,-8.07
1943.47,3.4875,-8.05
1942.99,3.5125,-8.15
1942.51,3.5375,-7.91
1942.04,3.5625,-8.15
1941.56,3.5875,-8.03
1941.08,3.6125,-8.23
1940.61,3.6375,-8.15
1940.13,3.6625,-7.96
1939.65,3.6875,-7.95
1939.17,3.7125,-7.96
1938.7,3.7375,-8.14
1938.22,3.7625,-8.12
1937.74,3.7875,-8.05
1937.27,3.8125,-7.94
1936.79,3.8375,-7.96
1936.31,3.8625,-8.2
1935.84,3.8875,-8.13
1935.36,3.9125,-8.11
1934.88,3.9375,-7.99
1934.4,3.9625,-8.11
1933.93,3.9875,-7.99
1933.45,4.0125,-8.09
1932.97,4.0375,-8.1
1932.5,4.0625,-7.94
1932.02,4.0875,-8.05
1931.54,4.1125,-8.11
1931.06,4.1375,-8.05
1930.59,4.1625,-8.07
1930.11,4.1875,-8.03
1929.63,4.2125,-7.84
1929.16,4.2375,-7.85
1928.68,4.2625,-7.96
1928.2,4.2875,-7.96
1927.72,4.3125,-7.79
1927.25,4.3375,-7.81
1926.77,4.3625,-7.74
1926.29,4.3875,-7.76
1925.82,4.4125,-7.72
1925.34,4.4375,-7.83
1924.86,4.4625,-8.03
1924.38,4.4875,-7.9
1923.91,4.5125,-7.84
1923.43,4.5375,-7.86
1922.95,4.5625,-7.79
1922.48,4.5875,-7.9
1922,4.6125,-7.9
1921.52,4.6375,-7.88
1921.05,4.6625,-7.8
1920.57,4.6875,-7.77
1920.09,4.7125,-7.69
1919.61,4.7375,-7.82
1919.14,4.7625,-7.76
1918.66,4.7875,-7.73
1918.18,4.8125,-7.68
1917.71,4.8375,-7.67
1917.23,4.8625,-7.73
1916.75,4.8875,-7.61
1916.27,4.9125,-7.74
1915.8,4.9375,-7.81
1915.32,4.9625,-7.53
1914.98,4.9875,-7.54
1914.23,5.0125,-7.61
1913.49,5.0375,NA
1912.74,5.0625,-7.6
1912,5.0875,-7.37
1911.26,5.1125,-7.53
1910.51,5.1375,-7.53
1909.77,5.1625,-7.59
1909.02,5.1875,-7.68
1908.28,5.2125,-7.57
1907.54,5.2375,-7.68
1906.79,5.2625,-7.6
1906.05,5.2875,-7.73
1905.3,5.3125,-7.72
1904.56,5.3375,-7.78
1903.82,5.3625,-7.7
1903.07,5.3875,-7.84
1902.33,5.4125,-7.77
1901.58,5.4375,-7.62
1900.84,5.4625,-7.52
1900.1,5.4875,-7.56
1899.35,5.5125,-7.43
1898.61,5.5375,-7.5
1897.86,5.5625,-7.66
1897.12,5.5875,-7.75
1896.38,5.6125,-7.73
1895.63,5.6375,NA
1894.89,5.6625,-7.69
1894.14,5.6875,-7.73
1893.4,5.7125,-7.82
1892.66,5.7375,-7.83
1891.91,5.7625,-7.9
1891.17,5.7875,-7.89
1890.42,5.8125,-7.72
1889.68,5.8375,-7.82
1888.94,5.8625,-7.68
1888.19,5.8875,-7.74
1887.45,5.9125,-7.93
1886.7,5.9375,-7.91
1885.96,5.9625,-8
1885.22,5.9875,-7.93
1884.47,6.0125,-8.02
1883.73,6.0375,-7.95
1882.98,6.0625,-8
1882.24,6.0875,-7.93
1881.5,6.1125,-8.11
1880.75,6.1375,-8.1
1880.01,6.1625,-7.93
1879.26,6.1875,-7.78
1878.52,6.2125,-7.64
1877.77,6.2375,-7.66
1877.03,6.2625,-7.63
1876.29,6.2875,-7.96
1875.54,6.3125,-8.02
1874.8,6.3375,-8.27
1874.05,6.3625,-8.08
1873.31,6.3875,-8.11
1872.57,6.4125,-7.87
1871.82,6.4375,-7.92
1871.08,6.4625,-7.97
1870.33,6.4875,-7.8
1869.59,6.5125,-7.69
1868.85,6.5375,-7.97
1868.1,6.5625,-8.04
1867.36,6.5875,-7.88
1866.61,6.6125,-7.98
1865.87,6.6375,-8.01
1865.13,6.6625,-8.03
1864.38,6.6875,-7.96
1863.64,6.7125,-7.94
1862.89,6.7375,-8.07
1862.15,6.7625,-7.86
1861.41,6.7875,-7.83
1860.66,6.8125,-7.91
1859.92,6.8375,-7.81
1859.17,6.8625,-7.89
1858.43,6.8875,-7.91
1857.69,6.9125,-7.86
1856.94,6.9375,-7.79
1856.2,6.9625,-7.72
1855.45,6.9875,-7.71
1854.71,7.0125,-7.71
1853.97,7.0375,-7.8
1853.22,7.0625,-7.63
1852.48,7.0875,-7.56
1851.73,7.1125,-7.62
1850.99,7.1375,-7.63
1850.25,7.1625,-7.87
1849.5,7.1875,-7.68
1848.76,7.2125,-7.71
1848.01,7.2375,-7.78
1847.27,7.2625,-7.82
1846.53,7.2875,-7.94
1845.78,7.3125,-7.92
1845.04,7.3375,-7.88
1844.29,7.3625,-7.88
1843.55,7.3875,-7.93
1842.81,7.4125,-7.85
1842.06,7.4375,-8
1841.32,7.4625,-7.93
1840.57,7.4875,-8.06
1839.71,7.5125,-7.97
1838.72,7.5375,-7.94
1837.74,7.5625,-7.95
1836.75,7.5875,-8.14
1835.77,7.6125,-8
1834.78,7.6375,-8.15
1833.79,7.6625,-7.82
1832.81,7.6875,-7.94
1831.82,7.7125,-8.01
1830.84,7.7375,-8.01
1829.85,7.7625,-8.09
1828.87,7.7875,-8.24
1827.88,7.8125,-8.07
1826.89,7.8375,-8.02
1825.91,7.8625,-7.86
1824.92,7.8875,-7.75
1823.94,7.9125,-7.88
1822.95,7.9375,-7.94
1821.97,7.9625,-8.01
1820.98,7.9875,-8.15
1816.54,8.1,-7.95
1812.6,8.2,-8.15
1808.66,8.3,-8.35
1804.72,8.4,-8.42
1800.77,8.5,-8.28
1796.83,8.6,-8.21
1792.89,8.7,-8.14
1788.95,8.8,-8.31
1785,8.9,-7.66
1781.06,9,-7.87
1777.12,9.1,-7.79
1773.17,9.2,-7.95
1769.23,9.3,-8.12
1765.29,9.4,-7.85
1761.35,9.5,-7.81
1757.4,9.6,-7.85
1753.46,9.7,-7.81
1749.52,9.8,-8.24
1745.58,9.9,-8.06
1741.63,10,-8.22
1738.36,10.1,-7.88
1735.08,10.2,-8.11
1731.8,10.3,-7.99
1728.52,10.4,-8.2
1725.25,10.5,-7.9
1721.97,10.6,-8.18
1718.69,10.7,-8.51
1715.42,10.8,-8.22
1712.14,10.9,-8.09
1708.86,11,-8.18
1705.58,11.1,-7.8
1702.31,11.2,-7.92
1699.03,11.3,-8
1695.75,11.4,-7.92
1692.48,11.5,-8.08
1689.2,11.6,-7.8
1685.92,11.7,-7.96
1682.64,11.8,-8.05
1679.37,11.9,-8.12
1676.09,12,-8.09
1672.81,12.1,-7.88
1669.54,12.2,-8.04
1666.26,12.3,-8.03
1662.98,12.4,-7.88
1659.71,12.5,-7.74
1656.96,12.6,-7.8
1654.21,12.7,-7.52
1651.46,12.8,-7.59
1648.72,12.9,-7.67
1645.97,13,-7.39
1643.22,13.1,-7.34
1640.48,13.2,-7.7
1637.73,13.3,-7.6
1634.98,13.4,-7.62
1632.23,13.5,-7.97
1629.49,13.6,-8.12
1626.74,13.7,-8.41
1623.99,13.8,-8.14
1621.25,13.9,-7.97
1618.5,14,-8.01
1615.75,14.1,-7.94
1613,14.2,-7.96
1610.26,14.3,-7.9
1607.51,14.4,-7.88
1604.76,14.5,-7.95
1602.02,14.6,-7.87
1599.27,14.7,-7.79
1596.52,14.8,-7.93
1593.77,14.9,-8.01
1591.03,15,-8.05
1589.06,15.1,-8.59
1587.08,15.2,-8.44
1585.11,15.3,-8.1
1583.14,15.4,-8.35
1581.17,15.5,-8.51
1579.2,15.6,-8.31
1577.23,15.7,-8.27
1575.26,15.8,-8.35
1573.29,15.9,-8.31
1571.32,16,-8.53
1569.34,16.1,-8.47
1567.37,16.2,-8.43
1565.4,16.3,-8.26
1563.43,16.4,-8.24
1561.46,16.5,-8.49
1559.49,16.6,-8.26
1557.52,16.7,-8.18
1555.55,16.8,-8.1
1553.58,16.9,-8
1551.61,17,-8.08
1549.63,17.1,-8.07
1547.66,17.2,-8.14
1545.69,17.3,-7.87
1543.72,17.4,-8.07
1541.75,17.5,-8.06
1539.78,17.6,-7.93
1537.81,17.7,-7.92
1535.84,17.8,-7.94
1533.87,17.9,-7.91
1531.89,18,-7.82
1529.92,18.1,-7.61
1527.95,18.2,-8.05
1525.98,18.3,-8.13
1524.01,18.4,-8.11
1522.04,18.5,-7.82
1520.07,18.6,-7.87
1518.1,18.7,-7.87
1516.13,18.8,-7.91
1514.16,18.9,-8.01
1512.18,19,-7.83
1510.21,19.1,-7.94
1508.24,19.2,-7.8
1506.27,19.3,-7.72
1504.3,19.4,-7.77
1502.33,19.5,-8
1500.36,19.6,-7.88
1498.39,19.7,-7.99
1496.42,19.8,-7.85
1494.44,19.9,-8.08
1492.47,20,-8.08
1490.62,20.1,-7.84
1488.76,20.2,-7.96
1486.91,20.3,-8.19
1485.05,20.4,-8.34
1483.2,20.5,-8.44
1481.34,20.6,-8.28
1479.49,20.7,-8.34
1477.63,20.8,-8.29
1475.78,20.9,-8.43
1473.92,21,-8.51
1472.06,21.1,-8.51
1470.21,21.2,-8.68
1468.35,21.3,-8.78
1466.5,21.4,-8.62
1464.64,21.5,-8.63
1462.79,21.6,-8.77
1460.93,21.7,-8.67
1459.08,21.8,-8.72
1457.22,21.9,-8.77
1455.37,22,-8.63
1453.51,22.1,-8.6
1451.65,22.2,-8.71
1449.8,22.3,-8.42
1447.94,22.4,-8.29
1446.09,22.5,-8.26
1444.23,22.6,-8.33
1442.38,22.7,-8.32
1440.52,22.8,-8.29
1438.67,22.9,-8.32
1436.81,23,-8.41
1434.96,23.1,-8.28
1433.1,23.2,-8.43
1431.25,23.3,-8.13
1429.39,23.4,-8.18
1427.53,23.5,-8.23
1425.68,23.6,-8.39
1423.82,23.7,-8.31
1421.97,23.8,-8.23
1420.11,23.9,-8.1
1418.26,24,-8.25
1416.4,24.1,-8.14
1414.55,24.2,-8.07
1412.69,24.3,-8.45
1410.84,24.4,-8.26
1408.98,24.5,-8.29
1407.13,24.6,-8.27
1405.27,24.7,-8.33
1403.41,24.8,-8.11
1401.56,24.9,-8.19
1399.7,25,-8.18
