year (AD),depth (cm),d18O (permil)
2003.5,0,-5.61
2002.7,0.356,-5.64
2002,0.711,-5.76
2001.5,0.914,-5.89
2001.1,1.118,-5.87
2000.6,1.321,-5.96
2000.2,1.524,-5.85
1999.8,1.727,-5.94
1999.3,1.93,-5.87
1998.9,2.134,-5.95
1998.5,2.337,-5.75
1998,2.54,-5.75
1997.6,2.743,-5.76
1997.2,2.946,-5.85
1996.7,3.15,-5.69
1996.3,3.353,-5.82
1995.9,3.556,-5.72
1995.4,3.759,-5.77
1995,3.962,-5.8
1994.6,4.166,-6
1994.1,4.369,-6
1993.7,4.572,-6.21
1993.3,4.775,-6.13
1992.8,4.978,-6.15
1992.4,5.182,-5.97
1992,5.385,-6.01
1991.6,5.588,-5.94
1991.1,5.791,-5.98
1990.7,5.994,-5.8
1990.3,6.198,-5.73
1989.9,6.401,-5.65
1989.4,6.604,-5.72
1989,6.807,-5.74
1988.6,7.01,-5.8
1988.2,7.214,-5.74
1987.8,7.417,-5.85
1987.4,7.62,-5.7
1986.9,7.823,-5.81
1986.5,8.026,-5.73
1986.1,8.23,-5.62
1985.7,8.433,-5.63
1985.3,8.636,-5.67
1984.9,8.839,-5.53
1984.4,9.042,-5.54
1984,9.246,-5.53
1983.6,9.449,-5.59
1983.2,9.652,-5.59
1982.8,9.855,-5.64
1982.4,10.058,-5.92
1982,10.262,-5.86
1981.6,10.465,-5.78
1981.2,10.668,-5.67
1980.8,10.871,-5.84
1980.4,11.074,-5.73
1979.9,11.278,-5.75
1979.5,11.481,-5.85
1979.1,11.684,-5.75
1978.7,11.887,-5.83
1978.3,12.09,-5.93
1977.9,12.294,-6.06
1977.5,12.497,-6.06
1977.1,12.7,-6.28
1976.7,12.903,-6.19
1976.3,13.106,-6.43
1975.9,13.31,-6.6
1975.5,13.513,-6.55
1975.1,13.716,-6.51
1974.7,13.919,-6.42
1974.3,14.122,-6.31
1974,14.326,-6.2
1973.6,14.529,-6.1
1973.2,14.732,-5.87
1972.8,14.935,-5.93
1972.4,15.138,-5.98
1972,15.342,-5.98
1971.6,15.545,-6.04
1971.2,15.748,-6.16
1970.8,15.951,-6.13
1970.4,16.154,-6.13
1970,16.358,-6.31
1969.7,16.561,-6.22
1969.3,16.764,-6.21
1968.9,16.967,-6.15
1968.5,17.17,-6.09
1968.1,17.374,-6.04
1967.7,17.577,-5.99
1967.4,17.78,-5.85
1967,17.983,-5.94
1966.6,18.186,-5.81
1966.2,18.39,-5.87
1965.8,18.593,-6.01
1965.5,18.796,-6.08
1965.1,18.999,-6.11
1964.7,19.202,-6.17
1964.3,19.406,-6.09
1963.9,19.609,-6.13
1963.6,19.812,-6.19
1963.2,20.015,-6.22
1962.8,20.218,-6.44
1962.4,20.422,-6.42
1962.1,20.625,-6.27
1961.7,20.828,-6.35
1961.3,21.031,-6.29
1961,21.234,-6.3
1960.6,21.438,-6.13
1960.2,21.641,-6.19
1959.9,21.844,-6.25
1959.5,22.047,-6.13
1959.1,22.25,-6.18
1958.8,22.454,-6.13
1958.4,22.657,-6.07
1958,22.86,-5.97
1957.7,23.063,-5.97
1957.3,23.266,-5.96
1956.9,23.47,-5.98
1956.6,23.673,-5.98
1956.2,23.876,-5.98
1955.9,24.079,-6.01
1955.5,24.282,-6.06
1955.1,24.486,-6.08
1954.8,24.689,-6.1
1954.4,24.892,-6.14
1954.1,25.095,-6.1
1953.7,25.298,-6.07
1953.4,25.502,-6.02
1953,25.705,-6.09
1952.6,25.908,-6
1952.3,26.111,-5.99
1951.9,26.314,-5.87
1951.6,26.518,-5.99
1951.2,26.721,-5.96
1950.9,26.924,-5.82
1950.5,27.127,-5.55
1950.2,27.33,-5.51
1949.8,27.534,-5.47
1949.5,27.737,-5.55
1949.2,27.94,-6
1948.8,28.143,-6.06
1948.5,28.346,-5.91
1948.1,28.55,-5.96
1947.8,28.753,-6
1947.4,28.956,-5.86
1947.1,29.159,-5.83
1946.7,29.362,-5.93
1946.4,29.566,-6.02
1946.1,29.769,-5.94
1945.7,29.972,-5.91
1945.4,30.175,-6.01
