year (AD),depth (cm),d18O (permil)
2004.67,0.03,-8.89
2004.37,0.08,-9.81
2004.08,0.13,-9.87
2003.83,0.19,-8.93
2003.58,0.24,-8.52
2003.32,0.29,-8.52
2003.08,0.34,-9.36
2002.83,0.4,-8.96
2002.58,0.45,-8.63
2002.33,0.5,-9.3
2002.08,0.55,-10.31
2001.96,0.6,-9.9
2001.83,0.65,-10.22
2001.71,0.7,-9.74
2001.58,0.75,-9.2
2001.42,0.8,-10.28
2001.25,0.85,-11.17
2001.08,0.9,-13.04
2000.58,0.95,-9
2000.08,1,-9.93
1999.92,1.06,-9.09
1999.75,1.14,-8.7
1999.58,1.21,-7.54
1999.33,1.29,-7.67
1999.08,1.36,-9.03
1998.58,1.44,-8.58
1998.28,1.51,-9.55
1998.08,1.57,-12.95
1998.03,1.62,-12.55
1997.97,1.67,-11.69
1997.9,1.72,-12.42
1997.84,1.77,-11.97
1997.77,1.83,-10.89
1997.71,1.89,-9.5
1997.64,1.95,-9.84
1997.58,2,-9.29
1997.33,2.06,-9.36
1997.08,2.12,-10.12
1996.58,2.18,-9.23
1996.08,2.24,-9.99
1995.83,2.29,-9.16
1995.58,2.35,-8.87
1995.33,2.41,-8.87
1995.08,2.47,-8.96
1994.28,2.58,-8.79
1993.58,2.69,-8.77
1993.08,2.75,-10.85
1992.95,2.8,-9.84
1992.83,2.86,-10.48
1992.7,2.91,-9.78
1992.35,3.02,-10.3
1992.21,3.08,-10.6
1992.08,3.13,-10.97
1991.95,3.19,-9.58
1991.7,3.3,-9.36
1991.58,3.35,-9.25
1991.08,3.41,-11.6
1990.96,3.46,-11.25
1990.83,3.52,-10.06
1990.71,3.57,-7.71
1990.58,3.64,-7.59
1990.42,3.71,-8.59
1990.25,3.77,-10.21
1990.08,3.83,-10.38
1989.83,3.88,-9.94
1989.58,3.94,-8.65
1989.08,3.99,-9.87
1988.83,4.05,-9.25
1988.58,4.1,-7.88
1988.08,4.16,-9.39
1987.58,4.21,-6.84
1987.52,4.27,-7.36
1987.47,4.32,-7.91
1987.41,4.37,-7.37
1987.36,4.42,-7.88
1987.3,4.47,-8.38
1987.25,4.52,-8.91
1987.19,4.56,-9.29
1987.14,4.61,-10.72
1987.08,4.66,-11.17
1986.83,4.71,-10.41
1986.58,4.76,-10.28
1986.08,4.81,-10.79
1985.83,4.86,-8.44
1985.58,4.91,-8.79
1985.08,4.96,-9.86
1984.95,5.01,-9.74
1984.83,5.05,-9.64
1984.7,5.1,-9.41
1984.58,5.15,-9.32
1984.41,5.2,-10.01
1984.24,5.25,-9.85
1984.08,5.3,-11.36
1983.98,5.35,-10.64
1983.88,5.4,-10.7
1983.78,5.44,-10.73
1983.68,5.49,-8.92
1983.58,5.54,-8.44
1983.42,5.59,-9.18
1983.25,5.64,-9.6
1983.08,5.69,-11.98
1982.83,5.74,-11.76
1982.58,5.79,-11.41
1982.08,5.83,-11.96
1981.98,5.88,-10.77
1981.9,5.93,-10.04
1981.81,5.98,-9.87
1981.73,6.03,-9.46
1981.66,6.08,-9.36
1981.58,6.13,-8.59
1981.08,6.18,-9.86
1980.91,6.22,-9.7
1980.74,6.27,-8.53
1980.58,6.32,-7.74
1980.48,6.37,-7.78
1980.38,6.42,-8.49
