year (AD),depth (cm),d18O (permil)
2001,NA,-2.5
1999,NA,-4.3
1997,NA,-4.1
1995,NA,-4.5
1993,NA,-3.4
1991,NA,-3.3
1990,NA,-3.4
1989,NA,-4.2
1988,NA,-3.7
1987,NA,-4.8
1986,NA,-2.8
1985,NA,-2.5
1984,NA,-2.2
1983,NA,-2
1982,NA,-1.9
1981,NA,-1.8
1980,NA,-2
1979,NA,-1.7
1978,NA,-1.7
1977,NA,-1.3
1976,NA,-1.5
1975,NA,-1.1
1974,NA,-1.3
1973,NA,-1.5
1972,NA,-1.6
1971,NA,-0.7
1970,NA,-0.9
1969,NA,-1.1
1968,NA,-1.4
1967,NA,-0.5
1966,NA,-0.7
1965,NA,-0.1
1964,NA,0.3
1963,NA,0.3
1962,NA,0.1
1961,NA,0.8
1960,NA,0.8
1959,NA,0.9
1958,NA,0.8
1957,NA,0.6
1956,NA,0.7
1955,NA,0.1
1954,NA,0.5
1953,NA,-0.1
1952,NA,0
1951,NA,0.8
1950,NA,0.9
1949,NA,0.9
1948,NA,0.2
1947,NA,0.4
1946,NA,0.1
1945,NA,0.3
1944,NA,0.4
1943,NA,0.3
1942,NA,0.3
1941,NA,0.6
1940,NA,1.1
1939,NA,0.5
1938,NA,0.4
1937,NA,1.1
1936,NA,0.8
1935,NA,0.5
1934,NA,0.5
1933,NA,0.4
1932,NA,0.6
1931,NA,0.3
1930,NA,0.8
1929,NA,0.2
1928,NA,0.4
1927,NA,0.2
1926,NA,0.4
1925,NA,0.2
1924,NA,-0.2
1923,NA,-0.6
1922,NA,-0.6
1921,NA,-0.6
1920,NA,-0.3
1919,NA,-0.9
1918,NA,-0.8
1917,NA,-0.4
1916,NA,-0.6
1915,NA,-1
1914,NA,-1.3
1913,NA,-1.5
1912,NA,-1.4
1911,NA,-1.2
1910,NA,-1.5
1909,NA,-1.7
1908,NA,-0.6
1907,NA,-0.9
1906,NA,-0.8
1905,NA,-1
1904,NA,-1
1903,NA,-1
1902,NA,-0.6
1901,NA,-1
1900,NA,-1.2
1899,NA,-0.6
1898,NA,-0.7
1897,NA,-0.5
1896,NA,-1
1895,NA,-0.6
1894,NA,-0.1
1893,NA,-0.1
1892,NA,0.4
1891,NA,0
1890,NA,0.8
1889,NA,0.5
1888,NA,0.2
1887,NA,0
1886,NA,0.4
1885,NA,-0.1
1884,NA,0
1883,NA,-0.1
1882,NA,-0.4
1881,NA,-0.1
1880,NA,0.2
1879,NA,-0.3
1878,NA,-0.3
1877,NA,-0.2
1876,NA,0.5
1875,NA,0.5
1874,NA,0.7
1873,NA,0.5
1872,NA,1.2
1871,NA,1
1870,NA,0.5
1869,NA,0.7
1868,NA,0.3
1867,NA,0.8
1866,NA,1.3
1865,NA,0.9
1864,NA,0.8
1863,NA,0.9
1862,NA,1.3
1861,NA,1.5
1860,NA,1.6
1859,NA,1
1858,NA,0.5
1857,NA,1.4
1856,NA,0.3
1855,NA,0.1
1854,NA,-0.2
1853,NA,0.1
1852,NA,0
1851,NA,-0.1
1850,NA,-0.4
1849,NA,-0.3
1848,NA,-0.7
1847,NA,0
1846,NA,-0.4
1845,NA,-0.3
1844,NA,0.3
1843,NA,-0.2
1842,NA,0.2
1841,NA,0.3
1840,NA,0
1839,NA,0.3
1838,NA,0.6
1837,NA,0.5
1836,NA,0.6
1835,NA,0.2
1834,NA,0.8
1833,NA,0.7
1832,NA,0.3
1831,NA,-0.1
1830,NA,0.9
1829,NA,0.4
1828,NA,0.7
1827,NA,0.3
1826,NA,0.3
1825,NA,0.4
1824,NA,0.1
1823,NA,0.1
1822,NA,0.1
1821,NA,0
1820,NA,-0.3
1819,NA,-0.5
1818,NA,-0.5
1817,NA,-0.2
1816,NA,-0.5
1815,NA,0
1814,NA,-0.3
1813,NA,-0.4
1812,NA,-0.5
1811,NA,-0.6
1810,NA,-1.1
1809,NA,-0.5
1808,NA,-0.7
1807,NA,-0.6
1806,NA,-0.8
1805,NA,-0.7
1804,NA,-0.7
1803,NA,-0.9
1802,NA,-0.9
1801,NA,-0.9
1800,NA,-1.3
1799,NA,-1.2
1798,NA,-1.1
1797,NA,-1.4
1796,NA,-0.3
1795,NA,-0.6
1794,NA,-0.6
1793,NA,-0.6
1792,NA,-1
1791,NA,-1.2
1790,NA,-1
1789,NA,-0.8
1788,NA,-1.1
1787,NA,-0.3
1786,NA,-0.5
1785,NA,-0.6
1784,NA,-0.3
1783,NA,-0.4
1782,NA,-0.5
1781,NA,-0.7
1780,NA,-0.7
1779,NA,-0.5
1778,NA,-0.2
1777,NA,-0.3
1776,NA,-0.1
1775,NA,0.3
1774,NA,0.3
1773,NA,0
1772,NA,0
1771,NA,0
1770,NA,0.2
1769,NA,-0.5
1768,NA,-0.3
1767,NA,-0.4
1766,NA,-0.2
1765,NA,-0.4
1764,NA,-0.3
1763,NA,-0.3
1762,NA,-0.7
1761,NA,-0.9
1760,NA,-0.9
1759,NA,-1
1758,NA,-1.4
1757,NA,-1.6
1756,NA,-2
1755,NA,-1.6
1754,NA,-1.4
1753,NA,-1.7
1752,NA,-1.9
1751,NA,-1.5
1750,NA,-1.7
1749,NA,-1.7
1748,NA,-2.3
1747,NA,-1.6
