year (AD),depth (cm),d18O (permil)
1992,5,-5.56
1990.5,NA,-5.6
1987.5,NA,-5.72
1984,NA,-6.14
1981,NA,-5.81
1978,NA,-5.49
1975.5,NA,-6.16
1973,NA,-5.97
1970,10,-6.38
1967.5,NA,-8.4
1963,NA,-6.19
1958.5,NA,-6.36
1954,NA,-6.31
1947.5,13,-5.76
1940.5,NA,-5.22
1935,NA,-5.57
1929.5,NA,-5.54
1923.5,NA,-5.86
1915.5,NA,-6.65
1905,NA,-7.48
1896,NA,-7.4
1890.5,18,-5.97
1886,NA,-3.97
1882,NA,-3.79
1880,NA,-3.98
1879,NA,-4.11
1877.5,NA,-3.92
1872.5,NA,-3.97
1869,NA,-3.75
1869,NA,-3.83
1860,NA,-3.51
1855,NA,-3.87
1850,NA,-4.05
1845,NA,-5.41
1840,NA,-3.45
1835,22,-3.97
1830,NA,-3.74
1825,NA,-3.74
1820,NA,-4.06
1815,26,-4.17
1810,NA,-4.15
1805,NA,-4.22
1800,NA,-3.96
1795,28,-4.67
1790,NA,-4.29
1785,30,-4.96
1780,NA,-5.32
1775,NA,-5.65
1770,32,-5.48
1765,NA,-2.47
1760,NA,-5.82
1755,NA,-5.4
1750,NA,-4.85
1745,NA,-4.62
1740,NA,-6.84
1735,NA,-6.03
1729,NA,-5.01
1724,NA,-3.64
1719,NA,-4.99
1714,NA,-3.65
1708,NA,-5.07
1702,NA,-3.69
1697,NA,-5.08
1692,NA,-3.72
1687,NA,-4.95
1682,NA,-3.99
1677,37,-5
1672,NA,-5
1669,NA,-5.02
1665,NA,-3.67
1660,NA,-5.19
1654,NA,-4.76
1648,NA,-3.98
1642,39,-3.85
1637,NA,-4.18
1630,41,-3.84
1622,NA,-4.27
1616,NA,-2.85
1611,43,-3.04
1606,NA,-2.85
1601,NA,-5.14
1594,NA,-3.2
1588,NA,-7.36
1582,NA,-3.54
1577,NA,-4.35
1572,NA,-3.35
1567,NA,-4.23
1562,NA,-3.34
1556,NA,-3.82
1550,NA,-3.28
1543,NA,-4.01
1535,47,-3.75
1527,NA,-4.39
1519,NA,-3.86
1513,NA,-4.15
1507,NA,-3.64
1501,NA,-4.42
1495,NA,-3.59
1489,NA,-3.69
1483,NA,-4
1477,NA,-4.55
1471,51,-4.06
1464,NA,-4.63
1458,NA,-2.34
1445,NA,-3.24
1437,NA,-2.78
1429,NA,-4.32
1423,NA,-4.05
1416,NA,-4.23
1409,NA,-4.92
1403,NA,-3.61
1398,NA,-4.53
1392,NA,-3.92
1385,NA,-3.97
1378,57,-4.01
1372,NA,-5.6
1366,NA,-4.66
1359,NA,-5.02
1351,NA,-3.78
1344,NA,-4.54
1337,NA,-3.96
1330,NA,-4.34
1321,NA,-4.01
1312,61,-3.79
1302,NA,-4.29
1294,NA,-5.18
1287,NA,-5.06
1279,63,-7.01
1270,NA,-5.8
1261,NA,-4.01
1252,NA,-3.79
1244,NA,-3.8
1237,NA,-4.14
1230,NA,-3.85
1224,NA,-4.47
1219,NA,-4.8
1214,66,-4.83
1208,NA,-3.87
1202,NA,-4.1
1196,NA,-4.14
1188,NA,-3.85
1181,NA,-3.78
1177,NA,-4.14
1172,NA,-3.75
1167,NA,-4.34
1161,NA,-3.57
1154,NA,-3.99
1147,70,-3.29
1140,NA,-3.6
1133,NA,-2.84
1125,NA,-4.04
1117,NA,-3.42
1109,73,-3.92
1103,NA,-4.2
1098,NA,-3.72
1087,NA,-5.37
1081,NA,-4.44
1073,NA,-4.35
1065,NA,-4.74
1057,NA,-5.33
1049,NA,-4.02
1043,NA,-4.02
1037,77,-4.53
1029,NA,-3.98
1023,NA,-3.94
1017,NA,-4.49
1010,NA,-4.49
1003,NA,-4.44
994,NA,-4.17
986,NA,-4.15
980,NA,-4.47
974,81,-4.44
969,NA,-3.43
962,NA,-3.76
955,NA,-4.35
949,NA,-4.14
945,NA,-4.15
942,NA,-4.07
937,NA,-3.88
933,NA,-3.82
928,NA,-3.95
921,NA,-3.88
914,NA,-4.05
909,NA,-4.02
904,NA,-3.95
898,NA,-4.2
891,86,-4.02
885,NA,-3.75
877,NA,-4.01
872,NA,-4.64
865,NA,-5.58
859,NA,-4.52
853,89,-3.39
847,NA,-3.66
841,NA,-5.68
835,NA,-5.28
829,NA,-7.66
823,NA,-4.92
815,92,-4.21
808,NA,-3.9
802,NA,-5.4
795,NA,-4.14
787,NA,-5.2
782,94,-4.14
777,NA,-4.21
773,NA,-4.69
768,NA,-4.94
761,NA,-4.83
752,96,-5.25
744,NA,-3.75
737,NA,-4.86
730,NA,-4.21
723,NA,-5.21
717,NA,-4.67
710,NA,-6.03
704,NA,-4.39
699,99,-3.88
694,NA,-3.69
689,NA,-4.59
685,NA,-3.93
681,NA,-4.75
676,NA,-4.61
671,NA,-5.14
666,NA,-5.3
661,102,-4.34
655,NA,-3.2
648,NA,-3.97
642,NA,-3.96
636,NA,-3.31
629,NA,-3.28
624,NA,-4.03
619,NA,-4.36
612,NA,-4
603,NA,-4.17
594,NA,-4.5
585,NA,-4
576,NA,-2.54
567,107,-2.48
562,NA,-3.83
