year (AD),depth (cm),d18O (permil)
1992,NA,0.56
1991,NA,0.38
1990,NA,0.42
1989,NA,0.45
1988,NA,0.53
1987,NA,0.52
1986,NA,0.26
1985,NA,0.57
1984,NA,0.6
1983,NA,0.42
1982,NA,0.22
1981,NA,0.29
1980,NA,0.45
1979,NA,0.53
1978,NA,0.58
1977,NA,0.2
1976,NA,-0.15
1975,NA,0.07
1974,NA,0.22
1973,NA,0.32
1972,NA,0.47
1971,NA,0.25
1970,NA,0.22
1969,NA,0.15
1968,NA,0.21
1967,NA,0.27
1966,NA,0.41
1965,NA,0.69
1964,NA,0.31
1963,NA,0.48
1962,NA,0.31
1961,NA,0.39
1960,NA,0.17
1959,NA,0.41
1958,NA,0.54
1957,NA,0.63
1956,NA,0.59
1955,NA,0.15
1954,NA,0.33
1953,NA,-0.02
1952,NA,0.06
1951,NA,-0.18
1950,NA,-0.26
1949,NA,0.04
1948,NA,0.32
1947,NA,0.25
1946,NA,0.1
1945,NA,0.22
1944,NA,0.25
1943,NA,0.35
1942,NA,0.4
1941,NA,0.55
1940,NA,0.54
1939,NA,0.25
1938,NA,0.48
1937,NA,0.68
1936,NA,0.59
1935,NA,0.75
1934,NA,0.86
1933,NA,0.6
1932,NA,0.51
1931,NA,0.55
1930,NA,0.52
1929,NA,0.44
1928,NA,0.6
1927,NA,0.55
1926,NA,0.57
1925,NA,0.52
1924,NA,0.48
1923,NA,0.43
1922,NA,0.47
1921,NA,0.4
1920,NA,0.33
1919,NA,0.42
1918,NA,0.71
1917,NA,0.72
1916,NA,0.77
1915,NA,0.75
1914,NA,0.58
1913,NA,0.61
1912,NA,0.58
1911,NA,0.65
1910,NA,0.67
1909,NA,0.45
1908,NA,-0.15
1907,NA,0.39
1906,NA,0.44
1905,NA,0.54
1904,NA,0.29
1903,NA,0.14
1902,NA,0.13
1901,NA,0.38
1900,NA,0.36
1899,NA,0.32
1898,NA,0.23
1897,NA,0.35
1896,NA,0.4
1895,NA,0.39
1894,NA,0.38
1893,NA,0.32
1892,NA,0.06
1891,NA,0.33
1890,NA,0.36
1889,NA,0.32
1888,NA,0.26
1887,NA,0.42
1886,NA,0.42
1885,NA,0.35
