year (AD),d18O (permil)
1996,-41.93
1995,-40.3
1994,-41.82
1993,-45.28
1992,-45.33
1991,-44.08
1990,NA
1989,-43.15
1988,-41.93
1987,-45.19
1986,-45.1
1985,-43.76
1984,-44.97
1983,-46.85
1982,-44.13
1981,-43.33
1980,-49.81
1979,-46.22
1978,-39.38
1977,-39.4
1976,-43.47
1975,-46.01
1974,-44.6
1973,-45.16
1972,-44.66
1971,-43.67
1970,-45.26
1969,-43.5
1968,-43.9
1967,-44.56
1966,-46.05
1965,-45.77
1964,NA
1963,-44.33
1962,-43.73
1961,-46.32
1960,-44.41
1959,-42.74
1958,-43.53
1957,-43.84
1956,-44.19
1955,-44.01
1954,-47.22
1953,-44.72
1952,-46.11
1951,-47.88
1950,-48.84
1949,-49.5
1948,-46.03
1947,-44.52
1946,-47.07
1945,-44.71
1944,-45.21
1943,-45.69
1942,-47.49
1941,-45.16
1940,-42.57
1939,-44.03
1938,-43.84
1937,-43.37
1936,-42.8
1935,-44.09
1934,-44.88
1933,-45.51
1932,-45.09
1931,-45.58
1930,-47
