year (AD),dD (permil)
2000,-242.524
1999,-236.75
1998,-212.97
1997,-228.592
1996,-230.488
1995,-227.068
1994,-223.092
1993,-206.18
1992,-199.988
1991,-200.8259
1990,-203.4651
1989,-202.3207
1988,-196.2365
1987,-204.6383
1986,-218.3142
1985,-219.3181
1984,-219.2051
1983,-232.2519
1982,-240.7953
1981,-229.5298
1980,-213.7226
1979,-219.1176
1978,-225.4249
1977,-238.0384
1976,-240.8696
1975,-230.512
1974,-221.2057
1973,-225.0173
1972,-230.563
1971,-230.4068
1970,-231.3116
1969,-223.8867
1968,-214.3623
1967,-209.3711
1966,-216.7776
1965,-241.3362
1964,-243.9742
1963,-238.3888
1962,-227.0487
1961,-218.6308
1960,-212.324
1959,-209.0121
1958,-208.3623
1957,-207.454
1956,-205.768
1955,-206.9562
1954,-207.8505
1953,-208.4782
1952,-209.2852
1951,-209.5413
1950,-211.8868
1949,-214.3816
1948,-215.8505
1947,-217.4026
1946,-217.7391
1945,-219.5755
1944,-221.085
1943,-223.0625
1942,-222.9604
1941,-223.0173
1940,-223.7124
1939,-223.7103
1938,-223.6668
1937,-223.6625
1936,-221.3098
1935,-221.5742
1934,-220.9449
1933,-219.3969
1932,-218.7408
1931,-218.2605
1930,-216.983
1929,-215.8663
1928,-215.8193
1927,-217.2497
1926,-218.4097
1925,-218.9262
1924,-217.6852
1923,-218.6572
1922,-219.428
1921,-219.7196
1920,-219.3488
1919,-218.9272
1918,-218.2877
1917,-218.0888
1916,-217.8479
1915,-217.3835
1914,-216.3347
1913,-215.1118
1912,-215.7497
1911,-217.4253
1910,-219.6473
1909,-221.1084
1908,-222.4125
1907,-223.6217
1906,-225.142
1905,-225.3957
1904,-225.424
1903,-224.9282
1902,-222.7855
1901,-221.3993
1900,-218.6111
1899,-217.2932
1898,-213.0443
1897,-209.003
1896,-208.6523
1895,-209.8386
1894,-211.9791
1893,-214.4028
1892,-217.587
1891,-221.7688
1890,-225.8849
1889,-228.5664
1888,-231.1676
1887,-235.4197
1886,-237.9669
1885,-239.4414
1884,-241.8401
1883,-244.6886
1882,-256.0045
1881,-255.4091
1880,-255.7975
1879,-264.9713
1878,-228.2731
1877,-216.3518
1876,-220.1349
1875,-226.8062
1874,-233.6859
1873,-236.1205
1872,-234.5334
1871,-227.259
1870,-217.9836
1869,-205.032
1868,-199.1621
1867,-198.4611
1866,-198.3822
1865,-199.1954
1864,-200.2616
1863,-211.8591
1862,-204.2985
1861,-198.1711
1860,-199.821
1859,-199.3368
1858,-199.6703
1857,-201.0984
1856,-209.8564
1855,-213.6099
1854,-213.5334
1853,-212.6558
1852,-209.5628
1851,-211.178
1850,-211.8776
1849,-213.0919
1848,-214.276
1847,-216.4848
1846,-218.387
1845,-223.5897
1844,-229.043
1843,-230.2579
1842,-233.761
1841,-239.0481
1840,-237.9666
1839,-229.0963
1838,-229.844
1837,-226.7789
1836,-222.0509
1835,-219.7424
1834,-218.6925
1833,-217.1885
1832,-215.6889
1831,-215.3575
1830,-213.3721
1829,-210.4406
1828,-210.6657
1827,-211.0748
1826,-210.6162
1825,-210.9395
1824,-209.2915
1823,-207.6944
1822,-205.8056
1821,-204.334
1820,-204.7844
1819,-209.8246
1818,-215.3613
1817,-225.1875
1816,-241.8376
1815,-237.0717
1814,-226.3336
1813,-216.0204
1812,-208.923
1811,-205.448
1810,-205.4295
1809,-208.8436
1808,-217.0029
1807,-225.5296
1806,-233.915
1805,-239.17
1804,-237.8724
1803,-235.3336
1802,-230.6381
1801,-227.3793
1800,-222.6199
1799,-216.9439
1798,-215.0334
1797,-218.9182
1796,-227.1469
1795,-233.4825
1794,-237.3339
1793,-237.8619
1792,-238.5287
1791,-242.418
1790,-246.4975
1789,-252.2569
1788,-257.4456
1787,-262.0387
1786,-263.8678
1785,-259.9496
1784,-258.4849
1783,-251.84
1782,-244.7531
1781,-238.1087
1780,-230.6953
1779,-226.3011
1778,-223.8492
1777,-224.5884
1776,-228.212
1775,-230.7487
1774,-233.2601
1773,-234.9851
1772,-230.9825
1771,-229.5399
1770,-228.35
1769,-225.9392
1768,-225.658
1767,-226.0014
1766,-227.7413
1765,-230.6198
1764,-234.4953
1763,-237.5256
1762,-233.578
1761,-223.7523
1760,-227.9018
1759,-236.7101
1758,-242.391
1757,-249.8071
1756,-253.58
1755,-256.4424
1754,-241.5011
1753,-231.1491
1752,-228.0372
1751,-229.9568
1750,-232.2227
1749,-232.4846
1748,-230.7501
1747,-225.9297
1746,-222.3514
1745,-219.2616
1744,-216.7993
1743,-216.2788
1742,-218.6952
1741,-219.8261
1740,-220.7971
1739,-221.2533
1738,-220.5243
1737,-219.2329
1736,-218.1853
1735,-217.1008
1734,-217.3446
1733,-217.4406
1732,-217.1242
1731,-217.4841
1730,-218.4599
1729,-219.1978
1728,-220.3182
1727,-220.8464
1726,-220.7994
1725,-222.9371
1724,-224.9674
1723,-223.932
1722,-223.5463
1721,-222.3314
1720,-223.2486
1719,-227.1576
1718,-231.0045
1717,-233.4195
1716,-236.3736
1715,-236.661
1714,-237.1876
1713,-237.1745
1712,-234.9204
1711,-234.3554
1710,-234.1571
1709,-236.9958
1708,-239.9428
1707,-242.4052
1706,-244.5289
1705,-243.5719
1704,-241.7494
1703,-239.3574
1702,-232.0651
1701,-224.4468
1700,-216.8966
1699,-209.0157
1698,-198.8862
1697,-198.549
1696,-205.2724
1695,-207.2763
1694,-207.8403
1693,-205.4108
1692,-201.8208
1691,-196.251
1690,-191.792
1689,-191.9754
1688,-194.7146
1687,-201.1625
1686,-208.0385
1685,-213.0039
1684,-216.4731
1683,-217.6675
1682,-219.1898
1681,-229.9749
1680,-231.9636
1679,-234.5956
1678,-231.8198
1677,-227.1943
1676,-224.3631
1675,-219.1335
1674,-214.2695
1673,-215.024
1672,-216.603
1671,-221.4426
1670,-226.3617
1669,-228.6152
1668,-229.3338
1667,-227.7203
1666,-225.7278
1665,-223.4396
1664,-222.303
1663,-223.3756
1662,-224.7225
1661,-227.5643
1660,-230.0446
1659,-234.1888
1658,-239.9042
1657,-245.6535
1656,-249.0554
1655,-249.5829
1654,-247.6922
1653,-247.5443
1652,-244.305
1651,-241.429
1650,-238.1387
1649,-232.3402
1648,-227.1408
1647,-220.3572
1646,-215.2933
1645,-210.6092
1644,-208.5274
1643,-207.552
1642,-211.3647
1641,-214.3199
1640,-216.407
1639,-219.2642
1638,-220.3779
1637,-221.1932
1636,-224.6012
1635,-229.1586
1634,-231.4265
1633,-231.0872
1632,-230.2348
1631,-227.4736
1630,-228.55
1629,-231.0351
1628,-230.8845
1627,-230.2441
1626,-229.7109
1625,-231.6264
1624,-233.8566
1623,-233.327
1622,-233.1474
1621,-231.7804
1620,-232.9807
1619,-234.8756
1618,-236.0579
1617,-236.3243
1616,-234.4276
1615,-232.5443
1614,-227.7145
1613,-221.2722
1612,-212.1862
1611,-206.4266
1610,-207.8863
1609,-210.2284
1608,-212.3455
1607,-215.2046
1606,-212.2667
1605,-209.3884
1604,-210.5104
1603,-210.1328
1602,-208.6277
1601,-208.5662
1600,-204.9547
1599,-215.3223
1598,-212.3236
1597,-224.6337
1596,-221.814
1595,-228.626
1594,-230.4556
1593,-230.2507
1592,-231.1487
1591,-231.3966
1590,-231.1447
1589,-230.7746
1588,-230.7834
1587,-229.866
1586,-231.1892
1585,-232.0976
1584,-233.3326
1583,-233.2583
1582,-232.5083
1581,-232.091
1580,-232.134
1579,-230.1295
1578,-228.5303
1577,-227.2372
1576,-228.393
1575,-228.0405
1574,-226.8471
1573,-224.8487
1572,-223.2567
1571,-221.2174
1570,-218.6847
1569,-215.1284
1568,-212.3667
1567,-209.9284
1566,-207.0175
1565,-207.2192
1564,-206.0553
1563,-206.9263
1562,-207.88
1561,-208.4328
1560,-209.9109
1559,-211.1991
1558,-213.4622
1557,-215.0098
1556,-215.024
1555,-214.2729
1554,-216.7421
1553,-216.9495
1552,-216.947
1551,-215.9896
1550,-214.7028
1549,-215.6737
1548,-215.3229
1547,-214.5829
1546,-213.6615
1545,-212.7784
1544,-211.2421
1543,-211.3208
1542,-210.8923
1541,-210.4135
1540,-210.2189
1539,-209.1206
1538,-208.1416
1537,-207.4565
1536,-207.2622
1535,-206.8621
1534,-206.7206
1533,-208.0979
1532,-211.0136
1531,-212.7702
1530,-215.5104
1529,-216.6566
1528,-218.6149
1527,-219.0796
1526,-219.133
1525,-219.6668
1524,-220.3434
1523,-219.2601
1522,-219.8463
1521,-220.7742
1520,-221.6903
1519,-221.9038
1518,-222.2184
1517,-222.5703
1516,-223.3749
1515,-224.1275
1514,-225.1204
1513,-225.0325
1512,-225.2015
1511,-227.0506
1510,-227.6976
1509,-229.4533
1508,-230.964
1507,-231.8435
1506,-232.4109
1505,-232.7584
1504,-233.2072
1503,-233.5835
1502,-232.5972
1501,-233.0238
1500,-233.4927
1499,-234.1541
1498,-235.1307
1497,-235.7736
1496,-235.2578
1495,-236.7157
1494,-237.3316
1493,-237.445
1492,-238.2922
1491,-237.6588
1490,-238.0684
1489,-239.6652
1488,-240.5324
1487,-241.9835
1486,-241.5185
1485,-239.7427
1484,-239.5052
1483,-239.6118
1482,-239.6
1481,-237.8822
1480,-236.8705
1479,-234.8763
1478,-234.169
1477,-232.8053
1476,-232.4847
1475,-234.3067
1474,-236.1864
1473,-237.5812
1472,-239.41
1471,-240.4302
1470,-241.2481
1469,-241.3656
1468,-239.5261
1467,-239.4924
1466,-239.346
1465,-237.6054
1464,-237.1103
1463,-235.6707
1462,-234.1307
1461,-234.7323
1460,-234.9453
1459,-234.329
1458,-234.3126
1457,-234.0475
1456,-234.9512
1455,-235.2631
1454,-233.2612
1453,-230.9492
1452,-228.8646
1451,-224.3269
1450,-217.7406
1449,-211.0086
1448,-202.8359
1447,-200.3828
1446,-202.2258
1445,-201.4699
1444,-203.0381
1443,-205.3185
1442,-207.668
1441,-210.4199
1440,-212.9384
1439,-216.5129
1438,-219.4717
1437,-221.4366
1436,-222.7501
1435,-224.7338
1434,-227.8926
1433,-228.7864
1432,-225.1496
1431,-226.4678
1430,-230.1028
1429,-229.12
1428,-230.4877
1427,-232.0955
1426,-232.2175
1425,-232.9511
1424,-235.5144
1423,-236.6146
1422,-237.0508
1421,-234.2681
1420,-232.5106
1419,-229.1237
1418,-225.8722
1417,-224.2196
1416,-220.983
1415,-219.0483
1414,-211.6311
1413,-209.1252
1412,-206.1617
1411,-208.1891
1410,-218.9552
1409,-219.9298
1408,-218.1093
1407,-218.3241
1406,-218.8493
1405,-221.1984
1404,-224.0949
1403,-227.6449
1402,-231.7977
1401,-235.1571
1400,-236.2768
1399,-235.0121
1398,-232.5307
1397,-229.2846
1396,-225.3257
1395,-222.6125
1394,-223.0209
1393,-224.4934
1392,-225.082
1391,-227.6039
1390,-232.6723
1389,-234.8004
1388,-236.3057
1387,-236.3682
1386,-238.6423
1385,-237.4647
1384,-233.8652
1383,-230.3795
1382,-224.623
1381,-219.24
1380,-215.9844
1379,-212.9537
1378,-212.879
1377,-213.0725
1376,-214.4834
1375,-215.5278
1374,-215.3554
1373,-215.6189
1372,-215.8083
1371,-218.0782
1370,-223.0295
1369,-231.0185
1368,-234.7679
1367,-239.4455
1366,-242.606
1365,-243.6333
1364,-243.0184
1363,-243.134
1362,-242.3275
1361,-241.5236
1360,-239.894
1359,-238.2908
1358,-237.2694
1357,-234.1447
1356,-229.9939
1355,-227.826
1354,-224.6537
1353,-222.8831
1352,-222.0695
1351,-222.3256
1350,-222.2548
1349,-222.515
1348,-224.1607
1347,-224.8217
1346,-226.6921
1345,-228.5269
1344,-231.6187
1343,-233.0986
1342,-234.9434
1341,-236.414
1340,-240.1864
1339,-244.6372
1338,-247.0295
1337,-250.334
1336,-251.394
1335,-251.5124
1334,-250.8655
1333,-245.6922
1332,-242.8981
1331,-242.3322
1330,-241.0199
1329,-238.975
1328,-238.0904
1327,-238.0824
1326,-238.3047
1325,-240.2652
1324,-241.6985
1323,-245.7349
1322,-250.0112
1321,-255.6746
1320,-256.6873
1319,-255.5419
1318,-253.8905
1317,-249.8534
1316,-243.7122
1315,-241.3095
1314,-238.4278
1313,-234.9046
1312,-228.449
1311,-224.2574
1310,-228.3204
1309,-236.1265
1308,-246.8358
1307,-248.1398
1306,-248.3149
1305,-246.1764
1304,-239.7391
1303,-238.8294
1302,-240.5686
1301,-240.4461
1300,-247.2687
1299,-250.7259
1298,-250.8154
1297,-250.6523
1296,-251.4253
1295,-251.8062
1294,-252.0138
1293,-252.4914
1292,-252.9731
1291,-252.8233
1290,-251.8791
1289,-248.9211
1288,-226.2045
1287,-218.0557
1286,-219.2285
1285,-219.282
1284,-222.605
1283,-224.8928
1282,-215.6146
1281,-215.3275
1280,-211.6515
1279,-199.7066
1278,-204.4149
1277,-206.2439
1276,-198.118
1275,-197.6773
1274,-197.3834
1273,-197.6215
1272,-200.1246
1271,-204.3814
1270,-209.3558
1269,-211.1454
1268,-211.8459
1267,-212.0308
1266,-211.832
1265,-211.6547
1264,-211.6894
1263,-210.8817
1262,-213.2009
1261,-215.1554
1260,-217.1784
1259,-221.1819
1258,-225.8643
1257,-228.3067
1256,-229.1955
1255,-228.3068
1254,-226.1365
1253,-220.354
1252,-211.4009
1251,-212.5787
1250,-213.9018
1249,-215.066
1248,-215.138
1247,-214.9694
1246,-214.7927
1245,-212.5761
1244,-209.1635
1243,-207.0524
1242,-205.7435
1241,-216.1203
1240,-220.2267
1239,-228.531
1238,-237.9623
1237,-236.5701
1236,-232.4186
1235,-225.9897
1234,-220.12
1233,-212.4087
1232,-205.7862
1231,-202.1218
1230,-204.881
1229,-212.6663
1228,-220.8819
1227,-226.0755
1226,-226.7771
1225,-223.5544
1224,-220.3086
1223,-218.2133
1222,-217.7325
1221,-218.4875
1220,-218.5735
1219,-217.7542
1218,-216.3371
1217,-215.2125
1216,-214.6623
1215,-215.2037
1214,-217.4334
1213,-221.3599
1212,-225.347
1211,-231.4439
1210,-235.6261
1209,-237.9985
1208,-237.5594
1207,-236.827
1206,-234.876
1205,-232.3051
1204,-230.3292
1203,-228.1808
1202,-226.3651
1201,-224.0193
1200,-219.5543
1199,-216.1022
1198,-215.6047
1197,-218.0208
1196,-223.9924
1195,-229.8568
1194,-235.6027
1193,-237.6847
1192,-235.2925
1191,-230.6964
1190,-226.1378
1189,-223.3593
1188,-222.6876
1187,-223.1503
1186,-224.1331
1185,-226.387
1184,-229.2353
1183,-231.46
1182,-232.6189
1181,-231.8651
1180,-230.7593
1179,-229.4458
1178,-226.8819
1177,-223.3513
1176,-219.0148
1175,-214.9349
1174,-212.9138
1173,-213.4631
1172,-217.0676
1171,-222.3032
1170,-226.2688
1169,-225.9999
1168,-220.4521
1167,-214.0632
1166,-209.3589
1165,-211.2194
1164,-212.7745
1163,-211.8671
1162,-210.2414
1161,-208.3734
1160,-206.9001
1159,-207.265
1158,-208.9691
1157,-212.6234
1156,-214.289
1155,-213.254
1154,-210.6774
1153,-209.1189
1152,-210.828
1151,-213.2519
1150,-216.8834
1149,-214.9832
1148,-210.8017
1147,-203.7141
1146,-204.7515
1145,-208.9474
1144,-212.8352
1143,-215.6103
1142,-217.6962
1141,-219.9306
1140,-222.1903
