year (AD),depth (cm),d18O (permil)
1822,2,-20.19420692
1778,5,-18.26559623
1735,8,-19.17064534
1690,11,-20.57042056
1646,14,-18.12720091
1601,17,-19.56733379
1556,20,-18.20006272
1510,23,-19.60670703
1465,26,-19.15261384
1418,29,-17.5484424
1372,32,-17.35701117
1325,35,-16.75987977
1278,38,-19.41171457
1230,41,-17.66373944
1183,44,-16.29296835
1134,47,-14.79196457
1086,50,-15.61383689
1037,53,-15.53632491
988,56,-13.84661933
939,59,-15.34799913
889,62,-16.52786037
839,65,-15.75332653
788,68,-15.53750942
686,74,-16.5485597
583,80,-12.76768019
531,83,-17.18176001
479,86,-15.31836433
426,89,-15.6754811
373,92,-14.04226533
319,95,-13.95448809
266,98,-15.71218863
212,101,-16.10335683
157,104,-14.04217449
102,107,-15.499127
47,110,-12.21091989
-9,113,-14.14595379
-65,116,-13.62592321
-121,119,-15.1204183
-177,122,-15.01082128
-234,125,-13.87794262
-291,128,-13.17577926
-348,131,-13.73689352
-406,134,-15.32979341
-464,137,-13.06418583
-522,140,-12.98944468
-581,143,-13.88437957
-640,146,-14.17901348
-699,149,-13.12836813
-759,152,-15.13560531
-819,155,-14.1389617
-879,158,-13.83003284
-940,161,-14.31117119
-1001,164,-15.16899867
-1062,167,-15.49629304
-1124,170,-14.18658842
-1186,173,-11.94403622
-1248,176,-13.55091156
-1311,179,-13.67053894
-1374,182,-12.69554745
-1437,185,-14.55253219
-1501,188,-14.21720976
-1565,191,-12.50570411
-1629,194,-12.52381806
-1694,197,-13.53752351
-1759,200,-13.31136378
-1824,203,-12.44144315
-1889,206,-14.46660192
-1955,209,-10.63444685
-2022,212,-14.96276572
-2088,215,-13.62394546
-2155,218,-13.22132161
-2222,221,-13.94042238
-2290,224,-11.69375388
-2358,227,-13.59065665
-2426,230,-14.15744219
-2495,233,-14.07599596
-2633,239,-12.91684781
-2702,242,-13.09827655
-2772,245,-13.04972978
-2842,248,-13.74227556
-2913,251,-13.24520319
-2984,254,-13.1205884
-3127,260,-11.67380172
-3198,263,-13.46361042
-3343,269,-13.86636742
-3416,272,-11.19585474
-3489,275,-11.50078133
-3563,278,-13.23697541
-3636,281,-11.89062508
-3711,284,-11.86959622
-3785,287,-13.96489353
-3860,290,-13.19705503
-3935,293,-13.02547357
-4011,296,-12.34739985
-4086,299,-13.11880115
-4316,308,-12.32738868
-4393,311,-14.14107861
-4470,314,-12.6078665
-4548,317,-12.69506329
-4626,320,-12.91621099
-4705,323,-13.1603942
-4784,326,-13.54708854
-4863,329,-14.83866198
-4942,332,-12.68585256
-5022,335,-14.15310922
-5102,338,-12.76710989
-5182,341,-10.16181471
-5263,344,-12.65829271
-5344,347,-12.82292473
-5426,350,-15.67012319
-5507,353,-13.22250046
-5589,356,-14.86544981
-5672,359,-12.69540864
-5755,362,-14.6104235
-5838,365,-15.05463179
-5921,368,-12.11331567
-6005,371,-13.21237446
-6089,374,-13.8113339
-6173,377,-16.66315893
-6258,380,-16.38332282
-6343,383,-16.06523729
-6428,386,-15.91027503
-6514,389,-16.08700999
-6600,392,-14.93307437
-6686,395,-16.4955169
-6773,398,-15.83360784
-6860,401,-15.49467833
-6947,404,-13.74216321
-7035,407,-15.83600671
-7123,410,-14.62430208
-7211,413,-13.94659092
-7300,416,-13.45167837
-7389,419,-12.6398736
-7478,422,-12.40143385
-7568,425,-13.17711276
-7658,428,-13.44913599
-7748,431,-14.16105508
-7839,434,-14.72593611
-7930,437,-14.85859375
