year (AD),d18O (permil)
1901,27.09335
1902,27.0537
1903,26.0787
1904,28.07018333
1905,26.72468333
1906,25.5237
1907,NA
1908,25.85435
1909,28.018683330000002
1910,26.16066667
1911,25.187
1912,24.144
1913,26.194
1914,26.711
1915,25.60385
1916,26.79118333
1917,26.51655
1918,26.86466667
1919,25.83166667
1920,27.03566667
1921,25.37816667
1922,27.84866667
1923,27.49166667
1924,27.72766667
1925,26.57266667
1926,26.04466667
1927,27.67566667
1928,25.89603333
1929,27.42866667
1930,26.88016667
1931,26.30916667
1932,25.99853333
1933,25.93266667
1934,27.54566667
1935,27.97166667
1936,26.15866667
1937,27.06566667
1938,26.70803333
1939,27.04266667
1940,26.81866667
1941,24.00566667
1942,25.74916667
1943,27.81766667
1944,27.71816667
1945,28.02366667
1946,26.61366667
1947,26.36466667
1948,26.97366667
1949,27.25466667
1950,25.50216667
1951,27.28216667
1952,26.87566667
1953,26.13224444
1954,27.89266667
1955,25.73833333
1956,26.40316667
1957,24.97816667
1958,NA
1959,24.297
1960,24.064
1961,24.508
1962,26.0396
1963,26.7802
1964,25.38442222
1965,25.31543333
1966,25.6142
1967,24.84766667
1968,26.41853333
1969,25.67293333
1970,26.01208889
1971,26.59275556
1972,25.71042222
1973,25.3013
1974,26.89810476
1975,25.90645714
1976,26.33721111
1977,25.27171217
1978,26.39195714
1979,26.59795714
1980,29.21245714
1981,27.06571111
1982,27.38871111
1983,25.98937884
1984,23.97271111
1985,25.1870455
1986,27.48545714
1987,NA
1988,25.201
1989,25.64011111
1990,26.51921111
1991,28.18445714
1992,27.40645714
1993,24.40895714
1994,25.7662
1995,25.51145714
1996,28.24695714
1997,27.41695714
1998,28.80095714
1999,26.2320455
2000,26.94021111
2001,25.28345714
2002,24.97537884
2003,25.27022222
2004,27.2730455
2005,26.50646825
2006,25.71771429
2007,NA
