year (AD),depth (cm),d18O (permil)
1935,NA,-7.49
1932,NA,-7.41
1930,NA,-7.36
1929,NA,-7.15
1929,NA,-7.28
1928,NA,-6.99
1928,NA,-6.96
1927,NA,-7.27
1927,NA,-7.58
1926,NA,-7.6
1926,NA,-7.62
1925,NA,-7.74
1924,NA,-7.71
1924,NA,-7.66
1923,NA,-7.39
1923,NA,-7.28
1922,NA,-7.23
1922,NA,-7.24
1921,NA,-7.81
1921,NA,-7.92
1920,NA,-7.51
1919,NA,-7.54
1918,NA,-7.59
1917,NA,-7.95
1916,NA,-7.78
1914,NA,-7.57
1913,NA,-7.19
1912,NA,-7.64
1911,NA,-7.36
1910,NA,-7.46
1908,NA,-7.4
1907,NA,-7.29
1905,NA,-7.01
1903,NA,-7.16
1902,NA,-7.6
1900,NA,-7.5
1898,NA,-7.64
1896,NA,-7.51
1894,NA,-7.84
1892,NA,-7.72
1890,NA,-7.47
1888,NA,-7.45
1885,NA,-7.24
1883,NA,-7.32
1880,NA,-7.12
1878,NA,-7.02
1876,NA,-7.08
1874,NA,-7.27
1872,NA,-7.14
1870,NA,-7.2
1868,NA,-7.05
1865,NA,-7.26
1863,NA,-7.27
1860,NA,-7.25
1858,NA,-7.37
1855,NA,-7.39
1853,NA,-7.41
1850,NA,-7.47
1848,NA,-7.52
1845,NA,-7.39
1843,NA,-7.35
1840,NA,-7.28
1838,NA,-7.26
1835,NA,-7.34
1833,NA,-7.6
1830,NA,-7.54
1828,NA,-7.7
1825,NA,-7.69
1823,NA,-7.63
1820,NA,-7.72
1818,NA,-7.55
1815,NA,-7.38
1813,NA,-7.26
1810,NA,-7.19
1807,NA,-7.32
1803,NA,-7.33
1800,NA,-7.22
1798,NA,-7.14
1795,NA,-7.08
1793,NA,-6.95
1790,NA,-7.15
1787,NA,-7.31
1783,NA,-7.16
1780,NA,-7.07
1778,NA,-7.07
1775,NA,-7.09
1773,NA,-7.34
1770,NA,-7.34
1768,NA,-7.23
1765,NA,-7.18
1763,NA,-7.26
1760,NA,-7.5
1758,NA,-7.3
1755,NA,-7.5
1753,NA,-7.28
1750,NA,-7.6
1748,NA,-7.33
1746,NA,-7.21
1744,NA,-7.25
1742,NA,-7.42
1740,NA,-7.73
1738,NA,-7.65
1735,NA,-7.33
1733,NA,-7.23
1730,NA,-7.29
1728,NA,-7.12
1725,NA,-7.16
1723,NA,-7.22
1720,NA,-7.21
1718,NA,-7.08
1716,NA,-6.89
1714,NA,-6.89
1712,NA,-7
1710,NA,-7.34
1708,NA,-7.33
1706,NA,-7.11
1704,NA,-7.19
1702,NA,-7.16
1700,NA,-7.1
1698,NA,-7.06
1695,NA,-6.88
1693,NA,-7.14
1690,NA,-7.39
1688,NA,-7.19
1686,NA,-6.8
1684,NA,-6.89
1682,NA,-7.06
1680,NA,-7.02
1678,NA,-6.82
1676,NA,-6.92
1674,NA,-7.05
1672,NA,-7.35
1670,NA,-7.41
1668,NA,-7.25
1666,NA,-7.39
1664,NA,-7.51
1662,NA,-7.53
1660,NA,-7.37
1658,NA,-7.36
1657,NA,-7.5
1656,NA,-7.78
1653,NA,-7.23
1652,NA,-7.17
1650,NA,-7.44
1648,NA,-7.35
1646,NA,-7.02
1644,NA,-7.24
1642,NA,-7.22
1640,NA,-7.62
1638,NA,-7.67
1637,NA,-7.51
1636,NA,-7.63
1633,NA,-7.13
