year (AD),depth (cm),d18O (permil)
1965,0.2,-4.14
1925,0.4,-4.19
1887,0.6,-3.79
1849,0.8,-4.49
1813,1,-4.4
1777,1.2,-4.45
1743,1.4,-4.21
1709,1.6,-4.17
1676,1.8,-3.96
1644,2,-4.53
1613,2.2,-4.46
1582,2.4,-4.59
1553,2.6,-4.42
1524,2.8,-4.56
1496,3,-4.17
1468,3.2,-4.17
1442,3.4,-3.88
1415,3.6,-4.18
1390,3.8,-3.84
1365,4,-4.2
1341,4.2,-4.23
1317,4.4,-4.34
1294,4.6,-4.24
1271,4.8,-4.56
1249,5,-4.31
1227,5.2,-4.48
1206,5.4,-4.42
1185,5.6,-4.25
1164,5.8,-3.8
1144,6,-3.9
1125,6.2,-3.85
1106,6.4,-4.02
1087,6.6,-3.97
1068,6.8,-3.93
1050,7,-3.69
1032,7.2,-4.11
1014,7.4,-4.17
997,7.6,-4.25
980,7.8,-3.76
963,8,-3.81
946,8.2,-3.94
930,8.4,-4.24
914,8.6,-4.19
898,8.8,-4.38
882,9,-4.25
866,9.2,-4.28
851,9.4,-3.85
835,9.6,-3.94
820,9.8,-3.97
805,10,-4.55
790,10.2,-4.39
775,10.4,-4.58
760,10.6,-4.4
745,10.8,-4.32
731,11,-3.77
716,11.2,-4.3
701,11.4,-4.01
687,11.6,-4.5
672,11.8,-4.23
658,12,-4.3
643,12.2,-3.69
629,12.4,-4.19
614,12.6,-4.24
600,12.8,-4.33
585,13,-4.19
570,13.2,-4.63
556,13.4,-4.8
541,13.6,-4.54
526,13.8,-4.18
497,14.2,-4.39
482,14.4,-4.24
467,14.6,-3.73
452,14.8,-3.91
437,15,-3.63
422,15.2,-3.95
406,15.4,-4.13
391,15.6,-3.81
376,15.8,-3.82
360,16,-4.21
344,16.2,-4.06
329,16.4,-3.95
313,16.6,-3.93
297,16.8,-3.91
280,17,-3.87
264,17.2,-4.18
248,17.4,-4.27
231,17.6,-4.56
215,17.8,-4.22
198,18,-4.36
181,18.2,-4.65
164,18.4,-4.9
147,18.6,-4.63
129,18.8,-4.47
112,19,-4.32
94,19.2,-4.48
77,19.4,-4.22
59,19.6,-4.38
41,19.8,-4.27
22,20,-4.19
4,20.2,-4.7
-14,20.4,-3.81
-33,20.6,-3.55
-52,20.8,-3.63
-71,21,-3.95
