year (AD),d18O (permil)
1992,-32.22
1991,-31.1
1990,-27.35
1989,-26.98
1988,-28.86
1987,-29.64
1986,-26.77
1985,-27.57
1984,-28.6
1983,-27.31
1982,-26.51
1981,-27.45
1980,-28.04
1979,-26.56
1978,-27.76
1977,-30.81
1976,-31.17
1975,-28.68
1974,-27.52
1973,-28.89
1972,-30.09
1971,-29.92
1970,-30.11
1969,-29.83
1968,-29.13
1967,-29.06
1966,-28.04
1965,-28.62
1964,-30.21
1963,-27.88
1962,-29.09
1961,-29.46
1960,-29.27
1959,-28.93
1958,-30.61
1957,-27.51
1956,-26.49
1955,-27.66
1954,-28.66
1953,-29.97
1952,-29.95
1951,-29.04
1950,-28.61
1949,-26.42
1948,-27.33
1947,-29.45
1946,-27.62
1945,-26.85
1944,-29.21
1943,-29.82
1942,-28.91
1941,-27.84
1940,-26.39
1939,-27.38
1938,-28.63
1937,-28.87
1936,-29.17
1935,-29.2
1934,-27.91
1933,-28.23
1932,-30.18
1931,-29.32
1930,-28.34
1929,-28.29
1928,-29.26
1927,-29.72
1926,-29.7
1925,-29.15
1924,-29.27
1923,-29.46
1922,-28.12
1921,-27.27
1920,-28.79
1919,-29.55
1918,-27.26
1917,-26.88
1916,-27.06
1915,-27.07
1914,-28.23
1913,-28
1912,-26.8
1911,-26.86
1910,-27.75
1909,-28.52
1908,-29.04
1907,-29.24
1906,-28.97
1905,-27.85
1904,-27.67
1903,-28.63
1902,-28.69
1901,-27.09
1900,-27.38
1899,-28.03
1898,-28.95
1897,-29.59
1896,-30.41
1895,-29.85
1894,-28.55
1893,-28.7
1892,-28.47
1891,-27.2
1890,-26.74
1889,-27.28
1888,-27.26
1887,-28.67
1886,-28.43
1885,-26.63
1884,-29.22
1883,-29.39
1882,-28.21
1881,-27.97
1880,-29
1879,-29.36
1878,-29.36
1877,-29.65
1876,-29.8
1875,-29.71
1874,-29.36
1873,-29.21
1872,-28.93
1871,-29.29
1870,-29.96
1869,-30.26
1868,-29.96
1867,-30.05
1866,-30.05
1865,-28.68
1864,-27.96
1863,-29.15
1862,-31.29
1861,-30.66
1860,-29.89
1859,-29.52
1858,-29.48
1857,-28.82
1856,-27.64
1855,-27.83
1854,-29.31
1853,-29.91
1852,-30.5
1851,-29.84
1850,-28.26
1849,-27.91
1848,-28.22
1847,-28.45
1846,-29.13
1845,-29.13
1844,-29.04
1843,-28.36
1842,-28.67
1841,-27.99
1840,-26.65
1839,-30.33
1838,-29.78
1837,-28.86
1836,-27.67
1835,-28.24
1834,-28.09
1833,-27.87
1832,-27.03
1831,-26.95
1830,-27.38
1829,-28.45
1828,-29.16
1827,-29.44
1826,-29.27
1825,-28.84
1824,-29.28
1823,-30.03
1822,-29.82
1821,-28.52
1820,-26.77
1819,-26.05
1818,-26.46
1817,-26.96
1816,-26.81
1815,-28.34
1814,-28.76
1813,-28.1
1812,-28.11
1811,-28.12
1810,-26.29
1809,-26.25
1808,-27.28
1807,-27.94
1806,-27.92
1805,-27.21
1804,-27.24
1803,-28.58
1802,-28.9
1801,-27.47
1800,-28.86
1799,-30.1
1798,-27.84
1797,-26.7
1796,-26.59
1795,-27.44
1794,-27.55
1793,-26.86
1792,-28.28
1791,-29.64
1790,-30.16
1789,-30.29
1788,-29.28
1787,-28.72
1786,-28.69
1785,-29.29
1784,-29.43
1783,-29.29
1782,-29.38
1781,-29.29
1780,-29.12
1779,-28.36
1778,-27.59
1777,-26.8
1776,-26.94
1775,-27.32
1774,-28.04
1773,-29.51
1772,-29.51
1771,-29.8
1770,-28.93
1769,-28.25
1768,-29.03
1767,-29.88
1766,-29.65
1765,-28.63
1764,-27.74
1763,-27.73
1762,-27.92
1761,-27.83
1760,-28.1
1759,-28.9
1758,-28.93
1757,-28.73
1756,-27.44
1755,-26.74
1754,-26.79
1753,-27.53
1752,-27.7
1751,-27.71
1750,-28.41
1749,-28.42
1748,-28.09
1747,-27.97
1746,-27.2
1745,-26.13
1744,-27.32
1743,-29.05
1742,-29.92
1741,-31.06
1740,-31
1739,-30.1
1738,-28.73
1737,-28.61
1736,-28.38
1735,-27.35
1734,-25.76
1733,-25.44
1732,-26.18
1731,-26.73
1730,-28.06
1729,-28.06
1728,-27.77
1727,-26.83
1726,-25.8
1725,-26.31
1724,-27.82
1723,-28.98
1722,-28.47
1721,-27.86
1720,-27.74
1719,-27.28
1718,-27.22
1717,-27.95
1716,-28.67
1715,-28.73
1714,-29.15
1713,-29.54
1712,-29.19
1711,-27.93
1710,-28.03
1709,-28.55
1708,-28.57
1707,-27.46
1706,-26.98
1705,-27.9
1704,-28.27
1703,-27.94
1702,-28.07
1701,-28.43
1700,-29.31
1699,-29.63
1698,-29.22
1697,-29.39
1696,-29.93
1695,-29.52
1694,-29.09
1693,-29.2
1692,-29.26
1691,-28.72
1690,-27.68
1689,-27.24
1688,-26.86
1687,-28.61
1686,-29.99
1685,-29.84
1684,-29.9
1683,-30.34
1682,-29.54
1681,-27.82
1680,-27.23
1679,-28.1
1678,-28.85
1677,-28.32
1676,-27.31
1675,-27.58
1674,-29.63
1673,-29.82
1672,-29.6
1671,-27.33
1670,-26.65
1669,-26.52
1668,-25.8
1667,-25.22
1666,-24.89
1665,-24.79
1664,-27.14
1663,-27.77
1662,-28.14
1661,-28.33
1660,-29.87
1659,-30.24
1658,-29.68
1657,-28.58
1656,-28.23
1655,-28.82
1654,-27.96
1653,-27.54
1652,-28.53
1651,-28.59
1650,-27.72
1649,-27.71
1648,-28.08
1647,-27.96
1646,-28.48
1645,-28.71
1644,-28.01
1643,-27.5
1642,-27.34
1641,-27.32
1640,-28.19
1639,-28.54
1638,-28.41
1637,-27.9
1636,-28.17
1635,-29.11
1634,-28.01
1633,-27.26
1632,-28.12
1631,-28.23
1630,-27.89
1629,-27.29
1628,-27.34
1627,-27.43
1626,-27.53
1625,-28.55
1624,-29.1
1623,-29
1622,-28.41
1621,-28.6
1620,-28.12
1619,-26.67
1618,-26.78
1617,-28.93
1616,-29.53
1615,-29.71
1614,-30.27
1613,-30.7
1612,-30.33
1611,-29.45
1610,-28.83
1609,-27.95
1608,-27.91
1607,-28.17
1606,-29.23
1605,-28.56
1604,-27.95
1603,-27.96
1602,-27.76
1601,-27.07
1600,-26.62
1599,-27.96
1598,-30.53
1597,-29.38
1596,-28.37
1595,-28.59
1594,-29.17
