year (AD),depth (cm),d18O (permil)
1962.08,11.5,-4.55
1959.62,12.5,-4.69
1956.89,13.5,-4.62
1953.41,14.5,-4.58
1949.66,15.5,-4.47
1946.53,16.5,-4.96
1943.91,17.5,-5.08
1941.63,18.5,-5.14
1940.03,19.5,-4.88
1939.95,20.5,-4.86
1938.42,21.5,-4.62
1937.57,22.5,-4.66
1936.72,23.5,-4.81
1935.57,24.5,-4.88
1933.42,25.5,-4.7
1930.03,26.5,-4.68
1926.9,27.5,-4.85
1923.24,28.5,-4.68
1919.92,29.5,-4.93
1917.24,30.5,-4.9
1914.32,31.5,-4.72
1910.87,32.5,-4.85
1907.35,33.5,-4.91
1904.7,34.5,-4.65
1902.7,35.5,-4.52
1900.19,36.5,-4.92
1897.09,37.5,-5.11
1893.83,38.5,-5.16
1890.5,39.5,-5.07
1887.31,40.5,-5.17
1884.59,41.5,-5.08
1882.11,42.5,-4.85
1879.16,43.5,-4.81
1875.83,44.5,-4.97
1869.61,45.5,-5.1
1864.91,46.5,-4.77
1860.63,47.5,-4.95
1855.57,48.5,-4.98
1850.05,49.5,-5.13
1846.97,50.5,-5.32
1843.41,51.5,-5
1838.69,52.5,-4.9
1833.73,53.5,-4.65
1829.84,54.5,-5.03
1826.89,55.5,-5
1824.31,56.5,-4.76
1821.93,57.5,-4.79
1819.12,58.5,-5.15
1816.08,59.5,-4.96
1813.62,60.5,-4.75
1811.54,61.5,-4.63
1809.41,62.5,-4.88
1807.24,63.5,-4.79
1804.66,64.5,-4.85
1801.68,65.5,-4.86
1799.44,66.5,-4.89
1797.92,67.5,-4.72
1796.41,68.5,-4.75
1794,69.5,-4.49
1791.71,70.5,-4.43
1789.41,71.5,-4.53
1787.12,72.5,-5.07
1784.83,73.5,-5.22
1782.54,74.5,-5.37
1780.24,75.5,-4.9
1777.95,76.5,-4.83
1775.66,77.5,-4.5
1773.37,78.5,-4.53
1771.07,79.5,-4.69
1768.78,80.5,-4.44
1766.49,81.5,-4.74
1764.2,82.5,-4.67
1761.9,83.5,-4.75
1759.61,84.5,-4.79
1757.32,85.5,-5.1
1755.02,86.5,-4.95
1752.73,87.5,-4.67
1750.44,88.5,-4.71
1748.15,89.5,-4.96
1745.85,90.5,-5.06
1743.56,91.5,-5.02
1741.27,92.5,-5.19
1738.98,93.5,-5.12
1736.68,94.5,-4.76
1734.39,95.5,-4.47
1732.1,96.5,-4.54
1729.8,97.5,-4.83
1727.51,98.5,-4.83
1725.22,99.5,-4.92
1722.93,100.5,-4.91
1720.63,101.5,-4.88
1718.34,102.5,-5.35
1716.05,103.5,-4.5
1713.76,104.5,-4.52
1711.46,105.5,-4.8
1709.17,106.5,-4.9
1706.88,107.5,-4.56
1704.59,108.5,-4.62
1702.29,109.5,-4.54
1700,110.5,-4.46
1697.71,111.5,-4.6
1695.41,112.5,-4.76
1693.12,113.5,-4.58
1690.83,114.5,-4.66
1688.54,115.5,-4.92
1180.91,11.5,-4.35
1144.55,21.5,-4.97
1108.18,31.5,-4.54
1071.82,41.5,-4.47
