year (AD),depth (cm),d18O (permil)
349,332,0.43
343,333,-1.69
327,335,-1.19
324,336,1.62
332,341.5,0.03
331,341.67,1.01
327,342.28,-0.62
294,346.02,0.95
287,347.33,-0.29
274,348.3,-5.28
29,379.51,-1.73
11,382.91,1.56
10,383.13,1.21
10,384.19,1.55
-215,399.56,0.91
-215,399.62,0.55
-217,399.84,-1.27
-218,400.11,-0.33
-219,400.39,1.48
-220,400.45,-0.58
-221,400.72,0.81
-222,400.93,1.14
-223,401.06,0.72
-225,401.19,0.99
-226,401.37,0.59
-227,401.5,0.17
-228,401.68,0.98
-229,401.79,1.15
-230,401.92,1.61
-231,402.07,0.5
-232,402.19,1.09
-235,402.33,0.19
-236,402.5,0.77
-237,402.7,-0.88
-239,403.17,0.43
-241,403.27,2.06
-243,403.34,1.91
-244,403.42,1.99
-246,403.52,1.59
-247,403.62,1.65
-252,404.08,0.63
-254,404.22,-1.37
-256,404.33,-1.86
-257,404.44,1.15
-290,409.07,4
-292,409.21,2.76
-302,410.2,2.7
-306,411.1,4.42
-326,415.1,0.04
-327,415.2,1.14
-328,415.3,0.62
-331,416,-0.7
-369,419.1,1.66
-371,419.2,1.68
-374,419.3,0.23
-426,425.1,1.62
-427,425.2,1.64
-429,425.3,0.97
-433,426.1,2.38
-434,426.2,1.97
-434,426.3,2.17
-435,426.4,2.31
-438,427.1,3.38
-439,427.2,2.5
-440,427.3,1.94
-444,428.1,2.47
-445,428.2,1.94
-450,429.1,1.11
-451,429.2,1.06
-451,429.3,0.71
-452,429.4,1.13
-452,429.5,0.69
-455,430.1,0.66
-460,431,-0.28
-474,435.1,1.24
-476,435.3,0.38
-490,437,-0.03
-496,438,-0.16
-501,439,-1.08
-506,440,0.13
-511,441,-0.34
-513,442,-0.12
-544,445.2,1.26
-546,445.4,-1.85
-550,446.1,1
-552,446.2,1.77
-551,446.3,1.1
-555,447.1,-0.14
-556,447.2,2.17
-558,448,1.91
-561,449,0.08
