year (AD),depth (m),d18O (permil)
40,250.084,-27.08
20,250.455,-27.21
0,250.818,-26.96
-20,251.176,-27.16
-40,251.53,-26.1
-60,251.879,-26.98
-80,252.222,-27.7
-100,252.558,-26.96
-120,252.887,-27.09
-140,253.21,-27.37
-160,253.527,-26.73
-180,253.839,-27.14
-200,254.145,-27.45
-220,254.447,-27.59
-240,254.744,-27.45
-260,255.037,-26.85
-280,255.33,-27.27
-300,255.624,-26.97
-320,255.918,-26.95
-340,256.211,-27.89
-360,256.503,-27.56
-380,256.794,-27.34
-400,257.083,-27.4
-420,257.371,-26.85
-440,257.655,-27.32
-460,257.937,-27.16
-480,258.216,-27.77
-500,258.491,-27.62
-520,258.762,-26.65
-540,259.028,-26.79
-560,259.29,-26.74
-580,259.546,-26.92
-600,259.797,-27.09
-620,260.041,-27.49
-640,260.28,-26.83
-660,260.511,-26.96
-680,260.735,-26.76
-700,260.951,-26.75
-720,261.159,-27.6
-740,261.359,-27.34
-760,261.55,-27.25
-780,261.734,-26.84
-800,261.911,-27.03
-820,262.083,-27.13
-840,262.248,-26.7
-860,262.41,-27.33
-880,262.567,-27.02
-900,262.722,-26.88
-920,262.874,-27.18
-940,263.025,-27.24
-960,263.175,-26.77
-980,263.325,-26.36
-1000,263.476,-27.04
-1020,263.628,-26.91
-1040,263.783,-26.7
-1060,263.941,-27.15
-1080,264.103,-26.95
-1100,264.267,-27.12
-1120,264.433,-26.97
-1140,264.601,-26.86
-1160,264.771,-27.36
-1180,264.943,-26.37
-1200,265.116,-26.82
-1220,265.29,-27.17
-1240,265.465,-27.14
-1260,265.642,-27.02
-1280,265.819,-26.59
-1300,265.998,-27.13
-1320,266.177,-26.74
-1340,266.356,-26.81
-1360,266.536,-26.93
-1380,266.716,-27.28
-1400,266.897,-26.63
-1420,267.077,-26.91
-1440,267.258,-26.95
-1460,267.438,-26.87
-1480,267.618,-26.6
-1500,267.797,-26.89
-1520,267.976,-27.17
-1540,268.154,-26.61
-1560,268.331,-26.79
-1580,268.508,-27.22
-1600,268.683,-26.44
-1620,268.857,-26.18
-1640,269.029,-26.39
-1660,269.2,-26.42
-1680,269.37,-26.62
-1700,269.538,-26.56
-1720,269.703,-26.61
-1740,269.867,-26.94
-1760,270.029,-26.78
-1780,270.188,-26.47
-1800,270.346,-27.2
-1820,270.5,-27.09
-1840,270.652,-26.82
-1860,270.801,-26.69
-1880,270.947,-26.5
-1900,271.091,-26.21
-1920,271.231,-26.69
-1940,271.368,-26.24
-1960,271.501,-26.76
-1980,271.631,-26.44
-2000,271.757,-26.44
-2020,271.88,-26.96
-2040,271.998,-27.02
-2060,272.113,-26.66
-2080,272.225,-26.66
-2100,272.336,-26.51
-2120,272.445,-27.07
-2140,272.552,-26.69
-2160,272.658,-26.42
-2180,272.761,-26.4
-2200,272.863,-26.67
-2220,272.964,-26.68
-2240,273.062,-26.69
-2260,273.16,-27.01
-2280,273.255,-26.56
-2300,273.35,-26.84
-2320,273.443,-26.95
-2340,273.534,-26.98
-2360,273.625,-26.51
-2380,273.714,-26.51
-2400,273.802,-26.04
-2420,273.888,-26.4
-2440,273.974,-26.71
-2460,274.059,-26.53
-2480,274.142,-26.02
-2500,274.224,-26.84
-2520,274.306,-26.56
-2540,274.387,-27.01
-2560,274.466,-26.93
-2580,274.545,-26.52
-2600,274.624,-26.15
-2620,274.701,-26.46
-2640,274.778,-26.7
-2660,274.854,-26.93
-2680,274.93,-27.15
-2700,275.005,-26.67
-2720,275.08,-26.92
-2740,275.154,-26.52
-2760,275.228,-26.79
-2780,275.301,-27.09
-2800,275.373,-26.94
-2820,275.445,-26.16
-2840,275.517,-26.55
-2860,275.587,-26.73
-2880,275.657,-26.33
-2900,275.726,-26.47
-2920,275.794,-26.33
-2940,275.861,-26.45
-2960,275.927,-27
-2980,275.992,-26.36
-3000,276.056,-26.77
-3020,276.119,-26.72
-3040,276.181,-26.33
-3060,276.242,-26.53
-3080,276.301,-25.68
-3100,276.359,-26.95
-3120,276.416,-26.86
-3140,276.471,-26.45
-3160,276.525,-26.41
-3180,276.577,-26.26
-3200,276.628,-26.37
-3220,276.677,-26.49
-3240,276.724,-26.62
-3260,276.768,-26.63
-3280,276.81,-26.48
-3300,276.851,-26.41
-3320,276.89,-25.83
-3340,276.928,-25.85
-3360,276.966,-26.34
-3380,277.003,-26.64
-3400,277.041,-26.9
-3420,277.08,-26.75
-3440,277.12,-27
-3460,277.161,-26.76
-3480,277.204,-26.93
-3500,277.25,-26.72
-3520,277.297,-26.59
-3540,277.346,-26.88
-3560,277.395,-26.27
-3580,277.446,-26.56
-3600,277.497,-26.91
-3620,277.547,-27.13
-3640,277.598,-26.66
-3660,277.648,-26.51
-3680,277.697,-26.47
-3700,277.745,-26.33
-3720,277.792,-26.61
-3740,277.837,-26.48
-3760,277.88,-26.65
-3780,277.924,-26.32
-3800,277.967,-26.61
-3820,278.01,-26.28
-3840,278.052,-26.73
-3860,278.093,-26.5
-3880,278.133,-26.41
-3900,278.173,-26.13
-3920,278.212,-26.91
-3940,278.249,-26.83
-3960,278.285,-26.72
-3980,278.32,-26.59
-4000,278.353,-26.42
-4020,278.386,-26.47
-4040,278.417,-26.33
-4060,278.448,-25.95
-4080,278.478,-26.18
-4100,278.507,-25.99
-4120,278.535,-26.6
-4140,278.563,-26.89
-4160,278.59,-26.74
-4180,278.617,-26.5
-4200,278.643,-26.74
-4220,278.668,-27.01
-4240,278.693,-26.53
-4260,278.717,-26.44
-4280,278.741,-25.98
-4300,278.765,-26.23
-4320,278.788,-26.48
-4340,278.81,-26.43
-4360,278.833,-26.19
-4380,278.855,-25.81
-4400,278.877,-26.1
-4420,278.898,-26.17
-4440,278.919,-26.16
-4460,278.941,-26.34
-4480,278.962,-26.56
-4500,278.982,-26.51
-4520,279.003,-26.1
-4540,279.024,-25.62
-4560,279.045,-25.86
-4580,279.065,-26.01
-4600,279.086,-26.09
-4620,279.107,-26.34
-4640,279.128,-26.76
-4660,279.149,-26.62
-4680,279.171,-26.54
-4700,279.192,-26.58
-4720,279.214,-26.58
-4740,279.236,-26.37
-4760,279.258,-26.2
-4780,279.281,-26.29
-4800,279.304,-26.5
-4820,279.327,-27.03
-4840,279.351,-26.2
-4860,279.376,-26.03
-4880,279.401,-26.31
-4900,279.426,-26.49
-4920,279.452,-26.16
-4940,279.478,-26.48
-4960,279.505,-26.34
-4980,279.533,-26.12
-5000,279.562,-26.15
-5020,279.591,-26.21
-5040,279.621,-26.23
-5060,279.651,-26.43
-5080,279.683,-26.46
-5100,279.715,-26.23
-5120,279.748,-25.95
-5140,279.783,-26.78
-5160,279.818,-26.46
-5180,279.854,-26.23
-5200,279.891,-26.02
-5220,279.929,-26.57
-5240,279.968,-25.85
-5260,280.009,-26.05
-5280,280.055,-26.2
-5300,280.105,-26.48
-5320,280.159,-26.46
-5340,280.217,-26.03
-5360,280.277,-26.23
-5380,280.341,-26.07
-5400,280.407,-26.42
-5420,280.474,-26.16
-5440,280.544,-25.82
-5460,280.614,-26.13
-5480,280.685,-26.19
-5500,280.757,-26.16
-5520,280.829,-26.14
-5540,280.9,-25.92
-5560,280.97,-26.33
-5580,281.039,-26.13
-5600,281.107,-26.03
-5620,281.172,-26.36
-5640,281.236,-26.44
-5660,281.297,-25.56
-5680,281.358,-26.01
-5700,281.418,-25.88
-5720,281.478,-25.84
-5740,281.538,-25.75
-5760,281.598,-25.91
-5780,281.658,-25.7
-5800,281.719,-25.82
-5820,281.781,-25.94
-5840,281.843,-26
-5860,281.908,-25.89
-5880,281.973,-25.64
-5900,282.039,-25.68
-5920,282.105,-25.48
-5940,282.17,-25.81
-5960,282.235,-25.87
-5980,282.3,-25.95
-6000,282.366,-25.3
-6020,282.433,-25.74
-6040,282.501,-25.45
-6060,282.57,-25.61
-6080,282.64,-25.75
-6100,282.713,-25.55
-6120,282.788,-26.27
-6140,282.865,-26.08
-6160,282.945,-26.27
-6180,283.028,-26.67
-6200,283.115,-26.95
-6220,283.205,-27.31
-6240,283.299,-27.68
-6260,283.402,-26.44
-6280,283.514,-26.29
-6300,283.634,-26.17
-6320,283.76,-26.06
-6340,283.892,-26
-6360,284.027,-25.71
-6380,284.164,-25.94
-6400,284.302,-25.65
-6420,284.439,-25.81
-6440,284.573,-25.86
-6460,284.706,-26.14
-6480,284.838,-26.31
-6500,284.972,-25.86
-6520,285.108,-26.33
-6540,285.248,-26.05
-6560,285.393,-26.43
-6580,285.544,-26.3
-6600,285.705,-26.25
-6620,285.876,-26.1
-6640,286.053,-26.04
-6660,286.235,-25.7
-6680,286.417,-26.11
-6700,286.598,-26.06
-6720,286.777,-25.9
-6740,286.956,-25.89
-6760,287.135,-26.21
-6780,287.314,-25.86
-6800,287.493,-25.71
-6820,287.673,-25
-6840,287.854,-25.8
-6860,288.035,-25.7
-6880,288.217,-25.42
-6900,288.399,-25.89
-6920,288.583,-25.34
-6940,288.768,-25.75
-6960,288.954,-26.05
-6980,289.142,-25.98
-7000,289.331,-25.93
-7020,289.522,-25.54
-7040,289.714,-25.96
-7060,289.909,-25.65
-7080,290.115,-26.14
-7100,290.33,-25.48
-7120,290.544,-25.79
-7140,290.75,-25.41
-7160,290.939,-25.34
-7180,291.103,-25.86
-7200,291.244,-25.87
-7220,291.383,-25.07
-7240,291.539,-25.46
-7260,291.716,-25.25
-7280,291.906,-26.18
-7300,292.107,-26.62
-7320,292.317,-25.9
-7340,292.536,-25.82
-7360,292.762,-25.7
-7380,292.993,-25.65
-7400,293.228,-25.5
-7420,293.465,-25.78
-7440,293.702,-25.5
-7460,293.939,-25.18
-7480,294.174,-25.72
-7500,294.405,-25.77
-7520,294.631,-25.68
-7540,294.851,-25.96
-7560,295.067,-25.67
-7580,295.284,-25.44
-7600,295.5,-26.15
-7620,295.717,-25.39
-7640,295.934,-25.95
-7660,296.151,-26.25
-7680,296.368,-25.65
-7700,296.584,-25.72
-7720,296.8,-25.13
-7740,297.016,-25.3
-7760,297.231,-25.72
-7780,297.446,-25.96
-7800,297.659,-25.33
-7820,297.872,-25.78
-7840,298.084,-26.26
-7860,298.296,-25.49
-7880,298.506,-25.9
-7900,298.714,-25.93
-7920,298.922,-26.05
-7940,299.128,-25.68
-7960,299.333,-26.26
-7980,299.536,-25.45
-8000,299.737,-26.41
-8020,299.937,-25.88
-8040,300.135,-25.77
-8060,300.331,-25.93
-8080,300.528,-26.29
-8100,300.731,-26.12
-8120,300.938,-25.92
-8140,301.146,-26.39
-8160,301.355,-26.33
-8180,301.563,-26.54
-8200,301.767,-26.62
-8220,301.967,-26.37
-8240,302.159,-26.15
-8260,302.343,-26.2
-8280,302.516,-26.52
-8300,302.677,-26.24
-8320,302.825,-26.51
-8340,302.956,-26.82
-8360,303.071,-26.66
-8380,303.169,-26.78
-8400,303.257,-26.75
-8420,303.337,-27.15
-8440,303.411,-26.27
-8460,303.483,-26.79
-8480,303.555,-26.54
-8500,303.629,-26.04
-8520,303.704,-26.2
-8540,303.777,-26.59
-8560,303.851,-27.18
-8580,303.924,-26.69
-8600,303.997,-26.44
-8620,304.069,-26.47
-8640,304.141,-26.64
-8660,304.213,-26.32
-8680,304.284,-26.5
-8700,304.354,-26.62
-8720,304.424,-26.77
-8740,304.493,-27.02
-8760,304.562,-26.8
-8780,304.63,-26.64
-8800,304.697,-27.14
-8820,304.763,-26.9
-8840,304.829,-26.76
-8860,304.894,-27.26
-8880,304.958,-27.3
-8900,305.021,-27.1
-8920,305.084,-27.07
-8940,305.145,-27.38
-8960,305.206,-27.06
-8980,305.265,-27.43
-9000,305.323,-27.35
-9020,305.381,-27.66
-9040,305.437,-27.72
-9060,305.492,-27.47
-9080,305.546,-27.28
-9100,305.599,-27.21
-9120,305.652,-27.2
-9140,305.705,-27.36
-9160,305.756,-27.77
-9180,305.807,-27.42
-9200,305.856,-27.64
-9220,305.903,-27.52
-9240,305.947,-27.33
-9260,305.988,-27.42
-9280,306.026,-27.53
-9300,306.061,-27.72
-9320,306.091,-27.57
-9340,306.119,-27.32
-9360,306.144,-27.85
-9380,306.168,-28.7
-9400,306.19,-29.13
-9420,306.211,-29.18
-9440,306.232,-29.04
-9460,306.252,-28.85
-9480,306.272,-28.76
-9500,306.292,-28.49
-9520,306.313,-28.38
-9540,306.335,-28.11
-9560,306.358,-27.88
-9580,306.383,-27.96
-9600,306.408,-27.76
-9620,306.435,-27.56
-9640,306.462,-27.48
-9660,306.489,-27.61
-9680,306.517,-28.35
-9700,306.546,-29.28
-9740,306.575,-30.12
-9778,306.6,-30.7
-9815,306.625,-30.57
-9852,306.65,-30.43
-9889,306.675,-30.38
-9927,306.7,-30.4
-9964,306.725,-29.98
-10001,306.75,-30.45
-10039,306.775,-30.62
-10076,306.8,-30.12
-10113,306.825,-30.13
-10150,306.85,-30.47
-10188,306.875,-30.36
-10225,306.9,-30.27
-10262,306.925,-30.53
-10299,306.95,-30.69
-10337,306.975,-30.48
-10374,307,-30.66
-10411,307.025,-30.79
-10449,307.05,-30.58
-10486,307.075,-30.65
-10523,307.1,-30.58
-10560,307.125,-30.57
-10598,307.15,-31
-10635,307.175,-30.94
-10672,307.2,-31.08
-10710,307.225,-31.09
-10747,307.25,-30.94
-10784,307.275,-30.85
-10821,307.3,-30.56
-10859,307.325,-29.95
-10896,307.35,-29.4
-10942,307.375,-28.92
-10988,307.4,-28.9
-11034,307.425,-29.38
-11080,307.45,-29.64
-11126,307.475,-30.24
-11172,307.5,-30.39
-11218,307.525,-30.73
-11264,307.55,-30.73
-11310,307.575,-30.05
-11357,307.6,-29.18
-11403,307.625,-29.03
-11449,307.65,-28.66
-11495,307.675,-28.53
-11541,307.7,-28.54
-11587,307.725,-28.48
-11633,307.75,-28.49
-11679,307.775,-29.3
-11725,307.8,-29.79
-11771,307.825,-28.86
-11817,307.85,-28.43
-11863,307.875,-28.34
-11909,307.9,-28.42
-11955,307.925,-29.2
-12001,307.95,-30.03
-12047,307.975,-29.42
-12093,308,-29
-12139,308.025,-28.59
-12185,308.05,-28.27
-12231,308.075,-27.9
-12278,308.1,-28.11
-12324,308.125,-28.21
-12370,308.15,-28.12
-12416,308.175,-28.2
-12462,308.2,-28.3
-12508,308.225,-28.01
-12554,308.25,-28.06
-12600,308.275,-28.18
-12646,308.3,-28.48
-12692,308.325,-29.3
-12826,308.35,-30.38
-12960,308.375,-30.75
-13094,308.4,-30.6
-13228,308.425,-30.65
-13361,308.45,-30.59
-13495,308.475,-30.67
-13629,308.5,-30.93
-13763,308.525,-30.9
-13897,308.55,-31.09
-14031,308.575,-31.05
-14165,308.6,-31.13
-14299,308.625,-31.34
-14432,308.65,-31.29
-14566,308.675,-31.18
-14700,308.7,-31.29
-14834,308.725,-31.04
-14968,308.75,-30.96
-15102,308.775,-31.14
-15236,308.8,-31.28
-15369,308.825,-31.39
-15503,308.85,-31.26
-15637,308.875,-31.29
-15771,308.9,-31.01
-15905,308.925,-30.62
-16039,308.95,-30.43
-16173,308.975,-30.95
-16307,309,-30.96
-16441,309.025,-30.97
-16574,309.05,-31.02
-16708,309.075,-30.69
-16842,309.1,-30.97
-16976,309.125,-31.05
-17110,309.15,-31.21
-17244,309.175,-31.34
-17378,309.2,-30.68
-17512,309.225,-30.65
-17645,309.25,-31.19
-17779,309.275,-31.16
-17913,309.3,-30.88
-18047,309.325,-30.93
-18181,309.35,-30.7
-18315,309.375,-30.46
-18449,309.4,-30.73
-18583,309.425,-30.72
-18716,309.45,-30.83
-18850,309.475,-31.21
-18984,309.5,-31.46
-19118,309.525,-31.44
-19252,309.55,-31.21
-19386,309.575,-31.25
-19520,309.6,-31.25
-19653,309.625,-31.49
-19787,309.65,-31.82
-19921,309.675,-31.89
-20055,309.7,-31.56
-20189,309.725,-31.5
-20323,309.75,-31.6
-20457,309.775,-31.34
-20591,309.8,-31.27
-20724,309.825,-31.42
-20858,309.85,-31.16
-20992,309.875,-30.79
-21126,309.9,-31.28
-21260,309.925,-31.46
-21300,309.95,-30.47
-21340,309.975,-30.4
-21490,310,-31.68
-21640,310.025,-32.46
-21790,310.05,-32.33
-21940,310.075,-32
-22090,310.1,-31.62
-22240,310.125,-31.71
-22390,310.15,-31.83
-22540,310.175,-31.94
-22690,310.2,-32
-22840,310.225,-31.92
-22990,310.25,-31.72
-23140,310.275,-31.77
-23290,310.3,-32.21
-23440,310.325,-32.37
-23590,310.35,-32.5
-23740,310.375,-32.4
-23890,310.4,-32.02
-24040,310.425,-32.13
-24190,310.45,-32.05
-24340,310.475,-31.93
-24490,310.5,-32.25
-24640,310.525,-32.1
-24790,310.55,-32.02
-24940,310.575,-31.92
-25090,310.6,-31.99
-25240,310.625,-32
-25390,310.65,-32.09
-25540,310.675,-31.63
-25620,310.7,-30.82
-25700,310.725,-30.25
-25780,310.75,-30.72
-25985,310.775,-31.74
-26190,310.8,-32.25
-26395,310.825,-32.28
-26600,310.85,-31.78
-26700,310.875,-30.65
-26800,310.9,-31.18
-26900,310.925,-31.18
-27216,310.95,-31.98
-27532,310.975,-32.25
-27848,311,-32.4
-28164,311.025,-32.3
-28480,311.05,-32.33
-28796,311.075,-32.03
-29112,311.1,-31.67
-29428,311.125,-31.93
-29744,311.15,-31.76
-30060,311.175,-31.67
-30170,311.2,-31.08
-30280,311.225,-30.37
-30390,311.25,-30.04
-30500,311.275,-30.5
-30793,311.3,-31.47
-31087,311.325,-31.84
-31380,311.35,-31.65
-31470,311.375,-30.93
-31560,311.4,-30.2
-31650,311.425,-29.99
-31740,311.45,-30.66
-32080,311.475,-31.31
-32420,311.5,-31.44
-32760,311.525,-30.99
-32940,311.55,-30.18
-33120,311.575,-29.83
-33300,311.6,-29.64
-33480,311.625,-30.26
-33770,311.65,-31.31
-34060,311.675,-31.39
-34350,311.7,-31.39
-34640,311.725,-30.97
-34798,311.75,-30.54
-34956,311.775,-30.15
-35114,311.8,-29.68
-35272,311.825,-29.43
-35430,311.85,-29.25
-35588,311.875,-29.31
-35746,311.9,-29.32
-35904,311.925,-29.33
-36062,311.95,-29.26
-36220,311.975,-30.19
-36416,312,-31.19
-36611,312.025,-31.38
-36807,312.05,-31.48
-37002,312.075,-31.6
-37198,312.1,-31.8
-37393,312.125,-31.73
-37589,312.15,-31.61
-37784,312.175,-31.52
-37980,312.2,-31.4
-38070,312.225,-30.66
-38160,312.25,-30.36
-38277,312.275,-30.8
-38394,312.3,-31.07
-38511,312.325,-31.16
-38629,312.35,-31.04
-38746,312.375,-31.05
-38863,312.4,-31.2
-38980,312.425,-30.9
-39060,312.45,-30.3
-39140,312.475,-29.82
-39220,312.5,-29.78
-39300,312.525,-29.45
-39380,312.55,-29.19
-39460,312.575,-29.66
-39597,312.6,-30.84
-39733,312.625,-31.35
-39870,312.65,-31.57
-40007,312.675,-31.63
-40143,312.7,-31.62
-40280,312.725,-31.4
-40376,312.75,-30.79
-40473,312.775,-30.62
-40569,312.8,-30.65
-40665,312.825,-30.28
-40762,312.85,-29.7
-40858,312.875,-29.48
-40955,312.9,-29.31
-41051,312.925,-29.3
-41147,312.95,-29.48
-41244,312.975,-29.81
-41340,313,-30.57
-41600,313.025,-31.55
-41860,313.05,-31.44
-42120,313.075,-31.56
-42380,313.1,-31.31
-42526,313.125,-30.44
-42672,313.15,-29.86
-42818,313.175,-29.99
-42964,313.2,-30.3
-43109,313.225,-30.33
-43255,313.25,-30.46
-43401,313.275,-30.06
-43547,313.3,-29.84
-43693,313.325,-29.54
-43839,313.35,-29.27
-43985,313.375,-29.19
-44131,313.4,-29.03
-44276,313.425,-28.88
-44422,313.45,-28.85
-44568,313.475,-28.8
-44714,313.5,-29.6
-44860,313.525,-30.41
-45156,313.55,-31.29
-45452,313.575,-31.4
-45748,313.6,-31.25
-46044,313.625,-31.4
-46340,313.65,-31.14
-46458,313.675,-30.66
-46575,313.7,-30.4
-46693,313.725,-30.09
-46810,313.75,-29.8
-46928,313.775,-29.63
-47045,313.8,-29.55
-47163,313.825,-29.25
-47280,313.85,-29.32
-47450,313.875,-30.05
-47620,313.9,-30.46
-47759,313.925,-30.11
-47899,313.95,-30.09
-48038,313.975,-29.92
-48178,314,-29.86
-48317,314.025,-30.08
-48456,314.05,-30.06
-48596,314.075,-29.91
-48735,314.1,-30
-48875,314.125,-30.09
-49014,314.15,-29.99
-49153,314.175,-29.97
-49293,314.2,-30.14
-49432,314.225,-30.19
-49572,314.25,-30
-49711,314.275,-30.01
-49850,314.3,-30.1
-49990,314.325,-30.01
-50129,314.35,-29.92
-50268,314.375,-29.86
-50408,314.4,-29.83
-50547,314.425,-29.78
-50687,314.45,-29.61
-50826,314.475,-29.37
-50965,314.5,-28.98
-51105,314.525,-28.83
-51244,314.55,-28.99
-51384,314.575,-29.14
-51523,314.6,-28.95
-51662,314.625,-28.87
-51802,314.65,-28.84
-51941,314.675,-28.86
-52081,314.7,-28.98
-52220,314.725,-29.73
-52830,314.75,-30.5
-53440,314.775,-30.59
-53560,314.8,-29.88
-53680,314.825,-29.42
-53800,314.85,-30.09
-54140,314.875,-31.05
-54480,314.9,-31.04
-54644,314.925,-30.56
-54807,314.95,-30.11
-54971,314.975,-30.06
-55135,315,-30.02
-55298,315.025,-29.9
-55462,315.05,-29.86
-55625,315.075,-29.94
-55789,315.1,-29.82
-55953,315.125,-29.81
-56116,315.15,-30.18
-56280,315.175,-30.52
-56365,315.2,-31.34
-56450,315.225,-31.79
-56535,315.25,-31.63
-56620,315.275,-31.13
-56697,315.3,-30.43
-56773,315.325,-29.78
-56850,315.35,-29.49
-56927,315.375,-29.02
-57003,315.4,-28.92
-57080,315.425,-29.77
-57140,315.45,-30.99
-57200,315.475,-31.65
-57260,315.5,-31.8
-57320,315.525,-30.74
-57360,315.55,-29.34
-57400,315.575,-29
-57440,315.6,-29.97
