year (AD),depth (cm),d18O (permil)
2003,0,-8.23
2002,0.1,-8.19
2001,0.1,-8.15
2000,0.3,-8.02
1999,0.3,-7.98
1998,0.4,-7.95
1997,0.5,-8.13
1996,0.6,-8.09
1995,0.6,-8.06
1994,0.7,-8.07
1993,0.8,-8.08
1992,0.9,-8.23
1991,1,-8.23
1990,1,-8.23
1989,1.2,-7.92
1988,1.3,-8.4
1987,1.5,-8.51
1986,1.7,-8.18
1985,1.8,-8.32
1984,1.9,-8.34
1983,2,-8.37
1982,2.2,-8.22
1981,2.3,-8.25
1980,2.5,-8.31
1979,2.7,-8.19
1978,2.8,-8.17
1977,3,-8.21
1976,3.1,-8.29
1975,3.2,-8.39
1974,3.3,-8.15
1972,3.7,-8.09
1971,3.8,-8.12
1970,4,-8.25
1969,4.2,-8.15
1968,4.3,-8.21
1967,4.4,-8.28
1966,4.5,-8.33
1965,4.7,-8.07
1964,4.8,-8.32
1963,5,-8.21
1962,5.2,-8.29
1961,5.3,-8.36
1960,5.5,-8.25
1959,5.7,-8.37
1958,5.8,-8.27
1957,6,-8.13
1956,6.1,-8.15
1955,6.2,-8.17
1954,6.3,-8.23
1953,6.5,-8.28
1952,6.7,-8.31
1951,6.8,-8.58
1950,7,-8.3
1949,7.2,-8.37
1948,7.3,-8.4
1947,7.5,-8.01
1946,7.7,-8.19
1945,7.8,-8.12
1943,8,-8.05
1942,8.2,-8.21
1941,8.3,-8.17
1939,8.5,-7.91
1938,8.7,-8.1
1936,8.8,-7.9
1935,9,-7.8
1933,9.2,-8.03
1932,9.3,-8.18
1930,9.5,-8.06
1929,9.7,-8.24
1927,9.8,-8.2
1926,10,-8.02
1924,10.2,-8.06
1923,10.3,-8.3
1921,10.5,-8.09
1920,10.7,-8.08
1918,10.8,-8.15
1917,11,-8.46
1915,11.2,-8.18
1914,11.3,-8.24
1912,11.5,-8.22
1911,11.7,-8.21
1909,11.8,-8.21
1908,12,-8.18
1906,12.2,-8.03
1904,12.3,-8.25
1903,12.5,-8.26
1901,12.7,-8.12
1900,12.8,-8.35
1898,13,-8.19
1897,13.2,-8.31
1895,13.3,-8.49
1894,13.5,-8.5
1892,13.7,-8.47
1890,13.8,-8.33
1888,14,-8.4
1887,14.2,-8.19
1885,14.3,-8.31
1883,14.5,-8.24
1881,14.7,-8.31
1880,14.8,-8.41
1878,15,-8.21
1876,15.2,-8.25
1874,15.3,-8.17
1873,15.5,-8.16
1871,15.7,-8.16
1869,15.8,-8.11
1868,16,-8.1
1864,16.2,-8
1860,16.3,-8.03
1856,16.5,-7.92
1852,16.7,-7.86
1848,16.8,-8.09
1844,17,-8.04
1840,17.2,-7.95
1836,17.3,-8
1833,17.5,-8.39
1831,17.5,-8.3
1828,17.7,-8.03
1824,17.8,-7.96
1820,18,-8.1
1816,18.2,-7.94
1812,18.3,-8.01
1808,18.5,-7.87
1804,18.7,-7.88
1800,18.8,-8.29
1796,19,-8.1
1792,19.2,-7.92
1789,19.3,-8.11
1785,19.5,-7.89
1781,19.7,-7.85
1777,19.8,-7.99
1773,20,-7.94
1769,20.2,-7.99
1765,20.3,-8.04
1761,20.5,-7.96
1757,20.7,-7.97
1753,20.8,-8.01
1749,21,-7.88
1745,21.2,-8
1741,21.3,-7.98
1737,21.5,-8.01
1733,21.7,-8.04
1729,21.8,-7.99
1725,22,-7.99
1721,22.2,-8.05
1717,22.3,-7.96
1713,22.5,-8.02
1708,22.7,-7.75
1705,22.9,-8.23
1703,23,-8.17
1700,23.1,-7.85
1696,23.3,-7.89
1691,23.5,-7.98
1687,23.7,-8.13
1684,23.9,-8.02
1681,24,-7.99
1679,24.1,-7.72
1675,24.3,-7.68
1670,24.5,-7.78
1666,24.7,-7.69
1662,24.9,-7.87
1659,25.1,-7.97
1655,25.3,-7.92
1652,25.4,-7.94
1648,25.6,-7.71
1645,25.8,-7.74
1644,25.8,-8.06
1641,25.9,-7.77
1637,26.1,-7.94
1636,26.2,-8.13
1634,26.3,-7.77
1631,26.4,-7.67
1630,26.5,-7.99
1627,26.6,-7.56
1624,26.8,-7.58
1620,27,-8.08
1617,27.1,-7.5
1613,27.3,-7.55
1610,27.4,-7.7
1606,27.6,-7.79
1603,27.8,-7.73
1599,27.9,-7.73
1595,28.1,-7.69
1591,28.3,-7.61
1588,28.4,-7.84
1584,28.6,-7.63
1580,28.8,-7.88
1576,28.9,-8.01
1572,29.1,-8.18
1568,29.3,-8.16
1564,29.4,-7.8
1561,29.6,-8.01
1557,29.8,-7.98
1553,29.9,-7.78
1548,30.1,-8.34
1544,30.3,-8.13
1541,30.4,-7.69
1538,30.6,-7.77
1534,30.8,-7.71
1530,30.9,-7.76
1526,31.1,-8.05
1524,31.2,-8.05
1522,31.3,-7.87
1518,31.4,-7.81
1514,31.6,-7.87
1511,31.8,-7.99
1507,31.9,-7.93
1505,32,-8.16
1502,32.1,-8.01
1499,32.3,-7.74
1495,32.4,-7.59
1491,32.6,-7.65
1488,32.8,-7.72
1486,32.8,-7.9
1484,32.9,-7.71
1481,33.1,-8.34
1480,33.1,-7.85
1476,33.3,-7.99
1472,33.4,-8.21
1468,33.6,-7.7
1467,33.7,-8.03
1464,33.8,-7.94
1461,33.9,-8.03
1457,34.1,-7.95
1453,34.3,-8.27
