year (AD),d18O (permil)
1996,-41.26
1995,-41.34
1994,-40.24
1993,-45.66
1992,-45.37
1991,-44.34
1990,-41.32
1989,-45.38
1988,-42.02
1987,-45.85
1986,-45.61
1985,-46.57
1984,-48.6
1983,-47.54
1982,-44.95
1981,-43.44
1980,-41.34
1979,-40.02
1978,NA
1977,-43.24
1976,-45.37
1975,-45.17
1974,-45.39
1973,-44.65
1972,-44.21
1971,-45.5
1970,-46.27
1969,-45.53
1968,-43.31
1967,-44.31
1966,-42.83
1965,-41.25
1964,-44.34
1963,-45.04
1962,-44.85
1961,-44.59
1960,-43.87
1959,-45.64
1958,-45.23
1957,-45.13
1956,-45.59
1955,-44.58
1954,-45.35
1953,-47.38
1952,-47.55
1951,-44.61
1950,-43.88
1949,-44.63
1948,-44.63
1947,-46.41
1946,-44.7
1945,-44.8
1944,-44.95
1943,-44.07
1942,-43.21
1941,-44.97
1940,-46.84
1939,-45.8
1938,-44.98
1937,-45.02
1936,-44.99
1935,-46.32
1934,-46.32
1933,-44.73
1932,-44.23
1931,-43.69
1930,-44.31
1929,-45.06
1928,-44.08
1927,-41.81
1926,-42.38
1925,-42.37
1924,-44.31
1923,-43.91
1922,-45.05
1921,-45.18
1920,-44.2
1919,-44.07
1918,-43.6
1917,-44.3
1916,-44.02
1915,-45.09
1914,-45.24
1913,-46.71
1912,-43.92
1911,-43.26
1910,-45.59
1909,-45.35
1908,-44.06
