year (AD),depth (cm),d18O (permil)
1823,60,-5.083657116
1766,61,-3.550875732
1709,62,-4.79875435
1654,63,-6.241938269
1599,64,-7.068616944
1544,65,-6.542361093
1491,66,-7.090438319
1438,67,-7.292778027
1386,68,-6.747137969
1334,69,-6.471914425
1283,70,-6.491332967
1233,71,-5.872800649
1183,72,-5.967013578
1134,73,-5.892324039
1086,74,-5.691730208
1039,75,-6.068175244
992,76,-7.311264366
945,77,-7.324221419
899,78,-8.049281172
854,79,-8.083274527
810,80,-8.201559854
766,81,-7.109651332
723,82,-6.758629699
680,83,-6.879903259
638,84,-6.575311681
596,85,-5.822463701
555,86,-5.240898823
515,87,-5.872207603
475,88,-6.597056354
435,89,-6.876465694
396,90,-6.737298664
358,91,-7.498233283
320,92,-6.065190538
283,93,-5.838965171
246,94,-6.171122832
210,95,-5.966515637
175,96,-5.81110717
139,97,-5.591580141
105,98,-5.369201599
70,99,-5.333212173
37,100,-6.06049977
3,101,-5.925502014
-29,102,-6.151624262
-62,103,-5.715707002
-93,104,-5.607059563
-125,105,-5.776929546
-156,106,-6.016298724
-186,107,-5.816003035
-216,108,-6.384161685
-246,109,-6.936041622
-275,110,-6.997026484
-304,111,-6.754095587
-332,112,-7.241072394
-360,113,-7.678642086
-388,114,-8.121557141
-415,115,-7.776597846
-442,116,-5.75439465
-468,117,-6.135360616
-494,118,-6.574729656
-519,119,-6.257129142
-545,120,-6.369835775
-569,121,-7.277957655
-594,122,-8.18911763
-618,123,-8.633505556
-642,124,-8.621690358
-665,125,-7.341400582
-688,126,-6.920036805
-711,127,-8.631297798
-733,128,-8.647671027
-755,129,-7.590564776
-777,130,-6.101738143
-798,131,-6.129681807
-819,132,-6.2981304
-840,133,-5.788678842
-860,134,-5.347857046
-880,135,-5.014079936
-900,136,-5.450363638
-919,137,-6.089421862
-938,138,-5.973547881
-957,139,-5.713251626
-976,140,-5.811609373
-994,141,-5.266500857
-1012,142,-5.508290697
-1030,143,-4.993238194
-1047,144,-4.515550533
-1065,145,-4.884295146
-1082,146,-4.497194465
-1098,147,-5.006573747
-1115,148,-5.637894803
-1131,149,-5.462901863
-1147,150,-6.484966188
-1162,151,-6.658041297
-1178,152,-6.185076316
-1193,153,-6.355659062
-1208,154,-6.848614679
-1223,155,-6.398263554
-1237,156,-6.58795243
-1252,157,-6.147699539
-1266,158,-7.82469293
-1280,159,-7.776562385
-1293,160,-7.902389328
-1307,161,-7.331404503
-1320,162,-8.142019821
-1333,163,-8.274302368
-1346,164,-8.653613282
-1359,165,-8.255475185
-1371,166,-8.035255982
-1383,167,-8.389314982
-1396,168,-8.433573988
-1408,169,-8.695913695
-1419,170,-9.768764185
-1431,171,-9.703273262
-1442,172,-9.382111659
-1454,173,-9.337072672
-1465,174,-8.72773662
-1476,175,-9.397580336
-1486,176,-9.867833049
-1497,177,-8.950699284
-1507,178,-8.049034018
-1518,179,-7.474691668
-1528,180,-6.702793876
-1538,181,-7.127300817
-1548,182,-7.513054486
-1557,183,-7.542926066
-1567,184,-7.447691668
-1577,185,-7.2757449
-1586,186,-6.832007707
-1595,187,-7.608540091
-1604,188,-6.708618694
-1613,189,-6.947687957
-1622,190,-7.131937008
-1631,191,-7.522350761
-1639,192,-7.569473367
-1648,193,-8.101296202
-1656,194,-8.004120661
-1665,195,-7.868273967
-1673,196,-7.868449042
-1681,197,-7.69193509
-1689,198,-8.138672437
-1697,199,-8.459666725
-1705,200,-8.498541852
-1713,201,-8.909584919
-1720,202,-8.961392303
-1728,203,-8.92729638
-1735,204,-9.484969489
-1743,205,-8.834162108
-1750,206,-8.235395232
-1757,207,-8.404352031
-1764,208,-7.164555033
-1771,209,-7.393482787
-1778,210,-9.013756027
-1785,211,-8.879268033
-1792,212,-9.225703263
-1799,213,-9.020273436
-1806,214,-9.749391451
-1813,215,-8.197768316
-1819,216,-7.948244345
-1826,217,-7.680829574
-1832,218,-7.800793249
-1839,219,-8.130165498
-1845,220,-8.757213129
-1852,221,-9.178711531
-1858,222,-9.300631722
-1864,223,-7.626965433
-1870,224,-8.020513517
-1877,225,-7.886329661
-1883,226,-7.061843088
-1889,227,-5.656817649
-1895,228,-5.126765447
-1901,229,-3.100242671
-1907,230,-3.37638221
-1913,231,-5.778854808
-1919,232,-4.672438134
-1925,233,-4.501328586
-1931,234,-5.659372994
-1937,235,-3.765843724
-1943,236,-4.237103725
-1948,237,-5.516132985
-1954,238,-6.492077979
-1960,239,-6.813907871
-1966,240,-5.894237921
-1972,241,-6.8446949010000004
-1977,242,-6.430397522
-1983,243,-6.936022218
-1989,244,-5.838032037
-1994,245,-5.679070106
-2000,246,-5.272583846
-2006,247,-6.248593066
-2011,248,-6.155999942
-2017,249,-5.548771611
-2023,250,-4.920341581
-2028,251,-4.005232211
-2034,252,-3.356981763
-2040,253,-4.49265174
-2045,254,-4.582310528
-2051,255,-3.847203596
-2057,256,-4.275961699
-2062,257,-4.303393631
-2068,258,-4.618975574
-2074,259,-5.034728779
-2079,260,-4.432044015
-2085,261,-3.895002351
-2091,262,-4.602283477
-2096,263,-5.013039917
-2102,264,-5.183018235
-2108,265,-4.957068868
-2113,266,-4.557462049
-2119,267,-4.407429227
-2125,268,-4.275413049
-2131,269,-6.757256344
-2136,270,-6.867035327
-2142,271,-5.934834775
-2148,272,-5.733488873
-2154,273,-5.288395506
-2160,274,-5.499865848
-2166,275,-6.865380977
-2171,276,-7.94601015
-2177,277,-7.194543982
-2183,278,-7.042392878
-2189,279,-7.125600697
-2195,280,-6.987317519
-2201,281,-7.293823672
-2207,282,-7.241000023
-2213,283,-7.348431259
-2219,284,-7.271290751
-2225,285,-6.281746346
-2231,286,-4.816486137
-2237,287,-3.213212641
-2243,288,-3.229262369
-2250,289,-4.156398055
-2256,290,-5.334592815
-2262,291,-6.445354175
-2268,292,-7.156810073
-2274,293,-6.771501452
-2281,294,-7.735405898
-2287,295,-9.171521053
-2293,296,-9.725391801
-2300,297,-9.124865489
-2306,298,-9.259850459
-2313,299,-8.956686938
-2319,300,-7.708127092
-2326,301,-8.358436048
-2332,302,-6.92120426
-2339,303,-7.7074416
-2345,304,-7.982464348
-2352,305,-7.479231865
-2358,306,-7.455041759
-2365,307,-7.383094693
-2372,308,-7.385010895
-2379,309,-7.137052788
-2385,310,-7.299466103
-2392,311,-6.717503493
-2399,312,-6.91560685
-2406,313,-6.730317367
-2413,314,-7.085271828
-2420,315,-6.952179716
-2427,316,-7.145102248
-2434,317,-8.321339217
-2441,318,-8.252818014
-2448,319,-8.39757928
-2455,320,-7.792468208
-2462,321,-6.649996816
-2469,322,-6.739084028
-2476,323,-6.799675059
-2483,324,-7.056354991
-2491,325,-7.529910857
-2498,326,-6.73831494
-2505,327,-6.382336776
-2513,328,-6.220404779
-2520,329,-7.421655907
-2527,330,-7.273433769
-2535,331,-7.457005831
-2542,332,-7.40944352
-2550,333,-7.575714107
-2557,334,-6.919930496
-2565,335,-7.553828998
-2572,336,-7.667703115
-2580,337,-7.507333756
-2588,338,-7.824617152
-2595,339,-7.439188842
-2603,340,-7.191416067
-2611,341,-7.132785898
-2619,342,-7.222982205
-2626,343,-8.170869711
-2634,344,-7.549700263
-2642,345,-7.382207508
-2650,346,-7.24725751
-2658,347,-6.722585899
-2666,348,-7.342261151
-2674,349,-7.744316546
-2682,350,-7.418528517
-2690,351,-5.283649125
-2698,352,-6.014865074
-2714,354,-5.976407755
-2722,355,-4.951048597
-2730,356,-5.110879757
-2739,357,-5.506772934
-2747,358,-6.372058666
-2755,359,-5.815633098
-2763,360,-5.787807483
-2772,361,-6.1734078
-2780,362,-5.439046878
-2788,363,-5.604331428
-2797,364,-4.04757563
-2805,365,-3.41545859
-2813,366,-4.121267126
-2822,367,-4.695601645
-2830,368,-4.888258215
-2839,369,-4.835206766
-2847,370,-3.228400316
-2856,371,-4.724219935
-2864,372,-4.820894869
-2873,373,-4.334760499
-2907,377,-4.009227841
-2916,378,-3.4175413
-2924,379,-4.432021305
-2933,380,-4.898682455
-2941,381,-5.078150472
-2950,382,-4.537101781
-2959,383,-3.977564444
-2967,384,-3.685565519
-2976,385,-4.141781464
-2985,386,-4.891573568
-2994,387,-4.72610474
-3002,388,-4.18708908
-3011,389,-3.655519579
-3020,390,-4.293303577
-3029,391,-4.992769005
-3037,392,-5.004449419
-3046,393,-4.802264681
-3055,394,-4.455724907
-3064,395,-4.109423544
-3072,396,-4.365354373
-3081,397,-3.808554848
-3090,398,-4.862466126
-3099,399,-4.435686904
-3108,400,-4.134198852
-3117,401,-4.010007166
-3125,402,-4.782984446
-3134,403,-4.052218147
-3143,404,-4.471102828
-3152,405,-4.348812147
-3161,406,-4.485058912
-3169,407,-4.352638571
-3178,408,-4.180546366
-3187,409,-4.130353418
-3196,410,-4.315696131
-3205,411,-4.081376666
-3213,412,-4.044964554
-3222,413,-4.297812522
-3231,414,-4.265431692
-3240,415,-4.857074088
-3249,416,-4.994076604
-3257,417,-4.764451472
-3266,418,-5.167227487
-3275,419,-5.190741915
-3284,420,-4.813459289
-3292,421,-4.361266459
-3301,422,-4.919163152
-3310,423,-5.172189281
-3318,424,-4.922113065
-3327,425,-5.233804807
-3336,426,-5.124218598
-3344,427,-5.713306505
-3353,428,-5.13231826
-3362,429,-6.14862133
-3370,430,-6.356029974
-3379,431,-6.474828138
-3387,432,-6.454248876
-3396,433,-6.965364883
-3405,434,-6.942057492
-3413,435,-6.649707082
-3422,436,-6.599893655
-3430,437,-4.882762719
-3438,438,-3.598588483
-3447,439,-3.786264425
-3455,440,-4.396227169
-3464,441,-3.651431352
-3472,442,-3.304567743
-3480,443,-3.132115087
-3489,444,-3.01372713
-3497,445,-4.781773787
-3505,446,-5.422068903
-3514,447,-6.072203268
-3522,448,-6.538889203
-3530,449,-6.157622711
-3538,450,-5.931595286
-3546,451,-6.323366502
-3554,452,-6.73539528
-3562,453,-6.441087086
-3570,454,-6.410314891
-3578,455,-6.048756271
-3586,456,-5.599391605
-3594,457,-6.298410312
-3602,458,-6.019295397
-3610,459,-6.669655865
-3618,460,-6.930176778
-3626,461,-6.418859771
-3634,462,-6.42668363
-3641,463,-6.161046616
-3649,464,-4.966221939
-3657,465,-5.530978103
-3664,466,-5.45735505
-3672,467,-5.782375085
-3679,468,-5.037815914
-3687,469,-5.019632768
-3694,470,-5.358647616
-3702,471,-5.351436597
-3709,472,-5.413091998
-3716,473,-4.950914855
-3724,474,-4.157943786
-3731,475,-4.247213669
-3738,476,-4.355742995
-3745,477,-4.352973768
-3753,478,-4.369458871
-3760,479,-4.276450226
-3767,480,-4.271997711
-3774,481,-4.074087904
-3781,482,-3.892778651
-3788,483,-3.904694439
-3794,484,-4.444166509
-3801,485,-4.36892126
-3808,486,-4.616919935
-3815,487,-5.04633739
-3821,488,-5.385003306
-3828,489,-5.470075543
-3835,490,-5.613698387
-3841,491,-4.418943871
-3848,492,-4.318823152
-3854,493,-3.624452531
-3860,494,-3.210049763
-3867,495,-2.565809056
-3873,496,-2.915801139
-3879,497,-3.342913781
-3885,498,-2.639569313
-3892,499,-2.832556253
-3898,500,-3.326714321
-3904,501,-3.7878205129999998
-3910,502,-3.629167977
-3916,503,-4.136060013
-3921,504,-3.606392966
-3927,505,-3.945435294
-3933,506,-4.110312642
-3939,507,-3.959489205
-3944,508,-4.324569513
-3950,509,-3.888772305
-3955,510,-3.883388253
-3961,511,-4.422527631
-3966,512,-3.960277964
-3972,513,-4.257175534
-3977,514,-3.964540272
-3982,515,-4.44199966
-3988,516,-4.638423555
-3993,517,-4.191656334
-4000,518.5,-4.516634782
-4005,519.5,-3.964388756
-4010,520.5,-3.733336632
-4015,521.5,-4.3823693
-4020,522.5,-4.519773231
-4025,523.5,-4.809512906
-4030,524.5,-4.682703901
-4034,525.5,-4.827783495
-4039,526.5,-4.790699711
-4044,527.5,-4.748182616
-4048,528.5,-4.625323317
-4053,529.5,-4.589092552
-4057,530.5,-4.444247655
