year (AD),depth (cm),d18O (permil)
1940.5,1.25,21
1810,6,22.7
1627.674,11,23
1505.948,15,23.7
1475.547,16,23
1384.406,19,23.1
1293.337,22,25.3
1232.642,24,23.2
1141.584,27,24.2
1050.444,30,24.7
867.5498,36,24.2
744.8046,40,23.8
558.6447,46,19.6
432.6062,50,24.9
239.5142,56,24.3
40.0072,62,22.7
-167.921,68,24.4
-312.326,72,24.5
-539.45,78,23.7
-618.358,80,22.4
-625,80.5,24
-650,81,24.5
-675,81.5,24.1
-699.04,82,24.7
-730,83,24.8
-750,83.5,24
-781.6,84,23.2
-820,85,24.2
-840,85.5,23.8
-866.167,86,25.6
-910,87,24.5
-930,87.5,24.8
-952.84,88,24.1
-1010,89,25.1
-1040,89.5,24.3
-1175,90,25.5
-1185,91,23.4
-1196,91.5,24.8
-1203,92,25
-1214.85,93,24.7
-1216.85,93.5,25.6
-1226.7,94,24.7
-1250.79,95,25.6
-1274.89,95.5,24.8
-1323.07,96,25.9
-1372.61,97,24.4
-1397.38,97.5,25.4
-1422.15,98,25
-1473.13,99,25.6
-1498.61,99.5,25.4
-1524.1,100,25.8
-1576.58,101,25.1
-1602.82,101.5,25
-1629.06,102,24.7
-1656.09,102.5,25.3
-1683.12,103,25
-1737.17,104,25.5
-1765.03,104.5,24
-1792.88,105,25.3
-1820.73,105.5,25
-1848.58,106,24
-1906.01,107,23
-1934.72,107.5,25.7
-1963.43,108,26.5
-2022.66,109,25.8
-2052.27,109.5,25.6
-2081.88,110,24.6
-2142.97,111,24.2
-2173.52,111.5,24.7
-2204.07,112,23.6
-2235.6,113,24.7
-2298.6,113.5,25.4
-2330.17,114,25.4
-2394.73,115,24.6
-2427.53,115.5,24.3
-2460.33,116,23.1
-2560.85,117.5,23.9
-2594.72,118,23.2
-2663.55,119,20.4
-2698.53,119.5,20.1
-2733.5,120,20.9
-2804.6,121,20.4
-2840.73,121.5,25
-2876.85,122,25.8
-2950.29,123,24.8
-2987.62,123.5,25.4
-3024.94,124,26
-3100.82,125,25.5
-3139.38,125.5,25.7
-3177.94,126,24.8
-3256.34,127,26.6
-3296.19,127.5,25.8
-3336.03,128,25.4
-3417.05,129,25
-3458.22,129.5,24.1
-3499.4,130,24.9
-3583.12,131,24.6
-3625.68,131.5,25.3
-3668.23,132,25.1
-3754.75,133,25.1
-3798.73,133.5,24
-3842.71,134,23.7
-3887.42,134.5,23.6
-3932.13,135,25.1
-4023.03,136,24.8
-4069.24,136.5,24.7
-4115.44,137,24.6
-4209.39,138,24.7
-4257.14,138.5,24
-4401.98,140,25.8
-4500.68,141,24.6
-4550.84,141.5,26
-4601.01,142,25.3
-4703,143,25.2
-4754.84,143.5,24.8
-4806.68,144,25.1
-4912.07,145,25.1
-4965.63,145.5,23.8
-5019.2,146,24.1
-5128.09,147,24.8
-5183.44,147.5,25.7
-5238.78,148,24.6
-5351.28,149,24.1
-5408.46,149.5,24
-5465.63,150,25.1
-5581.86,151,24.7
-5640.92,151.5,25.9
-5699.98,152,26
-5820.03,153,25.7
-5881.03,153.5,25.4
-5942.04,154,25.9
-6066.03,155,24.9
-6129.03,155.5,25.4
-6192.03,156,26.8
-6320.08,157,24.7
-6385,157.5,24.6
-6450.19,158,24.3
-6582.41,159,23.8
-6640,159.5,23.5
-6716.75,160,23.4
-6853.24,161,23.5
-6920,161.5,23.9
-6991.92,162,23.3
-7048,163,24.7
-7100,163.5,24.3
-7150,164,24
-7250,165,24.2
-7300,165.5,23.7
-7350,166,24
