year (AD),d18O (permil)
1991,-23.496714
1990,-24.383778
1989,-26.734385
1988,-23.245333
1987,-24.4158
1986,-27.418625
1985,-26.352385
1984,-27.158556
1983,-27.7755
1982,-27.452467
1981,-23.081545
1980,-24.683
1979,-27.213
1978,-26.343833
1977,-24.023059
1976,-23.439875
1975,-25.518636
1974,-26.49
1973,-27.340154
1972,-27.921917
1971,-25.685
1970,-24.161
1969,-25.788067
1968,-26.897174
1967,-25.6824
1966,-26.857364
1965,-25.878556
1964,-25.883
1963,-27.164385
1962,-27.303958
1961,-27.3204
1960,-26.751182
1959,-25.954765
1958,-26.719813
1957,-25.691182
1956,-27.235533
1955,-25.543143
1954,-28.063167
1953,-27.749667
1952,-26.511714
1951,-27.632294
1950,-27.213636
1949,-26.7692
1948,-27.786154
1947,-28.781
1946,-25.423923
1945,-27.703455
1944,-25.047
1943,-27.101071
1942,-28.947857
1941,-28.483333
1940,-26.545214
1939,-26.954667
1938,-24.882158
1937,-28.107088
1936,-27.884267
1935,-27.385923
1934,-27.33595
1933,-26.9338
1932,-27.164429
