year (AD),d18O (permil)
2003,30.69
2002,31.93
2001,33.39
2000,32.81
1999,30.44
1998,31.76
1997,32.14
1996,32.48
1995,31.55
1994,32.36
1993,31.96
1992,31.27
1991,32.38
1990,30.21
1989,30.94
1988,31.3
1987,NA
1986,31.1
1985,31.78
1984,30.63
1983,31.55
1982,31.36
1981,31.29
1980,30.79
1979,32.06
1978,30.98
1977,30.02
1976,29.5
1975,30.14
1974,30.64
1973,30.87
1972,30.25
1971,30.29
1970,30.94
1969,30.95
1968,31.76
1967,30.52
1966,30.05
1965,29.96
1964,31.15
1963,29.28
1962,30.95
1961,28.14
1960,29.99
1959,29.81
1958,30.99
1957,28.19
1956,30.97
1955,31.77
1954,29.93
1953,30.42
1952,30.98
1951,30.82
1950,31.02
1949,31.38
1948,31.23
1947,31.25
1946,28.74
1945,30.91
1944,31.42
1943,32.08
1942,32.63
1941,30.49
1940,30.32
1939,30.4
1938,30.29
1937,31.04
1936,28.39
1935,29.96
1934,30.16
1933,30.55
1932,30.3
1931,30.84
1930,29.61
1929,30.56
1928,31.97
1927,31.38
1926,31.18
1925,31.57
1924,31.03
1923,29.36
1922,31.91
1921,31.88
1920,30.4
1919,31.28
1918,31.92
1917,30.85
1916,30.79
1915,29.48
1914,30.21
1913,31.6
1912,30.96
1911,29.18
1910,30.48
1909,27.52
1908,31.34
1907,32.09
1906,30.14
1905,29.76
1904,30.46
1903,29.97
1902,30.57
1901,29.79
1900,30.23
1899,30.64
1898,31.23
1897,30.64
1896,29.81
1895,30.64
1894,31.73
1893,31.33
1892,31.49
1891,30.39
1890,30.22
1889,30.83
1888,30.43
1887,31.39
1886,29.83
1885,29.73
1884,29.75
1883,27.7
1882,31.36
1881,29.86
1880,30.25
1879,30.53
1878,28.98
1877,29.4
1876,27.62
1875,29.91
1874,31.09
1873,30.87
1872,30.63
1871,31.42
1870,29.77
1869,30.71
1868,30.49
1867,30.62
1866,30.44
1865,30.2
1864,31.62
1863,29.16
1862,28.73
1861,30.28
1860,31.04
1859,29.72
1858,31.27
1857,29.59
1856,31.21
1855,31.24
1854,31.65
1853,29.49
1852,31.62
1851,29.36
1850,30.8
1849,32.03
1848,30.37
1847,30.73
1846,29.3
1845,30.27
1844,30.94
1843,30.93
1842,31.65
1841,31.56
1840,30.38
1839,30.21
1838,30.68
1837,29.28
1836,29.43
1835,30.06
1834,30.58
1833,30.19
1832,30.88
1831,31.35
1830,31.16
1829,31.15
1828,30.96
1827,28.26
1826,28.9
1825,28.8
1824,30.55
1823,31.35
1822,30.9
1821,31.3
1820,31.54
1819,31.26
1818,30.44
1817,30.03
1816,27.03
1815,29.14
1814,30.01
1813,30.84
1812,30.52
1811,30.09
1810,30.12
1809,31.39
1808,30.57
1807,31.8
1806,30.39
1805,NA
1804,30.5
1803,32.19
1802,31.06
1801,NA
1800,29.25
1799,30.52
1798,29.41
1797,28.95
1796,28.5
1795,29.61
1794,30.64
1793,30.81
1792,30.34
1791,30.09
1790,30.79
1789,31.03
1788,30.11
1787,29.68
1786,31.29
1785,31.98
1784,32.49
1783,29.51
1782,29.66
1781,29.9
1780,30.02
1779,31.8
1778,29.52
1777,31.17
1776,30.9
1775,29.92
1774,28.01
1773,29.85
1772,29.84
1771,29.92
1770,29.96
1769,29.53
1768,29.21
1767,30.01
1766,30.54
1765,27.99
1764,28.57
1763,31.17
1762,30.72
1761,29.4
1760,32.9
1759,31.99
1758,31.97
1757,31.08
1756,31.32
1755,32.31
1754,28.47
1753,30.93
1752,31.06
1751,31.54
1750,30.87
1749,29.35
1748,30.88
1747,30.49
1746,31.6
1745,30.94
1744,31.37
1743,31.95
1742,31.23
1741,31.59
1740,31.66
1739,29.8
1738,31.8
1737,29.65
1736,26.6
1735,29.14
1734,31.17
1733,31.68
1732,27.89
1731,30.68
1730,29.69
1729,29.02
1728,29.7
1727,29.56
1726,30.22
1725,32.42
1724,27.53
1723,28.41
1722,31.84
1721,28.88
1720,30.9
1719,28.44
1718,29.74
1717,31.51
1716,31.77
1715,29.83
1714,30.23
1713,29.88
1712,27.97
1711,29.71
1710,30.86
1709,31.22
1708,30.21
1707,31.14
1706,30.65
1705,31.84
1704,31.24
1703,31.29
1702,31.29
1701,31.74
1700,31.29
1699,30.26
1698,29.91
1697,30.78
1696,32.02
1695,31.16
1694,30.82
1693,30.13
1692,30.6
1691,32.71
1690,31.17
1689,31.35
1688,31.23
1687,30.97
1686,32.45
1685,31.55
1684,30.64
1683,31.96
1682,32.08
1681,30.48
1680,31.71
1679,31.32
1678,32.05
1677,31.46
1676,30.87
1675,31.53
