year (AD),d18O (permil)
5,-24.4961
30,-23.7103
55,-23.8844
80,-23.8177
105,-24.2269
130,-23.8702
155,-23.4817
180,-23.4861
205,-24.9171
230,-24.1387
255,-24.2848
280,-24.1377
305,-24.37
330,-24.2376
355,-23.9733
380,-23.6605
405,-23.8488
430,-24.4284
455,-24.28
480,-23.8699
505,-24.0217
530,-23.6045
555,-24.1057
580,-24.2279
605,-24.2847
630,-24.3695
655,-24.128
680,-24.5117
705,-24.2519
730,-24.164
755,-24.1182
780,-23.9845
805,-24.1983
830,-24.2749
855,-24.3155
880,-24.0786
905,-24.0786
930,-23.9228
955,-24.0185
980,-24.7188
1005,-24.3009
1030,-24.2004
1055,-24.1054
1080,-24.0712
1105,-24.3934
1130,-24.0811
1155,-24.6711
1180,-23.6473
1205,-24.2987
1230,-24.0002
1255,-24.6458
1280,-24.5008
1305,-23.9456
1330,-24.2147
1355,-23.6743
1380,-24.2874
1405,-23.9306
1430,-24.0599
1455,-24.5308
1480,-24.1072
1505,-24.3774
1530,-24.733
1555,-24.902
1580,-23.8977
1605,-23.9462
1630,-23.5986
1655,-24.4806
1680,-24.4104
1705,-24.7863
1730,-24.699
1755,-24.3235
1780,-24.4846
1805,-24.3462
1830,-24.5694
1855,-24.3414
1880,-24.2922
1905,-23.686
1930,-23.8947
1955,-24.2954
1980,-24.2424
