year (AD),depth (cm),d18O (permil)
680,NA,-4.34
625.97,NA,-4.27
572.13,NA,-4.13
465.72,NA,-4.15
380,NA,-2.7
312.08,NA,-3.74
263.19,NA,-3.59
215.77,NA,-3.58
170,NA,-3.58
126.03,NA,-3.48
83.83,NA,-3.67
43.35,NA,-3.76
-32.69,NA,-4.26
-102.58,NA,-3.87
-135.36,NA,-3.53
-196.89,NA,-3.82
-225.76,NA,-3.51
-253.45,NA,-3.79
-305.51,NA,-3.43
-330,NA,-3.81
-353.54,NA,-3.8
-398.02,NA,-3.69
-439.41,NA,-4.25
-459.1,NA,-3.96
-496.76,NA,-4.11
-514.84,NA,-3.8
-549.82,NA,-3.51
-566.83,NA,-3.89
-600.2,NA,-4.26
-616.67,NA,-4.05
-633.08,NA,-4.26
-682.52,NA,-4.2
-716.25,NA,-4.25
-733.52,NA,-4.13
-751.14,NA,-4.2
-769.17,NA,-3.59
-806.71,NA,-4.54
-826.32,NA,-4.21
-846.58,NA,-4.14
-867.55,NA,-4.04
-911.83,NA,-4.05
-959.64,NA,-4.33
-985.02,NA,-3.97
-1039,NA,-3.98
-1067.73,NA,-3.97
-1128.95,NA,-3.73
-1161.57,NA,-3.96
-1231.09,NA,-4.01
-1306.74,NA,-3.74
-1347,NA,-3.74
-1388.98,NA,-3.87
-1432.72,NA,-3.94
-1525.74,NA,-4.02
-1575.14,NA,-4.17
-1680,NA,-4.19
-1735.54,NA,-3.87
-1793.04,NA,-4.04
-1852.32,NA,-4.32
-1913.22,NA,-3.03
-1975.56,NA,-3.8
-2039.17,NA,-3.46
-2169.56,NA,-3.73
-2236,NA,-3.5
-2370.5,NA,-3.32
-2438.23,NA,-3.57
-2506.06,NA,-4.17
-2573.81,NA,-3.96
-2641.32,NA,-3.84
-2774.94,NA,-4.32
-2840.7,NA,-4.45
-2969.31,NA,-4.16
-3152.38,NA,-3.98
-3210.11,NA,-3.67
-3319.59,NA,-3.58
-3371.02,NA,-3.71
-3420,NA,-3.42
-3466.38,NA,-3.4
-3510,NA,-4.06
-3588.94,NA,-4.02
-3624.76,NA,-3.81
-3690.56,NA,-3.88
-3721.12,NA,-3.86
-3750.51,NA,-4.08
-3806.92,NA,-3.53
-3834.52,NA,-3.84
-3862.11,NA,-3.5
-3918.41,NA,-3.85
-3978.13,NA,-4.37
-4010,NA,-4.22
-4078.71,NA,-3.96
-4115.44,NA,-3.8
-4153.66,NA,-3.85
-4234.2,NA,-4.12
-4319.67,NA,-3.85
-4409.41,NA,-3.68
-4502.77,NA,-3.67
-4599.09,NA,-4.25
-4648.15,NA,-3.9
-4747.67,NA,-4.07
-4797.97,NA,-4.18
-4899.21,NA,-4.33
-4950,NA,-3.99
-5051.3,NA,-3.75
