year (AD),d18O (permil)
1996,-14.45
1995,-17.33
1994,-21.14
1993,-18.3
1992,-17.51
1991,-19.1
1990,-22.06
1989,-22.07
1988,-21.86
1987,-19.77
1986,-23.63
1985,-19.33
1984,-22.56
1983,-22.99
1982,-22.75
1981,-20.82
1980,-21.95
1979,-20.53
1978,-18.81
1977,-18.4
1976,-17.13
1975,-20.17
1974,-21.93
1973,-18.31
1972,-19.93
1971,-19.34
1970,-20.52
1969,-20.04
1968,-20.03
1967,-21.08
1966,-19.68
1965,-24.57
1964,-22.09
1963,-24.41
1962,-21.43
1961,-23.48
1960,-21.5
1959,-20.07
1958,-20.97
1957,-19.87
1956,-19.6
