year (AD),d18O (permil)
2003,21.785
2002,22.01
2001,21.556
2000,21.031
1999,21.221
1998,22.511
1997,21.225
1996,21.043
1995,21.928
1994,20.977
1993,21.308
1992,21.034
1991,21.53
1990,21.969
1989,21.227
1988,21.209
1987,22.242
1986,20.11
1985,21.034
1984,20.486
1983,21.116
1982,21.117
1981,20.442
1980,20.403
1979,20.885
1978,20.738
1977,21.283
1976,20.458
1975,19.305
1974,20.504
1973,20.274
1972,20.91
1971,21.766
1970,21.095
1969,20.614
1968,21.106
1967,20.184
1966,20.337
1965,20.598
1964,21.028
1963,19.955
1962,19.961
1961,20.22
1960,19.484
1959,19.557
1958,21.456
1957,19.944
1956,20.346
1955,19.727
1954,20.558
1953,20.907
1952,21.601
1951,19.989
1950,20.785
1949,19.702
1948,20.546
1947,20.27
1946,21.272
1945,20.014
1944,20.924
1943,20.466
1942,20.532
1941,20.746
1940,21.284
1939,21.421
1938,20.342
1937,20.081
1936,20.099
1935,20.241
1934,20.811
1933,21.126
1932,20.8
1931,19.883
1930,20.529
1929,21.209
1928,21.117
1927,21.042
1926,20.586
1925,22.315
1924,19.945
1923,20.211
1922,19.584
1921,19.875
1920,19.807
1919,19.399
1918,20.048
1917,21.124
1916,21.047
1915,20.681
1914,21.31
1913,20.958
1912,21.498
1911,21.221
1910,19.472
1909,20.039
1908,20.28
1907,20.962
1906,20.615
1905,19.819
1904,19.063
1903,19.602
1902,19.669
1901,19.156
1900,20.009
1899,19.638
1898,20.454
1897,19.019
1896,18.78
1895,19.74
1894,17.533
1893,19.482
1892,19.883
1891,20.219
1890,20.16
1889,19.957
1888,19.222
1887,19.918
1886,20.32
1885,20.806
1884,19.837
1883,20.976
1882,19.867
1881,19.261
1880,19.52
1879,20.66
1878,20.418
1877,19.43
1876,20.641
1875,20.045
1874,20.119
1873,20.278
1872,21.109
1871,19.734
1870,19.11
1869,19.77
1868,19.706
1867,20.56
1866,19.63
1865,19.74
1864,19.251
1863,19.305
1862,19.495
1861,19.798
1860,19.873
1859,21.38
1858,20.342
1857,19.888
1856,18.915
1855,19.984
1854,19.442
1853,19.685
1852,20.12
1851,19.688
1850,19.53
1849,19.965
1848,19.745
1847,19.507
1846,20.68
1845,20.597
1844,19.998
1843,19.877
1842,19.049
1841,19.405
1840,20.525
1839,19.67
1838,20.421
1837,21.442
1836,19.839
1835,20.119
1834,20.107
1833,19.206
1832,19.052
1831,18.793
1830,19.959
1829,19.893
1828,20.134
1827,20.173
1826,19.99
1825,19.326
1824,19.378
1823,19.832
1822,19.728
1821,20.312
1820,20.785
1819,19.741
1818,20.412
1817,19.489
1816,19.207
1815,19.168
1814,19.192
1813,18.119
1812,19.008
1811,19.73
1810,19.268
1809,18.916
1808,19.496
1807,18.194
1806,18.394
1805,19.202
1804,19.816
1803,20.132
1802,20.204
1801,20.266
1800,18.783
1799,18.878
1798,20.992
1797,19.372
1796,19.311
1795,19.679
1794,20.536
1793,20.247
1792,20.224
1791,18.25
1790,18.553
1789,18.041
1788,19.355
1787,18.65
1786,19.738
1785,19.871
1784,20.4
1783,19.164
1782,20.01
1781,19.35
1780,18.827
