year (AD),depth (cm),d18O (permil)
1990,0,2.37
1901.664,8,2.6
1459.984,48,2.74
1283.312,64,2.15
1150.808,76,4.12
797.464,108,2.49
731.212,114,2.5
709.128,116,3.25
576.624,128,1.29
477.246,137,1.34
388.91,145,1.23
-317.778,209,3.74
-406.114,217,1.47
-626.954,237,2.69
-891.962,261,1.94
-1068.634,277,1.1
-1156.97,285,4.48
-1245.306,293,1.88
-1421.978,309,3.43
-1510.314,317,4.46
-1775.322,341,3.34
-1863.658,349,5.51
-2128.666,373,4.4
-2217.002,381,0.54
-2482.01,405,4.07
-2658.682,421,2.62
-2835.354,437,1.42
-2923.69,445,4.05
-3012.026,453,-0.85
-3100.362,461,2.65
-3188.698,469,5.36
-3354.328,484,2.1
-3718.714,517,1.03
-3983.722,541,3.31
-4425.402,581,-1.04
