year (AD),d18O (permil)
1995,-25.4284
1994,-25.3655
1993,-25.3027
1992,-25.2398
1991,-25.177
1990,-24.9112
1989,-24.6455
1988,-24.3797
1987,-24.114
1986,-23.8482
1985,-23.869
1984,-23.8897
1983,-23.9105
1982,-23.9312
1981,-23.952
1980,-24.1326
1979,-24.3131
1978,-24.4937
1977,-24.6742
1976,-24.8548
1975,-25.1059
1974,-25.3571
1973,-25.6083
1972,-25.8595
1971,-26.1106
1970,-25.9569
1969,-25.8032
1968,-25.6495
1967,-25.4958
1966,-25.3421
1965,-25.2393
1964,-25.1366
1963,-25.0338
1962,-24.9311
1961,-24.8283
1960,-24.8723
1959,-24.9163
1958,-24.9603
1957,-25.0042
1956,-25.0482
1955,-24.9595
1954,-24.8707
1953,-24.782
1952,-24.6933
1951,-24.6045
1950,-24.9258
1949,-25.2471
1948,-25.5684
1947,-25.8896
1946,-26.2109
1945,-26.2429
1944,-26.2749
1943,-26.3069
1942,-26.3389
1941,-26.3709
1940,-26.362
1939,-26.3531
1938,-26.3442
1937,-26.3354
1936,-26.3265
1935,-26.5709
1934,-26.8154
1933,-27.0599
1932,-27.3043
1931,-27.5488
1930,-27.3578
1929,-27.1668
1928,-26.9758
1927,-26.7847
1926,-26.5937
1925,-26.4762
1924,-26.3587
1923,-26.2412
1922,-26.1237
1921,-26.0062
1920,-26.0621
1919,-26.118
1918,-26.1739
1917,-26.2297
1916,-26.2856
1915,-26.1638
1914,-26.042
1913,-25.9203
1912,-25.7985
1911,-25.6767
1910,-25.7886
1909,-25.9005
1908,-26.0124
1907,-26.1243
1906,-26.2362
1905,-26.0625
1904,-25.8887
1903,-25.715
1902,-25.5413
1901,-25.3675
1900,-25.3203
1899,-25.273
1898,-25.2257
1897,-25.1785
1896,-25.1312
1895,-25.4231
1894,-25.7149
1893,-26.0067
1892,-26.2986
1891,-26.5904
1890,-26.503
1889,-26.4155
1888,-26.3281
1887,-26.2406
1886,-26.1532
1885,-26.1611
1884,-26.1691
1883,-26.1771
1882,-26.185
1881,-26.193
1880,-25.9494
1879,-25.7059
1878,-25.4623
1877,-25.2188
1876,-24.9752
1875,-25.1484
1874,-25.3216
1873,-25.4947
1872,-25.6679
1871,-25.841
1870,-25.7043
1869,-25.5676
1868,-25.4309
1867,-25.2942
1866,-25.1575
1865,-25.5913
1864,-26.025
1863,-26.4588
1862,-26.8925
1861,-27.3263
1860,-27.2209
1859,-27.1156
1858,-27.0102
1857,-26.9049
1856,-26.7995
1855,-26.5915
1854,-26.3836
1853,-26.1756
1852,-25.9677
1851,-25.7597
1850,-25.9667
1849,-26.1737
1848,-26.3806
1847,-26.5876
1846,-26.7946
1845,-26.5041
1844,-26.2136
1843,-25.9231
1842,-25.6326
1841,-25.3421
1840,-25.5592
1839,-25.7764
1838,-25.9935
1837,-26.2107
1836,-26.4278
1835,-26.1571
1834,-25.8864
1833,-25.6158
1832,-25.3451
1831,-25.0744
1830,-25.3402
1829,-25.6061
1828,-25.8719
1827,-26.1378
1826,-26.4036
1825,-26.2983
1824,-26.1931
1823,-26.0878
1822,-25.9826
1821,-25.8773
1820,-25.9277
1819,-25.9781
1818,-26.0285
1817,-26.0789
1816,-26.1292
