year (AD),depth (cm),d18O (permil)
1171,1,-7.1
1166,3,-5.8
1164,4,-7.7
1162,5,-7.7
1157,7,-7.7
1150,10,-6.4
1148,11,-8.8
1146,12,-7.9
1143,13,-8
896,65,-8.7
793,75,-8.1
661,85,-10
601,89,-9.3
502,95,-6.9
413,100,-7.5
318,105,-9.2
218,110,-7.4
4,120,-9.2
-155,127,-10.3
-225,130,-11.1
-296,133,-9.5
-417,138,-10.4
-466,140,-10.5
-639,147,-10.6
-714,150,-8.4
-991,161,-9.4
-1016,162,-15.5
-1042,163,-16.7
-1067,164,-8.2
-1117,166,-9.9
-1218,170,-9.9
-1392,177,-10.3
-1417,178.5,-10.7
-1466,180,-8.3
-1491,181,-8.9
-1612,186,-11.1
-2460,227,-10
-3151,274,-10.2
-3248,280,-8.8
-4027,328,-11.3
-4423,354,-9.2
-6038,420,-10.1
-6195,425,-8
-6846,445,-10
-7811,475,-8.9
-7962,480,-9.2
-8110,485,-8.9
-8472,498,-10.2
