year (AD),d18O (permil)
1995,-21.5599865714286
1994,-22.8212948
1993,-23.2560188571429
1992,-21.6846438571429
1991,-22.2671128125
1990,-23.2596133181818
1989,-22.0303131
1988,-21.4405313636364
1987,-23.124403
1986,-23.141527
1985,-22.7624193695652
1984,-21.0634473518519
1983,-21.8823566428571
1982,-21.858095675
1981,-21.5914654482759
1980,-22.0825370714286
1979,-22.69512805
1978,-23.0346666666667
1977,-21.2044151304348
1976,-22.787584775
1975,-20.647934
1974,-21.5058362391304
1973,-23.3331038333333
1972,-22.0923028157895
1971,-21.9222698
1970,-22.6166877105263
1969,-22.9148198846154
1968,-22.5017346
1967,-22.0465462727273
1966,-23.9000116666667
1965,-22.2700758333333
1964,-22.220987
1963,-22.1518067222222
1962,-22.5919660555556
1961,-22.7672525666667
1960,-22.9943927
1959,-23.1658595
1958,-21.528891
1957,-23.0646071333333
1956,-21.8099093333333
1955,-22.3089598157895
1954,-21.926531875
1953,-21.51276321875
1952,-22.990596
1951,-22.1041475384615
1950,-21.3597166875
1949,-22.251963
1948,-21.89486645
1947,-22.6932821666667
1946,-23.2407342142857
1945,-22.8317148076923
1944,-22.704646
1943,-22.0261750714286
1942,-21.6227542916667
1941,-22.3035177142857
1940,-22.9746348571429
1939,-21.74686775
1938,-23.1843571153846
1937,-21.94604005
1936,-23.3034910789474
1935,-22.5538305
1934,-23.0832966153846
1933,-22.5867042352941
1932,-21.6192694210526
1931,-21.1341912941176
1930,-22.4982374
1929,-22.5082216666667
1928,-21.5650781111111
1927,-22.8366621428571
1926,-22.2605344736842
1925,-22.8908153529412
1924,-22.6066527333333
1923,-22.2861477058824
1922,-22.2194115714286
1921,-23.0225207692308
1920,-22.5876564642857
1919,-21.8156552857143
1918,-22.258615125
1917,-21.0790003333333
1916,-23.1988484444444
1915,-21.5640948333333
1914,-22.5153704615385
1913,-22.4840816666667
1912,-22.3485045384615
1911,-22.2058473076923
1910,-22.2982330769231
1909,-21.7819726428571
1908,-22.4767873333333
1907,-22.1143671071429
1906,-22.4874114615385
1905,-21.9122783333333
1904,-23.425201
1903,-22.8419649318182
1902,-21.167805
1901,-22.5500358
1900,-21.4715273636364
1899,-22.122891125
1898,-20.6450661470588
1897,-22.9052920384615
1896,-23.2721153888889
1895,-21.89495375
1894,-21.1924777352941
1893,-21.768024
1892,-23.052297
1891,-22.2806365384615
1890,-23.2764011666667
1889,-22.8711745
1888,-22.7318617222222
1887,-23.0482896818182
1886,-22.4450616818182
1885,-21.9785158333333
1884,-21.5824327
1883,-23.8538475
1882,-22.1529753
1881,-23.7110737388693
1880,-21.659570551371
1879,-21.8917801001532
1878,-22.2973123573998
1877,-23.2624270559053
1876,-22.2756136617278
1875,-23.4602374390856
1874,-22.8618470484703
1873,-23.218222177525
1872,-23.6717318205835
1871,-21.1403236764127
1870,-22.0641281908806
1869,-22.8522797704374
1868,-21.7031915703907
1867,-22.1859605605157
1866,-21.45444512913
1865,-23.9160071924614
1864,-22.4108270839329
1863,-22.2641990571235
1862,-22.6738823477218
1861,-20.6519729839007
1860,-22.7527394778455
1859,-21.5226191592393
1858,-21.9672343055479
1857,-22.0636342223288
1856,-22.1561960063578
1855,-22.5706147840958
1854,-21.8732924681505
1853,-22.2118215974725
1852,-22.0687921613632
1851,-21.0121853831235
1850,-22.9017254582425
1849,-21.9661108425098
1848,-20.6483252558203
1847,-21.1922626754347
1846,-22.3591040800456
1845,-22.3536496326477
1844,-21.0635330699773
1843,-21.3967058869742
1842,-23.1600436698752
1841,-24.1515651667666
1840,-23.0127392518896
1839,-22.6620725852229
1838,-22.935279511379
1837,-22.744807627958
1836,-22.9508012177016
1835,-22.8066759952989
1834,-22.0054495693499
1833,-21.7471003630007
1832,-21.7976933969427
1831,-21.2227212780334
1830,-22.9890832689836
1829,-21.3248759952989
1828,-21.386687664588
1827,-22.3747755766759
1826,-22.1097302960581
1825,-22.4444684185563
1824,-21.8292948074452
1823,-22.4607593286322
1822,-23.5870675347179
1821,-21.9589538983543
1820,-23.0763520325266
1819,-21.7889336963341
1818,-22.600896659297
1817,-23.3844114741118
1816,-23.4339448074452
1815,-22.4609865700401
1814,-22.7297948074452
1813,-21.7962739741118
1812,-22.0985423318918
1811,-21.7682720801724
1810,-23.0832485111489
1809,-21.8229336963341
1808,-22.7333044134789
1807,-23.8195209979214
1806,-23.0125805217309
1805,-22.2516850712377
1804,-22.7127352836356
1803,-24.5510448074452
1802,-22.2185537730767
1801,-22.5675586963341
1800,-21.9867392518896
1799,-21.9691024997529
1798,-22.7461555181548
1797,-23.3572563459067
1796,-21.8502493528997
1795,-22.7257948074452
1794,-22.1825191545184
1793,-22.4667352836357
1792,-22.5466281407785
1791,-21.5230926619656
1790,-22.0831024997529
1789,-21.8121948074452
1788,-22.5327281407785
1787,-23.0537912316458
1786,-22.9285355481859
1785,-22.2782670296674
1784,-23.4692948074452
1783,-21.1532210801456
1782,-21.5947190498694
