year (AD),depth (cm),d18O (permil)
2002,0,-17.707
1999,0.5,-17.9
1990,1,-17.621
1980,1.5,-18.021
1965,2,-18.293
1951,2.5,-18.624
1925,3,-18.512
1919,3.5,-20.776
1900,4,-19.25
1846,4.5,-19.371
1792,5,-22.387
1737,5.5,-22.627
1683,6,-23.091
1629,6.5,-22.747
1575,7,-22.008
1520,7.5,-20.102
1466,8,-18.816
1412,8.5,-19.136
1357,9,-19.033
1303,9.5,-18.261
1249,10,-19.403
1159,11,-19.835
1068,12,-19.594
978,13,-20.283
888,14,-19.933
798,15,-20.221
707,16,-19.247
617,17,-18.942
527,18,-19.916
437,19,-19.65
346,20,-19.962
256,21,-19.45
166,22,-20.256
76,23,-19.618
-15,24,-19.605
-105,25,-19.731
-201,26,-20.708
-297,27,-20.135
-393,28,-20.393
-489,29,-21.314
-585,30,-20.61
-684,31,-20.343
-784,32,-21.05
-883,33,-19.679
-982,34,-19.46
-1082,35,-19.431
-1181,36,-18.82
-1280,37,-20.054
-1380,38,-21.49
-1479,39,-18.59
-1578,40,-18.7
-1678,41,-18.878
-1777,42,-18.06
-1876,43,-19.077
-1976,44,-17.73
-2075,45,-18.357
-2087,46,-17.32
-2099,47,-17.582
-2110,48,-19.01
-2122,49,-17.804
-2134,50,-17.47
-2146,51,-17.89
-2157,52,-17.07
-2169,53,-17.869
-2181,54,-17.4
-2193,55,-18.061
-2205,56,-17.9
-2216,57,-18.777
-2228,58,-17.43
-2252,60,-18.228
-2264,61,-18.034
-2275,62,-18.059
-2287,63,-18.196
-2299,64,-18.117
-2311,65,-18.102
-2322,66,-17.887
-2334,67,-17.589
-2346,68,-17.38
-2358,69,-17.77
-2370,70,-17.713
-2381,71,-17.93
-2405,73,-17.648
-2464,78,-17.94
-2523,83,-18.62
-2582,88,-18.27
-2641,93,-18.156
-2700,98,-18.59
-2759,103,-19.375
-2817,108,-18.86
-2876,113,-18.97
-2935,118,-19.36
-2994,123,-18.283
-3053,128,-20.05
-3112,133,-20.012
-3171,138,-21.13
-3288,148,-22.27
-3322,151,-19.927
-3403,158,-22.95
-3472,164,-19.577
-3518,168,-22.39
-3541,170,-20.461
-3564,172,-20.542
-3610,176,-23.01
-3702,184,-22.15
-3765,188,-22.12
-3963,198,-21.43
-4002,200,-21.422
-4082,204,-19.417
-4121,206,-20.5
-4161,208,-20.856
-4280,214,-21.342
-4320,216,-21.208
-4557,228,-22.32
-4597,230,-20.271
-4637,232,-20.476
-4676,234,-19.59
-4756,238,-19.836
-4835,242,-20.824
-5001,244,-20.154
-5166,246,-20.858
-5331,248,-20.16
-5496,250,-20.653
-5661,252,-21.108
-5827,254,-20.303
-5992,256,-19.324
-6157,258,-20.846
