year (AD),d18O (permil)
1998.125,-3.967
1998.042,-4.075
1997.958,-4.001
1997.875,-3.983
1997.792,-3.952
1997.708,-3.817
1997.625,-3.755
1997.542,-3.776
1997.458,-3.823
1997.375,-3.917
1997.292,-3.966
1997.208,-3.923
1997.125,-3.931
1997.042,-3.867
1996.958,-3.842
1996.875,-3.845
1996.792,-3.818
1996.708,-3.744
1996.625,-3.736
1996.542,-3.822
1996.458,-4.102
1996.375,-4.184
1996.292,-4.182
1996.208,-4.195
1996.125,-4.189
1996.042,-4.163
1995.958,-4.18
1995.875,-4.193
1995.792,-4.068
1995.708,-4.044
1995.625,-3.991
1995.542,-4.046
1995.458,-4.076
1995.375,-4.116
1995.292,-4.161
1995.208,-4.186
1995.125,-4.165
1995.042,-4.119
1994.958,-4.094
1994.875,-4.083
1994.792,-4.029
1994.708,-3.916
1994.625,-3.853
1994.542,-3.905
1994.458,-3.936
1994.375,-3.915
1994.292,-3.919
1994.208,-3.943
1994.125,-3.938
1994.042,-3.928
1993.958,-3.917
1993.875,-3.907
1993.792,-3.897
1993.708,-3.876
1993.625,-3.85
1993.542,-3.854
1993.458,-3.882
1993.375,-3.933
1993.292,-4.013
1993.208,-4.058
1993.125,-4.07
1993.042,-4.095
1992.958,-4.064
1992.875,-3.977
1992.792,-3.938
1992.708,-3.862
1992.625,-3.751
1992.542,-3.792
1992.458,-3.872
1992.375,-4.05
1992.292,-4.159
1992.208,-4.215
1992.125,-4.225
1992.042,-4.223
1991.958,-4.196
1991.875,-4.139
1991.792,-4.041
1991.708,-3.977
1991.625,-3.927
1991.542,-4.027
1991.458,-4.062
1991.375,-4.034
1991.292,-4.093
1991.208,-4.147
1991.125,-4.194
1991.042,-4.218
1990.958,-4.242
1990.875,-4.266
1990.792,-4.072
1990.708,-3.943
1990.625,-3.88
1990.542,-3.946
1990.458,-4.028
1990.375,-4.093
1990.292,-4.107
1990.208,-4.23
1990.125,-4.329
1990.042,-4.327
1989.958,-4.149
1989.875,-4.115
1989.792,-3.969
1989.708,-3.814
1989.625,-3.752
1989.542,-3.903
1989.458,-3.977
1989.375,-4.052
1989.292,-4.172
1989.208,-4.323
1989.125,-4.321
1989.042,-4.241
1988.958,-4.174
1988.875,-4.159
1988.792,-4.188
1988.708,-4.147
1988.625,-3.877
1988.542,-3.972
1988.458,-4.051
1988.375,-4.175
1988.292,-4.263
1988.208,-4.253
1988.125,-4.263
1988.042,-4.317
1987.958,-4.325
1987.875,-4.272
1987.792,-4.18
1987.708,-4.078
1987.625,-3.977
1987.542,-4.02
1987.458,-4.043
1987.375,-4.183
1987.292,-4.308
1987.208,-4.3
1987.125,-4.334
1987.042,-4.377
1986.958,-4.394
1986.875,-4.287
1986.792,-4.11
1986.708,-3.967
1986.625,-3.887
1986.542,-3.964
1986.458,-4.21
1986.375,-4.225
1986.292,-4.281
1986.208,-4.305
1986.125,-4.302
1986.042,-4.251
1985.958,-4.172
1985.875,-4.135
1985.792,-4.036
1985.708,-4.019
1985.625,-3.774
1985.542,-3.86
1985.458,-3.986
1985.375,-4.022
1985.292,-4.052
1985.208,-4.186
1985.125,-4.241
1985.042,-4.245
1984.958,-4.314
1984.875,-4.311
1984.792,-4.132
1984.708,-3.901
1984.625,-3.756
1984.542,-3.867
1984.458,-4
1984.375,-4.023
1984.292,-4.03
1984.208,-4.116
1984.125,-4.151
1984.042,-4.192
1983.958,-4.158
1983.875,-4.069
1983.792,-4.007
1983.708,-4.01
1983.625,-3.969
1983.542,-3.938
1983.458,-3.984
1983.375,-3.956
1983.292,-4.023
1983.208,-4.253
1983.125,-4.192
1983.042,-4.072
1982.958,-4.078
1982.875,-4.049
1982.792,-3.998
1982.708,-3.949
1982.625,-3.779
1982.542,-3.823
1982.458,-4.027
