year (AD),d18O (permil)
1865,26.26
1866,26.2
1867,26.44
1868,26.76
1869,26.68
1870,26.93
1871,25.39
1872,25.79
1873,26.44
1874,26.07
1875,27.3
1876,25.48
1877,26.36
1878,25.62
1879,25.16
1880,25.39
1881,26.07
1882,26.05
1883,26.16
1884,26.04
1885,27.27
1886,23.64
1887,25.38
1888,25.58
1889,26.09
1890,25.87
1891,24.97
1892,25.91
1893,24.83
1894,25.08
1895,25.32
1896,25.41
1897,26.32
1898,25.81
1899,24.42
1900,25.03
1901,25.93
1902,25.11
1903,24.66
1904,23.78
1905,24.71
1906,24.82
1907,24.22
1908,24.88
1909,24.35
1910,24.35
1911,25.15
1912,25.49
1913,25.32
1914,23.92
1915,25.49
1916,24.33
1917,24.96
1918,23.88
1919,25
1920,26.54
1921,26.05
1922,24.58
1923,23.52
1924,25.83
1925,25.43
1926,23.81
1927,25.47
1928,25.83
1929,23.93
1930,25.05
1931,24.63
1932,24.63
1933,24.21
1934,25.47
1935,26.15
1936,26.08
1937,25.17
1938,25.59
1939,25.36
1940,26
1941,24.61
1942,24.81
1943,25.98
1944,25.34
1945,26.86
1946,26.02
1947,25.68
1948,24.93
1949,23.95
1950,25.59
1951,25.95
1952,24.51
1953,25.3
1954,26.02
1955,25.62
1956,24.25
1957,24.08
1958,24.05
1959,25.71
1960,23.6
1961,22.86
1962,23.55
1963,23.24
1964,23.43
1965,24.29
1966,24.43
1967,23.35
1968,23.4
1969,22.65
