year (AD),d18O (permil)
1997,-50.3
1996,-46.76
1995,-47.78
1994,-46.12
1993,-47.31
1992,-47.96
1991,-45.76
1990,-48.32
1989,-47.64
1988,-47.46
1987,-47.21
1986,-48.33
1985,-46.57
1984,-48.58
1983,-51.78
1982,-48.82
1981,-47.67
1980,-45.32
1979,-46.74
1978,-46.98
1977,-46.67
1976,-47.63
1975,-47.51
1974,-46.67
1973,-47.06
1972,-50.23
1971,-50.95
1970,-51.91
1969,-49.05
1968,-49.03
1967,-48.9
1966,-49.49
1965,-48.42
1964,-46.72
1963,-46.49
1962,-44.78
1961,-48.41
1960,-47.79
1959,-47.97
1958,-46.54
1957,-46.75
1956,-45.41
1955,-47.16
1954,-45.78
1953,-47.32
1952,-48.03
1951,-48.28
1950,-50.32
1949,-50.42
1948,-52.12
1947,-49.59
1946,-47.48
1945,-48.99
1944,-48.47
1943,-47.31
1942,-46.94
1941,-48.61
1940,-49.89
1939,-48.9
1938,-48.03
1937,-47.22
1936,-48.15
1935,-48.85
1934,-47.22
1933,-45.29
1932,-45.69
1931,-44.2
1930,-42.99
1929,-46.51
1928,-47.09
1927,-47.1
1926,-48.61
1925,-48.2
1924,-48.3
1923,-47.19
1922,-49.31
1921,-50.01
1920,-48.94
1919,-48.56
1918,-47.35
1917,-48.12
1916,-47.05
1915,-47.14
1914,NA
1913,-49.88
1912,-48.17
1911,-48.5
1910,-45.97
1909,-48.87
1908,-48.91
1907,-46.6
1906,-44.85
1905,-44.48
1904,-45.24
1903,-45.81
1902,-47.43
1901,-47.51
1900,-46.55
1899,-47.1
1898,-47.95
1897,-48.21
1896,-46.99
1895,-45.06
1894,-45.73
1893,-43.91
1892,-45.55
1891,-48.42
1890,-49.63
1889,-49.79
1888,-48.48
1887,-48.97
1886,-50.5
1885,-49.9
1884,-47.83
1883,-50.13
1882,-49.67
1881,-50.87
1880,-51.01
1879,-49.67
1878,-49.19
1877,-49.93
1876,-49.15
1875,-48.41
1874,-48.4
1873,-48.24
1872,-47.02
1871,-46.6
1870,-46.84
1869,-46.43
1868,-47.12
1867,-48.21
1866,-46.86
1865,-48.45
1864,-49.66
1863,-48.31
1862,-46.12
1861,-49.77
1860,-49.42
1859,-47.86
1858,-48.44
1857,-48.87
1856,-49.26
1855,-50.31
1854,NA
1853,-52.1
1852,-51.15
1851,NA
1850,-49.59
1849,-49.11
1848,-46.46
1847,-47.28
1846,-47.46
1845,-45.99
1844,-46.38
1843,-46.34
1842,-48.63
1841,-49.23
1840,-49.43
1839,-49.73
1838,-50.1
1837,-50.28
1836,-49.15
1835,-51.34
1834,-50.25
1833,-48.39
1832,-47.75
1831,-47.07
1830,-46.47
1829,-45.08
1828,-46.07
1827,-48.43
1826,-48.39
1825,-49.19
1824,-49.77
1823,-49.74
1822,-49.95
1821,-48.83
1820,-48.21
1819,NA
1818,-47.17
1817,-46.74
1816,-47.09
1815,-47.18
1814,-45.57
1813,-44.71
1812,-45.49
1811,-47.02
1810,-46.8
1809,-46.17
1808,-46.37
1807,-47.73
1806,-47.91
1805,-48.11
1804,-48.32
1803,-47.29
1802,-47.16
1801,-47.58
