year (AD),depth (cm),d18O (permil)
1999,0,2.73
1993,1,2.55
1986,2,2.52
1980,3,2.58
1977,3.4,2.73
1974,3.9,2.45
1971,4.3,2.85
1968,4.7,2.87
1973,4,3.27
1966,5,2.91
1965,5.1,2.56
1962,5.6,2.65
1959,6,2.99
1953,6.8,2.85
1951,7,2.93
1947,7.5,2.69
1944,8,2.94
1942,8.3,2.72
1936,9,2.78
1932,9.4,2.58
1929,9.9,2.69
1928,10,2.6
1925,10.3,2.75
1922,10.7,2.88
1920,11,3
1918,11.1,2.95
1915,11.6,2.96
1911,12,3.04
1903,13,2.96
1898,13.5,2.85
1894,14,2.88
1885,15,3.03
1881,15.4,3.02
1877,15.9,3.4
1876,16,2.96
1873,16.3,2.89
1869,16.8,2.88
1867,17,2.87
1865,17.2,2.81
1860,17.7,2.8
1857,18,3.11
1848,19,2.88
1840,19.8,3.11
1838,20,2.6
1833,20.5,2.97
1828,21,2.83
1826,21.3,3.16
1818,22,3.4
1813,22.5,3.22
1808,23,3.23
1803,23.5,3.15
1798,24,2.99
1793,24.5,2.98
1787,25,2.95
1784,25.3,2.83
1781,25.6,3.08
1778,25.9,2.68
1777,26,3.05
1769,26.7,2.69
1766,27,2.89
1755,28,2.89
1744,29,2.71
1733,30,2.86
1722,31,2.9
1711,32,2.47
1705,32.5,2.97
1700,33,2.4
1688,34,2.49
1677,35,2.42
1665,36,2.76
1653,37,2.41
1644,37.8,2.32
1641,38,2.72
1629,39,3.3
1617,40,2.84
1605,41,3.25
1597,41.7,2.95
1593,42,2.96
1588,42.4,3.01
1581,43,3.33
1569,44,2.66
1559,44.8,3.01
1556,45,2.89
1544,46,2.79
1540,46.3,2.97
1531,47,2.81
1530,47.1,2.94
1520,47.9,2.71
1519,48,2.95
1510,48.7,2.83
1506,49,2.73
1500,49.4,2.92
1493,50,2.69
1490,50.2,2.8
1480,51,2.84
1470,51.8,2.73
1468,52,2.55
1460,52.6,2.66
1455,53,2.4
1450,53.3,2.79
1442,54,2.39
1440,54.1,2.74
1430,54.9,2.6
1429,55,2.54
1420,55.7,2.57
1416,56,2.46
1410,56.4,2.49
1403,57,2.48
1400,57.2,2.55
1390,58,2.27
1377,59,2.46
1364,60,2.38
1350,61,2.27
1337,62,2.66
1331,62.5,2.37
1324,63,2.55
1311,64,2.3
1298,65,2.09
1291,65.5,2.5
1284,66,2.07
1271,67,2.37
1267,67.3,2.3
1262,67.7,2.18
1258,68,2.18
1246,68.9,2.25
1244,69,2.47
1234,69.8,2.36
1231,70,2.47
1222,70.7,2.26
1210,71.6,2.23
1191,73,2.49
1192,73,2.14
1185,73.4,1.97
1173,74.3,1.9
1161,75.2,2.65
1149,76.1,2.7
1137,77.1,2.65
1125,78,2.47
1113,78.9,2.61
1101,79.8,2.69
1089,80.7,2.74
1085,81,2.45
1077,81.6,2.76
1072,82,2.28
1059,83,2.35
1054,83.4,2.33
1045,84,2.33
1042,84.3,2.35
1032,85,2.21
1030,85.2,2.35
1019,86,2.29
1018,86.1,2.13
1006,87,2.48
993,88,2.3
986,88.5,2.03
980,89,2.27
967,90,2.36
956,90.8,2.28
954,91,2.82
945,91.7,2.25
941,92,2.31
934,92.5,2.25
928,93,2.12
924,93.3,2.15
915,94,1.98
913,94.2,2.56
902,95,2.25
898,95.3,2.54
894,95.7,2.33
889,96,2.29
877,97,1.83
864,98,1.87
858,98.5,1.72
851,99,2.09
845,99.5,1.79
839,100,2.29
836,100.3,1.93
832,100.5,1.8
829,100.8,1.69
826,101,2.11
823,101.3,1.95
820,101.5,1.91
817,101.8,1.91
814,102,2.04
807,102.5,2.09
801,103,2.2
791,103.8,2.23
789,104,2
781,104.7,2.33
776,105,2.23
770,105.5,2.43
764,106,2.29
760,106.3,2.39
752,107,1.94
750,107.2,2.23
740,108,2.16
734,108.5,2.25
728,109,2.13
724,109.3,2.32
720,109.7,2.46
716,110,2.06
712,110.3,2.11
707,110.7,1.86
704,111,2.03
692,112,1.98
680,113,2.02
668,114,2.07
661,114.6,2.18
656,115,2.13
654,115.1,2.1
648,115.7,2.02
644,116,1.92
641,116.3,1.76
639,116.4,1.85
635,116.8,2.1
633,117,2.19
621,118,2.05
618,118.3,1.79
615,118.5,1.97
610,119,2.08
604,119.5,1.77
598,120,1.92
593,120.5,2.18
587,121,2.31
584,121.3,2.25
581,121.5,2.28
576,122,2.31
570,122.5,2.34
564,123,2.1
563,123.1,2.16
559,123.5,2.09
553,124,1.7
542,125,1.69
531,126,1.75
520,127,1.65
510,128,1.68
499,129,1.41
488,130,1.82
477,131,1.71
467,132,1.93
456,133,2.08
446,134,1.77
436,135,1.74
426,136,1.36
415,137,1.7
405,138,1.85
395,139,1.6
385,140,1.27
376,141,1.7
366,142,1.63
356,143,1.71
347,144,1.98
337,145,1.79
328,146,1.74
318,147,1.73
309,148,1.62
300,149,1.06
291,150,1.62
282,151,1.72
273,152,1.82
264,153,1.8
255,154,2.06
246,155,1.61
238,156,1.46
229,157,1.5
221,158,1.77
212,159,1.76
204,160,1.57
196,161,1.5
188,162,1.56
180,163,1.47
172,164,1.22
164,165,1.18
156,166,1.24
148,167,1.28
141,168,1.4
133,169,1.41
125,170,1.63
118,171,1.32
111,172,1.03
103,173,1.2
96,174,1.56
89,175,1.45
82,176,1.79
75,177,1.73
68,178,1.4
61,179,1.38
54,180,1.03
47,181,1.31
41,182,1.1
34,183,0.92
28,184,1.55
21,185,1.5
15,186,1.64
8,187,1.32
2,188,1.53
-4,189,1.06
-10,190,1.34
-17,191,0.99
-23,192,1.2
-29,193,1.17
-35,194,1.54
-40,195,1.64
-46,196,1.25
-52,197,1.43
-58,198,1.54
-64,199,1.5
-69,200,1.26
-75,201,1.23
-80,202,1.49
-86,203,1.26
-91,204,1.07
-97,205,1.11
-102,206,1.49
-108,207,1.51
-113,208,1.46
-118,209,1.66
-124,210,1.57
-129,211,1.16
-134,212,1.3
-139,213,1.32
-145,214,1.39
-150,215,1.05
-155,216,1.24
-160,217,1.27
-165,218,1.28
-170,219,1.34
-175,220,1.38
-180,221,1.16
-185,222,0.93
-190,223,1.19
-195,224,1.25
-201,225,1.48
-206,226,1.16
-211,227,1.02
-216,228,1.32
-221,229,1.63
-226,230,1.41
-231,231,1.27
-236,232,1.51
-241,233,1.48
-246,234,1.75
-251,235,0.92
-256,236,1.39
-262,237,1.59
-267,238,1.51
-272,239,1.36
-277,240,1.37
-283,241,1.22
-288,242,1.42
-293,243,1.73
-299,244,1.42
-310,246,1.38
-316,247,1.24
-321,248,1.31
-327,249,1.53
-333,250,1.5
-338,251,1.18
-344,252,1.04
-350,253,1.37
