year (AD),d18O (permil)
1986,-53.85
1985,-54.383539345989
1984,-54.5897084219357
1983,-56.2466066013768
1982,-54.5344893886551
1981,-55.2941802723014
1980,-51.8716313365965
1979,-52.3945040203455
1978,-55.8373705239237
1977,-57.1222457328893
1976,-54.8458731602035
1975,-56.7250253974472
1974,-56.9911522536402
1973,-56.3558343984677
1972,-54.8719655817657
1971,-55.0556672811352
1970,-54.830991252946
1969,-54.3878278822571
1968,-53.9472932511145
1967,-54.1581102837895
1966,-54.3248272644681
1965,-56.3779341821841
1964,-57.2043059762888
1963,-55.680486753058
1962,-55.3230409614228
1961,-52.9699181387214
1960,-52.2671681443545
1959,-52.5197090780669
1958,-52.4283512439489
1957,-54.166970962599
1956,-56.8789811269443
1955,-56.8553153488455
1954,-53.1425014408054
1953,-51.849925156157
1952,-53.4488387625637
1951,-56.9080972616886
1950,-57.8171594483221
1949,-55.572327568843
1948,-52.2296509080028
1947,-54.4959601293046
1946,-56.102296145218
1945,-56.7197319062506
1944,-57.1470487122577
1943,-57.5616629339611
1942,-56.7455929475086
1941,-54.3742220350566
1940,-51.7323030913552
1939,-50.9435239767855
1938,-54.3302568419912
1937,-55.6053872113518
1936,-54.6739649163579
1935,-52.6401586918642
1934,-51.602410015718
1933,-54.2222911662662
1932,-56.4279069178875
1931,-57.9258179050716
1930,-58.2034457044007
1929,-57.0034396371106
1928,-54.702509663517
1927,-53.3655772034167
1926,-53.8805052502126
1925,-55.3898673395022
1924,-56.3733943518114
1923,-54.9952015312643
1922,-53.5050619538147
1921,-51.7800592312521
1920,-50.270839268563
1919,-54.2570543091213
1918,-54.6265008548187
1917,-51.5269479557246
1916,-52.2353190420604
1915,-54.1145023522439
1914,-54.9926503894521
1913,-56.6008561775693
1912,-56.8024921321631
1911,-55.3949155360417
1910,-55.2660949913531
1909,-53.1549631991478
1908,-51.1628658504645
1907,-49.6592683431345
1906,-50.9234084268936
1905,-53.8107934871898
1904,-56.2708105223118
1903,-56.4790412092987
1902,-55.5034176275635
1901,-55.657815734282
1900,-57.1904453435957
1899,-55.0716352132003
1898,-53.9012350543098
1897,-55.7419186083418
1896,-55.3713553655764
1895,-52.4000132057973
1894,-50.7016469421263
1893,-52.6509020816516
1892,-54.1931082625427
1891,-54.881535914581
1890,-54.995728427898
1889,-54.7644849418177
1888,-54.7479813356205
1887,-54.7242582784026
1886,-52.7694660971476
1885,-50.6342188258826
1884,-52.5468985491545
1883,-53.1584709125445
1882,-54.4773454261061
1881,-54.377010612001
1880,-54.71
1879,-54.9473260400134
1878,-55.5200652589034
1877,-55.273615780512
1876,-53.0914583388511
1875,-51.4747874643739
1874,-52.7907019432748
1873,-55.5252795526667
1872,-57.3464975245776
1871,-57.9262637393141
1870,-56.5463003283674
1869,-53.6661833564974
1868,-54.0804152158916
1867,-55.663231358429
1866,-52.9237672979626
1865,-52.6263026930208
1864,-53.4221093060616
1863,-54.0790718449019
1862,-54.5938024757669
1861,-55.0761756438993
1860,-55.7457519573037
1859,-56.0463146929263
1858,-56.8057346962957
1857,-55.7447070655225
1856,-53.8660114409856
1855,-55.5101556980105
1854,-58.9052451721757
1853,-59.2562608986614
1852,-58.0669642463668
1851,-56.8062895380652
1850,-57.3942139017455
