year (AD),depth (cm),d18O (permil)
2000.75,0.02,23.69
2000.73,0.36,24.29
2000.72,0.71,24.25
2000.71,1.05,24.74
2000.7,1.4,25.7
2000.69,1.75,26.33
2000.68,2.09,26.07
2000.67,2.44,26.01
2000.66,2.78,26.16
2000.65,3.13,25.97
2000.64,3.47,25.9
2000.63,3.82,25.53
2000.62,4.16,25.09
2000.61,4.51,24.77
2000.6,4.85,24.93
2000.59,5.2,25.36
2000.58,5.55,25.87
2000.57,5.89,25.16
2000.56,6.24,25.56
2000.55,6.58,25.66
2000.54,6.93,25.27
2000.53,7.27,25.87
2000.52,7.62,26.08
2000.51,7.96,26.72
2000.5,8.31,26.55
2000.48,8.65,26.35
2000.47,9,26.76
2000.46,9.35,26.51
2000.45,9.69,29.57
2000.44,10.04,29.76
2000.43,10.38,29.99
2000.42,10.73,29.19
2000.41,11.07,30.18
1999.96,11.42,29.97
1999.95,11.76,30.33
1999.94,12.11,29.85
1999.93,12.45,29.6
1999.92,12.8,29.64
1999.91,13.15,29.3
1999.9,13.49,29.91
1999.89,13.84,29.55
1999.88,14.18,28.81
1999.86,14.53,29.25
1999.85,14.87,29.22
1999.84,15.22,27.43
1999.83,15.56,26.39
1999.82,15.91,26.65
1999.81,16.25,25.72
1999.8,16.6,24.9
1999.79,16.95,24.83
1999.78,17.29,25.19
1999.77,17.64,24.94
1999.76,17.98,25.33
1999.75,18.33,25.26
1999.74,18.67,25.35
1999.73,19.02,25.73
1999.72,19.36,26.11
1999.71,19.71,26.24
1999.7,20.06,26.01
1999.69,20.4,25.92
1999.68,20.75,26.63
1999.67,21.09,26.7
1999.66,21.44,26.64
1999.65,21.78,26.63
1999.64,22.13,25.93
1999.63,22.47,25.25
1999.61,22.82,24.82
1999.6,23.16,24.9
1999.59,23.51,25.23
1999.58,23.86,25.44
1999.57,24.2,26.15
1999.56,24.55,26.29
1999.55,24.89,27.09
1999.54,25.24,27.17
1999.53,25.58,27.17
1999.52,25.93,27.48
1999.51,26.27,27.81
1999.5,26.62,28.88
1999.49,26.96,27.66
1999.48,27.31,28.8
1999.47,27.66,28.97
1999.46,28,28.64
1998.96,28.35,29.54
1998.93,28.69,28.93
1998.91,29.04,29.2
1998.88,29.38,29.2
1998.85,29.73,28.21
1998.83,30.07,28.17
1998.8,30.42,29.14
1998.77,30.76,27.47
1998.75,31.11,25.72
1998.72,31.46,25.02
1998.7,31.8,25.53
1998.67,32.15,25.61
1998.64,32.49,25.13
1998.62,32.84,25.48
1998.59,33.18,25.4
1998.56,33.53,25.16
1998.54,33.87,25.7
1998.51,34.22,25.98
1998.48,34.56,26.19
1998.46,34.91,26.26
1997.96,35.26,26.3
1997.93,35.6,26.29
1997.91,35.95,26.11
1997.89,36.29,26.06
1997.86,36.64,26.18
1997.84,36.98,25.94
1997.82,37.33,25.24
1997.79,37.67,25.57
1997.77,38.02,25.19
1997.74,38.37,24.98
1997.72,38.71,25.39
1997.7,39.06,25.42
1997.67,39.4,25.16
1997.65,39.75,25.19
1997.63,40.09,25.67
1997.6,40.44,25.95
1997.58,40.78,26.64
1997.55,41.13,26.77
1997.53,41.47,27.27
1997.51,41.82,27.79
1997.48,42.17,28.34
1997.46,42.51,28.7
1996.96,42.86,29.99
1996.94,43.2,29.68
1996.92,43.55,29.38
1996.9,43.89,29.46
1996.89,44.24,28.73
1996.87,44.58,28.07
1996.85,44.93,26.95
1996.83,45.27,26.29
1996.82,45.62,26.16
1996.8,45.97,26.09
1996.78,46.31,26.55
1996.76,46.66,26.35
1996.74,47,26.76
1996.73,47.35,26.83
1996.71,47.69,26.79
1996.69,48.04,26.69
1996.67,48.38,27.12
1996.65,48.73,27.11
1996.64,49.07,27.63
1996.62,49.42,27.56
1996.6,49.77,28.8
1996.58,50.11,28.76
1996.57,50.46,28.99
1996.55,50.8,28.84
1996.53,51.15,29.06
1996.51,51.49,29.28
1996.49,51.84,29.67
1996.48,52.18,29.75
1996.46,52.53,29.82
1995.96,52.87,29.98
1995.94,53.22,29.23
1995.92,53.57,28.99
1995.9,53.91,28.54
1995.88,54.26,26.9
1995.87,54.6,25.12
1995.85,54.95,24.2
1995.83,55.29,24
1995.81,55.64,23.83
1995.79,55.98,23.25
1995.77,56.33,23.59
1995.75,56.67,23.34
1995.74,57.02,23.72
1995.72,57.37,24.72
1995.7,57.71,25.31
1995.68,58.06,25.28
1995.66,58.4,26.37
