year (AD),depth (cm),d18O (permil)
1847,2,2.09
1767,6.2,0.49
1687,12.1,3.05
1607,18,3.22
1487,26.9,-2.19
1407,32.8,-2.18
1288,41.7,1.33
1208,47.6,0.24
1101,56.5,1.34
1048,62.4,1.24
968,71.3,2.11
915,77.2,2.89
835,86.1,1.49
782,92,3.08
571,114,1.56
531,118,1.21
450,126,0.73
410,130,-0.41
370,134,-0.29
310,140,-1.5
270,144,-2.69
209,150,-0.22
169,154,-0.61
109,160,-1.63
69,164,-1.3
9,170,-1.89
-32,174,-1.24
-92,180,-1.07
-132,184,1.05
-192,190,1.03
-232,194,3.87
-293,200,1.05
-333,204,1.4
-393,210,-1
-534,224,0.65
-554,226,1.03
-594,230,2.25
-654,236,2.99
-694,240,5.04
-755,246,2.55
-835,254,2.34
-855,256,0.89
-895,260,0.94
-935,264,1.55
-996,270,2.5
-1056,276,4.24
-1096,280,-3.5
-1156,286,-2.77
-1196,290,-4.14
-1257,296,-3.09
-1297,300,-1.4
-1357,306,-0.02
-1397,310,-0.26
-1458,316,0.96
-1518,322,-3.44
-1558,326,-3.73
-1618,332,-2.9
-1658,336,0.63
-1719,342,1.72
-1759,346,2.46
-1819,352,1.72
-1859,356,2.84
-1920,362,2.79
-1960,366,3.41
-2020,372,-1.6
-2060,376,-4.35
-2120,382,-1.82
-2161,386,-0.83
-2221,392,-3.13
-2261,396,-2.37
-2321,402,-3.51
-2345,406,-0.93
-2381,412,-1.79
-2393,414,-1.01
-2440,422,0.98
-2548,440,-0.87
-2608,450,0.28
-2667,460,-2.12
-2727,470,-2.28
-2786,480,-2.44
-2846,490,-0.73
-2906,500,-1.2
-2965,510,-1.79
-3025,520,-2.71
-3085,530,-2.2
-3109,534,-1.03
-3216,552,-2.56
-3276,562,-2.36
-3335,572,-3.97
-3395,582,-3.83
-3455,592,-2.02
-3514,602,-2.64
-3611,612,-2.18
-3708,622,2.23
-3805,632,-0.49
-3902,642,1.37
-3998,652,0.53
-4095,662,1.21
-4192,672,2.63
-4289,682,1.46
-4386,692,1.04
-4483,702,-0.04
-4580,712,-2.19
-4676,722,-1.22
-4696,724,-0.42
-4773,732,-1.71
-4812,736,0.31
-4870,742,-1.18
-4967,752,-2.08
-5064,762,-0.57
-5161,772,-3.29
-5248,781,-1.94
-5325,789,-2.65
-5403,797,-2.55
-5480,805,-1.95
-5558,813,-2.31
-5635,821,-2.1
-5713,829,-0.51
-5790,837,0.45
-5868,845,0.27
-5945,853,-4.66
-6023,861,-5.26
-6061,865,-2.77
-6100,869,-1.63
-6187,878,-2.22
-6265,886,-2.26
