year (AD),depth (cm),d18O (permil)
1948,NA,-4.08
1948.25,NA,-4.15
1948.5,NA,-3.78
1948.75,NA,-3.86
1949,NA,-3.73
1949.125,NA,-4.27
1949.25,NA,-4.37
1949.375,NA,-4.36
1949.5,NA,-4.42
1949.625,NA,-4.25
1949.75,NA,-3.82
1949.875,NA,-3.84
1950,NA,-3.69
1950.25,NA,-3.99
1950.5,NA,-4.04
1950.75,NA,-4.28
1951,NA,-3.65
1951.25,NA,-3.7
1951.5,NA,-3.8
1951.75,NA,-3.97
1952,NA,-3.88
1952.33,NA,-4.36
1952.66,NA,-4.4
1953,NA,-4.1
1953.2,NA,-4.16
1953.4,NA,-4.57
1953.6,NA,-4.48
1953.8,NA,-4.25
1954,NA,-4.23
1954.33,NA,-4.68
1954.66,NA,-4.65
1955,NA,-4.2
1955.166,NA,-3.94
1955.33,NA,-4.23
1955.5,NA,-4.24
1955.66,NA,-4.22
1955.833,NA,-4.03
1956,NA,-3.99
1956.25,NA,-4.07
1956.5,NA,-4.19
1956.75,NA,-4.07
1957,NA,-3.75
1957.33,NA,-4.06
1957.66,NA,-4.16
1958,NA,-3.91
1958.2,NA,-4.1
1958.4,NA,-4.19
1958.6,NA,-4.29
1958.8,NA,-4.11
1959,NA,-4.1
1959.5,NA,-4.53
1960,NA,-4.25
1960.33,NA,-4.54
1960.66,NA,-4.42
1961,NA,-4.27
1961.33,NA,-4.29
1961.66,NA,-4.22
1962,NA,-3.98
1962.25,NA,-4.4
1962.5,NA,-4.23
1962.75,NA,-3.95
1963,NA,-3.73
1963.33,NA,-4.08
1963.66,NA,-4.16
1964,NA,-3.85
1964.25,NA,-3.9
1964.5,NA,-4
1964.75,NA,-3.98
1965,NA,-3.7
1965.5,NA,-4.17
1966,NA,-3.92
1966.25,NA,-4.09
1966.5,NA,-4.28
1966.75,NA,-4.2
1967,NA,-3.98
1967.5,NA,-4.34
1968,NA,-3.82
1968.5,NA,-3.94
1969,NA,-3.99
1969.33,NA,-4.1
1969.66,NA,-4.01
1970,NA,-3.67
1970.33,NA,-4.22
1970.66,NA,-4
1971,NA,-3.51
1971.5,NA,-3.74
1972,NA,-3.65
1972.5,NA,-3.84
1973,NA,-3.44
1973.5,NA,-3.84
1974,NA,-3.7
1974.5,NA,-4.02
1975,NA,-3.78
1975.25,NA,-3.85
1975.5,NA,-4.24
1975.75,NA,-4.49
1976,NA,-4.35
1976.33,NA,-4.43
1976.66,NA,-4.45
1977,NA,-4.3
1977.25,NA,-4.41
1977.5,NA,-4.54
1977.75,NA,-4.56
1978,NA,-4.15
1978.25,NA,-4.57
1978.5,NA,-4.62
1978.75,NA,-4.34
1979,NA,-4.28
1979.33,NA,-4.94
1979.66,NA,-4.98
1980,NA,-4.41
1980.5,NA,-4.39
1981,NA,-4.08
1981.33,NA,-4.47
1981.66,NA,-4.26
1982,NA,-3.96
1982.5,NA,-4.14
1983,NA,-3.96
1983.33,NA,-4.03
1983.66,NA,-4.13
1984,NA,-3.69
1984.33,NA,-3.76
1984.66,NA,-3.88
1985,NA,-3.77
1985.5,NA,-3.94
1986,NA,-3.63
1986.33,NA,-3.93
1986.66,NA,-3.93
1987,NA,-3.71
1987.33,NA,-3.88
1987.66,NA,-4
1988,NA,-3.74
1988.33,NA,-3.85
1988.66,NA,-4.21
1989,NA,-3.9
1989.5,NA,-4.09
