year (AD) [1-1],depth (m) [1-1],dD (permil) [1-1],year (AD) [1-2],depth (m) [1-2],dD (permil) [1-2]
NA,NA,NA,1404.2,164.4,-267.32
NA,NA,NA,1403.9687,164.44,-258.47
NA,NA,NA,1403.875,164.47,-251.1
NA,NA,NA,1403.75,164.51,-252.69
NA,NA,NA,1403.6562,164.54,-261.48
NA,NA,NA,1403.5312,164.58,-269.93
NA,NA,NA,1403.4375,164.61,-273.05
NA,NA,NA,1403.3437,164.64,-272.4
NA,NA,NA,1403.2187,164.68,-268.58
NA,NA,NA,1403.125,164.71,-265.05
NA,NA,NA,1403,164.75,-266.56
NA,NA,NA,1402.85,164.78,-271.4
NA,NA,NA,1402.65,164.82,-278.15
NA,NA,NA,1402.5,164.85,-279.13
NA,NA,NA,1402.3,164.89,-277.24
NA,NA,NA,1402.15,164.92,-271.9
NA,NA,NA,1401.9412,164.96,-266.49
NA,NA,NA,1401.7059,165,-267.31
NA,NA,NA,1401.5294,165.03,-268.41
NA,NA,NA,1401.3529,165.06,-267.43
NA,NA,NA,1401.1176,165.1,-265.11
NA,NA,NA,1400.9286,165.14,-261.75
NA,NA,NA,1400.8214,165.17,-259.37
NA,NA,NA,1400.7143,165.2,-263.33
NA,NA,NA,1400.6071,165.23,-269.72
NA,NA,NA,1400.5,165.26,-282.85
NA,NA,NA,1400.3571,165.3,-291.56
NA,NA,NA,1400.25,165.33,-294.67
NA,NA,NA,1400.1429,165.36,-291.08
NA,NA,NA,1400.0357,165.39,-286.34
NA,NA,NA,1399.913,165.42,-281.38
NA,NA,NA,1399.7391,165.46,-279.08
NA,NA,NA,1399.6087,165.49,-279.47
NA,NA,NA,1399.4783,165.52,-279.34
NA,NA,NA,1399.3478,165.55,-275.23
NA,NA,NA,1399.2174,165.58,-268.69
NA,NA,NA,1399.0435,165.62,-262.76
NA,NA,NA,1398.9444,165.65,-258.03
NA,NA,NA,1398.8611,165.68,-256.2
NA,NA,NA,1398.7778,165.71,-258.64
NA,NA,NA,1398.6944,165.74,-264.71
NA,NA,NA,1398.5833,165.78,-266.27
NA,NA,NA,1398.5,165.81,-268.17
NA,NA,NA,1398.4167,165.84,-267.82
NA,NA,NA,1398.3333,165.87,-264.69
NA,NA,NA,1398.25,165.9,-265.01
NA,NA,NA,1398.1389,165.94,-268.53
NA,NA,NA,1398.0556,165.97,-273.99
NA,NA,NA,1397.9444,166,-280.89
NA,NA,NA,1397.7778,166.03,-281.61
NA,NA,NA,1397.5556,166.07,-276.56
NA,NA,NA,1397.3889,166.1,-271.5
NA,NA,NA,1397.2222,166.13,-263.63
NA,NA,NA,1397.0556,166.16,-260.35
NA,NA,NA,1396.9143,166.2,-261.54
NA,NA,NA,1396.8286,166.23,-265.37
NA,NA,NA,1396.7429,166.26,-267.13
NA,NA,NA,1396.6571,166.29,-264.7
NA,NA,NA,1396.5429,166.33,-260.14
NA,NA,NA,1396.4571,166.36,-250.82
NA,NA,NA,1396.3714,166.39,-249.07
NA,NA,NA,1396.2571,166.43,-252.83
NA,NA,NA,1396.1714,166.46,-252.33
NA,NA,NA,1396.0857,166.49,-255.91
NA,NA,NA,1396,166.52,-261.9
NA,NA,NA,1395.8333,166.56,-270.5
NA,NA,NA,1395.7083,166.59,-272.19
NA,NA,NA,1395.5833,166.62,-270.38
NA,NA,NA,1395.4167,166.66,-266.77
NA,NA,NA,1395.2917,166.69,-261.14
NA,NA,NA,1395.1667,166.72,-258.62
NA,NA,NA,1395.0417,166.75,-258.85
NA,NA,NA,1394.5,166.79,-262.06
NA,NA,NA,1394,166.82,-267.21
NA,NA,NA,1393.88,166.85,-272.9
NA,NA,NA,1393.76,166.88,-275.34
NA,NA,NA,1393.6,166.92,-275.4
NA,NA,NA,1393.48,166.95,-273.39
NA,NA,NA,1393.32,166.99,-274.38
NA,NA,NA,1393.2,167.02,-279.21
NA,NA,NA,1393.08,167.05,-287.57
NA,NA,NA,1392.95,167.09,-293.44
NA,NA,NA,1392.875,167.12,-294.51
NA,NA,NA,1392.8,167.15,-290.86
NA,NA,NA,1392.725,167.18,-283.12
NA,NA,NA,1392.65,167.21,-270.83
NA,NA,NA,1392.55,167.25,-264.55
NA,NA,NA,1392.475,167.28,-265.3
NA,NA,NA,1392.4,167.31,-264.76
NA,NA,NA,1392.225,167.38,-273.67
NA,NA,NA,1392.15,167.41,-275.17
NA,NA,NA,1392.075,167.44,-269.29
NA,NA,NA,1391.85,167.5,-257.35
NA,NA,NA,1391.65,167.54,-257.98
NA,NA,NA,1391.5,167.57,-264.75
NA,NA,NA,1391.35,167.6,-273.85
NA,NA,NA,1391.2,167.63,-280.9
NA,NA,NA,1391.05,167.66,-285.76
NA,NA,NA,1390.8,167.7,-287.53
NA,NA,NA,1390.6,167.73,-286.85
NA,NA,NA,1390.4,167.76,-287.13
NA,NA,NA,1390.2,167.79,-284.54
NA,NA,NA,1390,167.82,-279.8
NA,NA,NA,1389.7333,167.86,-277.47
NA,NA,NA,1389.5333,167.89,-265.59
NA,NA,NA,1389.3333,167.92,-261.84
NA,NA,NA,1389.1333,167.95,-259.17
NA,NA,NA,1388.8667,167.99,-258.5
NA,NA,NA,1388.7333,168.01,-261.13
NA,NA,NA,1388.5333,168.04,-267.4
NA,NA,NA,1388.2667,168.08,-272.3
NA,NA,NA,1388.0667,168.11,-272.69
NA,NA,NA,1387.9,168.14,-270.95
NA,NA,NA,1387.75,168.17,-267
NA,NA,NA,1387.55,168.21,-263.34
NA,NA,NA,1387.4,168.24,-262.65
NA,NA,NA,1387.25,168.27,-264.68
NA,NA,NA,1387.05,168.31,-268.26
NA,NA,NA,1386.9394,168.34,-274.07
NA,NA,NA,1386.8182,168.38,-278
NA,NA,NA,1386.7273,168.41,-277.2
NA,NA,NA,1386.6364,168.44,-276.82
NA,NA,NA,1386.5151,168.48,-275.47
NA,NA,NA,1386.4242,168.51,-274.33
NA,NA,NA,1386.3333,168.54,-273.43
NA,NA,NA,1386.2424,168.57,-273.19
NA,NA,NA,1386.1212,168.61,-271.05
NA,NA,NA,1386.0303,168.64,-270.71
NA,NA,NA,1385.913,168.67,-272.81
NA,NA,NA,1385.7391,168.71,-276.92
NA,NA,NA,1385.6087,168.74,-280.73
NA,NA,NA,1385.4783,168.77,-280.47
NA,NA,NA,1385.3478,168.8,-274.53
NA,NA,NA,1385.1739,168.84,-267.1
NA,NA,NA,1385.0435,168.87,-261.52
NA,NA,NA,1384.92,168.9,-259.3
NA,NA,NA,1384.8,168.93,-260.31
NA,NA,NA,1384.64,168.97,-267.14
NA,NA,NA,1384.52,169,-270.2
NA,NA,NA,1384.4,169.03,-272.17
NA,NA,NA,1384.28,169.06,-270.19
NA,NA,NA,1384.16,169.09,-266.93
NA,NA,NA,1384.04,169.12,-263.79
NA,NA,NA,1383.913,169.15,-263.73
NA,NA,NA,1383.7826,169.18,-265.11
NA,NA,NA,1383.6522,169.21,-272.58
NA,NA,NA,1383.5217,169.24,-277.31
NA,NA,NA,1383.3913,169.27,-279.97
NA,NA,NA,1383.2609,169.3,-279.98
NA,NA,NA,1383.1304,169.33,-280.49
NA,NA,NA,1383,169.36,-280.52
NA,NA,NA,1382.88,169.39,-279.13
NA,NA,NA,1382.76,169.42,-282.54
NA,NA,NA,1382.64,169.45,-285.16
NA,NA,NA,1382.52,169.48,-286.82
NA,NA,NA,1382.44,169.5,-284.85
NA,NA,NA,1382.32,169.53,-282.31
NA,NA,NA,1382.2,169.56,-277.75
NA,NA,NA,1382.08,169.59,-273.87
NA,NA,NA,1381.9474,169.62,-268.97
NA,NA,NA,1381.7895,169.65,-272.72
NA,NA,NA,1381.6316,169.68,-274.95
NA,NA,NA,1381.4737,169.71,-280.96
NA,NA,NA,1381.3158,169.74,-284.04
NA,NA,NA,1381.1579,169.77,-285.62
NA,NA,NA,1381,169.8,-285.15
NA,NA,NA,1380.8333,169.83,-285.17
NA,NA,NA,1380.6667,169.86,-286.28
NA,NA,NA,1380.5,169.89,-287.62
NA,NA,NA,1380.3333,169.92,-288.66
NA,NA,NA,1380.1667,169.95,-287.13
NA,NA,NA,1380,169.98,-285.59
NA,NA,NA,1379.8571,170,-286.56
NA,NA,NA,1379.6429,170.03,-288.85
NA,NA,NA,1379.3571,170.07,-292.72
NA,NA,NA,1379.1429,170.1,-291.54
NA,NA,NA,1378.9667,170.13,-286.51
NA,NA,NA,1378.8333,170.17,-276.16
NA,NA,NA,1378.7333,170.2,-264.33
NA,NA,NA,1378.6333,170.23,-256
NA,NA,NA,1378.5,170.27,-253.99
NA,NA,NA,1378.4,170.3,-260.19
NA,NA,NA,1378.3,170.33,-268.46
NA,NA,NA,1378.1667,170.37,-272.04
NA,NA,NA,1378.0667,170.4,-258.33
NA,NA,NA,1377.9583,170.43,-252.54
NA,NA,NA,1377.7917,170.47,-255.8
NA,NA,NA,1377.6667,170.5,-257.36
NA,NA,NA,1377.5417,170.53,-259.08
NA,NA,NA,1377.375,170.57,-259.04
NA,NA,NA,1377.25,170.6,-258.88
NA,NA,NA,1377.125,170.63,-261.18
NA,NA,NA,1376.9615,170.67,-263.82
NA,NA,NA,1376.8461,170.7,-267.6
NA,NA,NA,1376.7308,170.73,-272.04
NA,NA,NA,1376.5769,170.77,-273.64
NA,NA,NA,1376.4615,170.8,-273.4
NA,NA,NA,1376.3461,170.83,-271.3
NA,NA,NA,1376.1923,170.87,-269.2
NA,NA,NA,1376.0769,170.9,-262.71
NA,NA,NA,1375.9474,170.93,-260.31
NA,NA,NA,1375.7368,170.97,-271.25
NA,NA,NA,1375.5789,171,-273.59
NA,NA,NA,1375.421,171.03,-274.77
NA,NA,NA,1375.2105,171.07,-274.44
NA,NA,NA,1375.0526,171.1,-272.93
NA,NA,NA,1374.9167,171.13,-270.99
NA,NA,NA,1374.7917,171.16,-268.43
NA,NA,NA,1374.625,171.2,-271.99
NA,NA,NA,1374.5,171.23,-275.96
NA,NA,NA,1374.375,171.26,-277.27
NA,NA,NA,1374.25,171.29,-276.31
NA,NA,NA,1374.0833,171.33,-272.66
NA,NA,NA,1373.9565,171.36,-276.73
NA,NA,NA,1373.8261,171.39,-269.23
NA,NA,NA,1373.6522,171.43,-272.14
NA,NA,NA,1373.5217,171.46,-274.69
NA,NA,NA,1373.3913,171.49,-275.13
NA,NA,NA,1373.2609,171.52,-271.11
NA,NA,NA,1373.087,171.56,-267.37
NA,NA,NA,1372.9677,171.59,-264.21
NA,NA,NA,1372.871,171.62,-265
NA,NA,NA,1372.7419,171.66,-273.81
NA,NA,NA,1372.6452,171.69,-279.75
NA,NA,NA,1372.5484,171.72,-279.45
NA,NA,NA,1372.4516,171.75,-272.79
NA,NA,NA,1372.3226,171.79,-263.65
NA,NA,NA,1372.2258,171.82,-255.6
NA,NA,NA,1372.129,171.85,-256.08
NA,NA,NA,1372.0323,171.88,-262.49
NA,NA,NA,1371.7857,171.92,-271.85
NA,NA,NA,1371.5714,171.95,-275.88
NA,NA,NA,1371.3571,171.98,-276.95
NA,NA,NA,1371.2143,172,-272.88
NA,NA,NA,1371,172.03,-268.52
NA,NA,NA,1370.875,172.06,-262
NA,NA,NA,1370.75,172.09,-261.8
NA,NA,NA,1370.5833,172.13,-267.24
NA,NA,NA,1370.4583,172.16,-274.56
NA,NA,NA,1370.3333,172.19,-277.32
NA,NA,NA,1370.2083,172.22,-278.04
NA,NA,NA,1370.0833,172.25,-274.41
NA,NA,NA,1369.9583,172.28,-269.71
NA,NA,NA,1369.8333,172.31,-267.67
NA,NA,NA,1369.7083,172.34,-269.73
NA,NA,NA,1369.5417,172.38,-276.07
NA,NA,NA,1369.4167,172.41,-275.75
NA,NA,NA,1369.2917,172.44,-277.96
NA,NA,NA,1369.1667,172.47,-273.53
NA,NA,NA,1369.0417,172.5,-265.42
NA,NA,NA,1368.9167,172.53,-261.19
NA,NA,NA,1368.7917,172.56,-257.51
NA,NA,NA,1368.6667,172.59,-256.89
NA,NA,NA,1368.5,172.63,-258.29
NA,NA,NA,1368.375,172.66,-258.89
NA,NA,NA,1368.25,172.69,-256.5
NA,NA,NA,1368.125,172.72,-253.6
NA,NA,NA,1368,172.75,-252.35
NA,NA,NA,1367.8696,172.78,-255.77
NA,NA,NA,1367.7391,172.81,-267.21
NA,NA,NA,1367.6087,172.84,-275.46
NA,NA,NA,1367.4348,172.88,-280.73
NA,NA,NA,1367.3043,172.91,-281.39
NA,NA,NA,1367.1739,172.94,-279.54
NA,NA,NA,1367.0435,172.97,-277.63
NA,NA,NA,1366.875,173,-275.78
NA,NA,NA,1366.3125,173.09,-270.7
NA,NA,NA,1366.0625,173.13,-264.92
NA,NA,NA,1365.931,173.16,-262
NA,NA,NA,1365.8276,173.19,-262.44
NA,NA,NA,1365.7241,173.22,-267.3
NA,NA,NA,1365.5862,173.26,-274.49
NA,NA,NA,1365.4828,173.29,-279.62
NA,NA,NA,1365.3793,173.32,-280.88
NA,NA,NA,1365.2759,173.35,-278.17
NA,NA,NA,1365.1379,173.39,-273.76
NA,NA,NA,1365.0345,173.42,-269.39
NA,NA,NA,1364.8333,173.45,-265.15
NA,NA,NA,1364.5,173.49,-258.5
NA,NA,NA,1364.25,173.52,-259.3
NA,NA,NA,1364,173.55,-258.41
NA,NA,NA,1363.9,173.58,-260.34
NA,NA,NA,1363.7667,173.62,-264.19
NA,NA,NA,1363.6667,173.65,-271.6
NA,NA,NA,1363.5667,173.68,-274.93
NA,NA,NA,1363.4667,173.71,-275.22
NA,NA,NA,1363.3667,173.74,-276.77
NA,NA,NA,1363.2667,173.77,-269.67
NA,NA,NA,1363.1667,173.8,-265.23
NA,NA,NA,1363.0667,173.83,-262.26
NA,NA,NA,1363,173.85,-259.53
NA,NA,NA,1362.88,173.88,-258.5
NA,NA,NA,1362.76,173.91,-262.45
NA,NA,NA,1362.64,173.94,-265.73
NA,NA,NA,1362.52,173.97,-266.1
NA,NA,NA,1362.4,174,-267.74
NA,NA,NA,1362.28,174.03,-272.35
NA,NA,NA,1362.16,174.06,-286.17
NA,NA,NA,1362.04,174.09,-290.99
NA,NA,NA,1361.875,174.12,-291.6
NA,NA,NA,1361.6875,174.15,-289.3
NA,NA,NA,1361.4375,174.19,-281.34
NA,NA,NA,1361.25,174.22,-270.73
NA,NA,NA,1361.0625,174.25,-267.19
NA,NA,NA,1360.8333,174.28,-275.05
NA,NA,NA,1360.5833,174.31,-275.1
NA,NA,NA,1360.3333,174.34,-272.83
NA,NA,NA,1360.0833,174.37,-270.77
NA,NA,NA,1359.9091,174.4,-269.86
NA,NA,NA,1359.7727,174.43,-268.4
NA,NA,NA,1359.6364,174.46,-270.48
NA,NA,NA,1359.4545,174.5,-271.74
NA,NA,NA,1359.3182,174.53,-272.28
NA,NA,NA,1359.1818,174.56,-267
NA,NA,NA,1359.0454,174.59,-260
NA,NA,NA,1358.8,174.62,-272
NA,NA,NA,1358.5,174.65,-271
NA,NA,NA,1358.2,174.68,-270.5
NA,NA,NA,1357.9583,174.71,-268
NA,NA,NA,1357.8333,174.74,-267.5
NA,NA,NA,1357.7083,174.77,-267.07
NA,NA,NA,1357.5833,174.8,-267
NA,NA,NA,1357.4167,174.84,-266.7
NA,NA,NA,1357.2917,174.87,-266
NA,NA,NA,1357.1667,174.9,-276
NA,NA,NA,1357.0417,174.93,-273.55
NA,NA,NA,1356.8889,174.96,-274.98
NA,NA,NA,1356.7222,174.99,-278.25
NA,NA,NA,1356.5556,175.02,-280.34
NA,NA,NA,1356.3889,175.05,-281.03
NA,NA,NA,1356.2222,175.08,-274.4
NA,NA,NA,1356.0556,175.11,-271.43
NA,NA,NA,1355.7778,175.14,-270.5
NA,NA,NA,1355.4444,175.17,-274
NA,NA,NA,1355.1111,175.2,-271
NA,NA,NA,1354.9,175.23,-272.52
NA,NA,NA,1354.75,175.26,-275.91
NA,NA,NA,1354.6,175.29,-276.17
NA,NA,NA,1354.45,175.32,-274.09
NA,NA,NA,1354.3,175.35,-273.1
NA,NA,NA,1354.15,175.38,-274.41
NA,NA,NA,1354,175.41,-277
NA,NA,NA,1353.8571,175.44,-281.81
NA,NA,NA,1353.7143,175.47,-292.84
NA,NA,NA,1353.5714,175.5,-302.57
NA,NA,NA,1353.4762,175.52,-303.95
NA,NA,NA,1353.3333,175.55,-300.49
NA,NA,NA,1353.1905,175.58,-297.15
NA,NA,NA,1353.0476,175.61,-293.36
NA,NA,NA,1352.9231,175.64,-288.76
NA,NA,NA,1352.8077,175.67,-282.25
NA,NA,NA,1352.6923,175.7,-277.49
NA,NA,NA,1352.5769,175.73,-273.59
NA,NA,NA,1352.4615,175.76,-269.42
NA,NA,NA,1352.3461,175.79,-265.89
NA,NA,NA,1352.2308,175.82,-260.73
NA,NA,NA,1352.1154,175.85,-257.18
NA,NA,NA,1352,175.88,-254.74
NA,NA,NA,1351.88,175.91,-255.23
NA,NA,NA,1351.76,175.94,-260.96
NA,NA,NA,1351.64,175.97,-268.23
NA,NA,NA,1351.52,176,-276.9
NA,NA,NA,1351.4,176.03,-280.5
NA,NA,NA,1351.28,176.06,-283
NA,NA,NA,1351.16,176.09,-283.98
NA,NA,NA,1351.04,176.12,-283.57
NA,NA,NA,1350.9231,176.15,-284.07
NA,NA,NA,1350.8077,176.18,-285.39
NA,NA,NA,1350.6923,176.21,-291.07
NA,NA,NA,1350.5769,176.24,-292.32
NA,NA,NA,1350.4615,176.27,-291.74
NA,NA,NA,1350.3461,176.3,-290.24
NA,NA,NA,1350.2308,176.33,-286.89
NA,NA,NA,1350.1154,176.36,-281.61
NA,NA,NA,1350,176.39,-276.34
NA,NA,NA,1349.875,176.42,-276.66
NA,NA,NA,1349.75,176.45,-277.02
NA,NA,NA,1349.625,176.48,-273.8
NA,NA,NA,1349.4583,176.52,-268.13
NA,NA,NA,1349.3333,176.55,-263.49
NA,NA,NA,1349.2083,176.58,-260.3
NA,NA,NA,1349.0833,176.61,-259.5
NA,NA,NA,1348.9412,176.64,-260.76
NA,NA,NA,1348.7647,176.67,-267.61
NA,NA,NA,1348.5882,176.7,-274.33
NA,NA,NA,1348.4118,176.73,-278.1
NA,NA,NA,1348.2353,176.76,-274.72
NA,NA,NA,1348.0588,176.79,-270.2
NA,NA,NA,1347.9167,176.82,-266.98
NA,NA,NA,1347.7917,176.85,-268.35
NA,NA,NA,1347.6667,176.88,-273.97
NA,NA,NA,1347.5417,176.91,-282.95
NA,NA,NA,1347.4167,176.94,-285.96
NA,NA,NA,1347.2917,176.97,-287.08
NA,NA,NA,1347.1667,177,-282.12
NA,NA,NA,1347.0417,177.03,-274.5
NA,NA,NA,1346.8823,177.06,-270.53
NA,NA,NA,1346.7059,177.09,-268.49
NA,NA,NA,1346.4706,177.13,-270.76
NA,NA,NA,1346.2941,177.16,-273.29
NA,NA,NA,1346.1176,177.19,-270.66
NA,NA,NA,1345.9677,177.22,-269.32
NA,NA,NA,1345.871,177.25,-268
NA,NA,NA,1345.7742,177.28,-265.48
NA,NA,NA,1345.6774,177.31,-268.83
NA,NA,NA,1345.5806,177.34,-271.37
NA,NA,NA,1345.4516,177.38,-270.79
NA,NA,NA,1345.3548,177.41,-268.68
NA,NA,NA,1345.2581,177.44,-268.08
NA,NA,NA,1345.1613,177.47,-268.52
NA,NA,NA,1345.0645,177.5,-272.25
NA,NA,NA,1344.9412,177.53,-276.4
NA,NA,NA,1344.7647,177.56,-285.01
NA,NA,NA,1344.5882,177.59,-289.77
NA,NA,NA,1344.3529,177.63,-287.28
NA,NA,NA,1344.1765,177.66,-283.96
NA,NA,NA,1344,177.69,-272.17
NA,NA,NA,1343.85,177.72,-265.14
NA,NA,NA,1343.7,177.75,-257.33
NA,NA,NA,1343.55,177.78,-254.81
NA,NA,NA,1343.4,177.81,-255.76
NA,NA,NA,1343.25,177.84,-260.31
NA,NA,NA,1343.05,177.88,-271.18
NA,NA,NA,1342.9048,177.91,-273.8
NA,NA,NA,1342.7619,177.94,-274.14
NA,NA,NA,1342.619,177.97,-270.55
NA,NA,NA,1342.4762,178,-267.75
NA,NA,NA,1342.3333,178.03,-263.38
NA,NA,NA,1342.1905,178.06,-260.34
NA,NA,NA,1342.0476,178.09,-260.68
NA,NA,NA,1341.9,178.12,-265.96
NA,NA,NA,1341.75,178.15,-268.25
NA,NA,NA,1341.6,178.18,-271.01
NA,NA,NA,1341.45,178.21,-266.87
NA,NA,NA,1341.3,178.24,-260.78
NA,NA,NA,1341.15,178.27,-254.92
NA,NA,NA,1341,178.3,-256.92
NA,NA,NA,1340.75,178.35,-268.77
NA,NA,NA,1340.5,178.4,-274.29
NA,NA,NA,1340.2,178.46,-274.65
NA,NA,NA,1339.9545,178.51,-273.97
NA,NA,NA,1339.8182,178.54,-272.11
NA,NA,NA,1339.6818,178.57,-271.08
NA,NA,NA,1339.5,178.61,-274.09
NA,NA,NA,1339.3636,178.64,-279.7
NA,NA,NA,1339.2273,178.67,-280.59
NA,NA,NA,1339.0909,178.7,-278.79
NA,NA,NA,1338.931,178.74,-273.92
NA,NA,NA,1338.8276,178.77,-268.38
NA,NA,NA,1338.7241,178.8,-265.68
NA,NA,NA,1338.6207,178.83,-265.98
NA,NA,NA,1338.5172,178.86,-271.81
NA,NA,NA,1338.3793,178.9,-275.55
NA,NA,NA,1338.2759,178.93,-278.46
NA,NA,NA,1338.1724,178.96,-278.58
NA,NA,NA,1338.0345,179,-274.92
NA,NA,NA,1337.913,179.03,-275.8
NA,NA,NA,1337.7391,179.07,-277.97
NA,NA,NA,1337.6087,179.1,-282.81
NA,NA,NA,1337.4348,179.14,-281.02
NA,NA,NA,1337.3043,179.17,-275.32
NA,NA,NA,1337.1304,179.21,-267.4
NA,NA,NA,1337,179.24,-263.93
NA,NA,NA,1336.8182,179.28,-261.47
NA,NA,NA,1336.6818,179.31,-267.23
NA,NA,NA,1336.5454,179.34,-272.66
NA,NA,NA,1336.3636,179.38,-272.46
NA,NA,NA,1336.2273,179.41,-269.25
NA,NA,NA,1336.0454,179.45,-266.08
NA,NA,NA,1335.9524,179.48,-263.32
NA,NA,NA,1335.8571,179.52,-262.33
NA,NA,NA,1335.7857,179.55,-265.37
NA,NA,NA,1335.6905,179.59,-272.66
NA,NA,NA,1335.619,179.62,-274.84
NA,NA,NA,1335.5238,179.66,-272.16
NA,NA,NA,1335.4524,179.69,-265.25
NA,NA,NA,1335.3809,179.72,-259.28
NA,NA,NA,1335.2857,179.76,-257.89
NA,NA,NA,1335.2143,179.79,-255
NA,NA,NA,1335.119,179.83,-265.57
NA,NA,NA,1335.0476,179.86,-270.78
NA,NA,NA,1334.8,179.9,-268.73
NA,NA,NA,1334.5,179.93,-264.81
NA,NA,NA,1334.1,179.97,-261.75
NA,NA,NA,1333.6429,180.03,-262.83
NA,NA,NA,1333.3571,180.07,-269.73
NA,NA,NA,1333.1429,180.1,-279.86
NA,NA,NA,1332.9655,180.13,-289.35
NA,NA,NA,1332.8276,180.17,-290.68
NA,NA,NA,1332.7241,180.2,-286.85
NA,NA,NA,1332.5862,180.24,-283.58
NA,NA,NA,1332.4828,180.27,-274.26
NA,NA,NA,1332.3793,180.3,-274.15
NA,NA,NA,1332.2414,180.34,-273.44
NA,NA,NA,1332.1379,180.37,-272.86
NA,NA,NA,1332.0345,180.4,-267.74
NA,NA,NA,1331.7778,180.47,-267.89
NA,NA,NA,1331.6667,180.5,-274.62
NA,NA,NA,1331.5185,180.54,-278
NA,NA,NA,1331.4074,180.57,-277.95
NA,NA,NA,1331.2593,180.61,-272.38
NA,NA,NA,1331.1481,180.64,-267.25
NA,NA,NA,1331.037,180.67,-262.66
NA,NA,NA,1330.9032,180.71,-260.05
NA,NA,NA,1330.8064,180.74,-260.5
NA,NA,NA,1330.7097,180.77,-263.1
NA,NA,NA,1330.5806,180.81,-263.93
NA,NA,NA,1330.4839,180.84,-263.81
NA,NA,NA,1330.3548,180.88,-263.87
NA,NA,NA,1330.2581,180.91,-267.83
NA,NA,NA,1330.1613,180.94,-270.17
NA,NA,NA,1330.0323,180.98,-278.12
NA,NA,NA,1329.7778,181.01,-275.67
NA,NA,NA,1329.4444,181.04,-272.55
NA,NA,NA,1329,181.08,-267.86
NA,NA,NA,1328.8333,181.11,-266.78
NA,NA,NA,1328.6111,181.15,-269.22
NA,NA,NA,1328.4444,181.18,-271.8
NA,NA,NA,1328.2778,181.21,-273.2
NA,NA,NA,1328.0556,181.25,-272.62
NA,NA,NA,1327.9524,181.28,-271.6
NA,NA,NA,1327.8571,181.32,-270.66
NA,NA,NA,1327.7857,181.35,-271.47
NA,NA,NA,1327.619,181.42,-279.77
NA,NA,NA,1327.5476,181.45,-279.74
NA,NA,NA,1327.4524,181.49,-281.17
NA,NA,NA,1327.3809,181.52,-280.32
NA,NA,NA,1327.2857,181.56,-281.88
NA,NA,NA,1327.2143,181.59,-283.57
NA,NA,NA,1327.1429,181.62,-284.95
NA,NA,NA,1327.0476,181.66,-284.16
NA,NA,NA,1326.9231,181.69,-281.33
NA,NA,NA,1326.6154,181.73,-278.19
NA,NA,NA,1326.3846,181.76,-282.27
NA,NA,NA,1326.0769,181.8,-289.42
NA,NA,NA,1325.8571,181.83,-292.94
NA,NA,NA,1325.6429,181.86,-292.2
NA,NA,NA,1325.3571,181.9,-290.44
NA,NA,NA,1325.1429,181.93,-287.51
NA,NA,NA,1324.8889,181.97,-286.85
NA,NA,NA,1324.7222,182,-276.93
NA,NA,NA,1324.5556,182.03,-269.46
NA,NA,NA,1324.3333,182.07,-280.76
NA,NA,NA,1324.1667,182.1,-291.79
NA,NA,NA,1324,182.13,-292.8
NA,NA,NA,1323.8095,182.17,-292.52
NA,NA,NA,1323.6667,182.2,-286.96
NA,NA,NA,1323.5238,182.23,-280.74
NA,NA,NA,1323.3809,182.26,-276.01
NA,NA,NA,1323.1905,182.3,-273.68
NA,NA,NA,1323.0476,182.33,-277.07
NA,NA,NA,1322.9444,182.36,-280.89
NA,NA,NA,1322.8333,182.4,-282.7
NA,NA,NA,1322.75,182.43,-268.01
NA,NA,NA,1322.6667,182.46,-264.4
NA,NA,NA,1322.5556,182.5,-265.63
NA,NA,NA,1322.4722,182.53,-269.56
NA,NA,NA,1322.3889,182.56,-270.43
NA,NA,NA,1322.3056,182.59,-267.37
NA,NA,NA,1322.1944,182.63,-262.43
NA,NA,NA,1322.1111,182.66,-258.23
NA,NA,NA,1322.0278,182.69,-257.69
NA,NA,NA,1321.8929,182.73,-257.78
NA,NA,NA,1321.7857,182.76,-261.33
NA,NA,NA,1321.6786,182.79,-266.4
NA,NA,NA,1321.5357,182.83,-267.58
NA,NA,NA,1321.4286,182.86,-268.49
NA,NA,NA,1321.3214,182.89,-263.65
NA,NA,NA,1321.2143,182.92,-256.53
NA,NA,NA,1321.0714,182.96,-250.92
NA,NA,NA,1320.96,182.99,-250
NA,NA,NA,1320.84,183.02,-251.96
NA,NA,NA,1320.68,183.06,-261.42
NA,NA,NA,1320.56,183.09,-269.65
NA,NA,NA,1320.44,183.12,-274.02
NA,NA,NA,1320.28,183.16,-275.98
NA,NA,NA,1320.16,183.19,-273.68
NA,NA,NA,1320,183.23,-271.95
NA,NA,NA,1319.8235,183.26,-269.54
NA,NA,NA,1319.6471,183.29,-269.11
NA,NA,NA,1319.4118,183.33,-268.22
NA,NA,NA,1319.2353,183.36,-264.12
NA,NA,NA,1319.0588,183.39,-257.38
NA,NA,NA,1318.8846,183.43,-256.19
NA,NA,NA,1318.7692,183.46,-256.18
NA,NA,NA,1318.6538,183.49,-263.1
NA,NA,NA,1318.5,183.53,-272.56
NA,NA,NA,1318.3846,183.56,-279.25
NA,NA,NA,1318.2308,183.6,-286.36
NA,NA,NA,1318.1154,183.63,-287.2
NA,NA,NA,1318,183.66,-286.57
NA,NA,NA,1317.8621,183.7,-289.07
