year (AD),depth (cm),d18O (permil)
1997,NA,-5.21
1996,NA,-5.68
1995,NA,-5.66
1994,NA,-5.52
1993,NA,-5.35
1992,NA,-5.35
1991,NA,-5.4
1990,NA,-5.5
1989,NA,-5.62
1988,NA,-5.68
1987,NA,-5.35
1986,NA,-5.49
1985,NA,-5.71
1984,NA,-5.67
1983,NA,-5.37
1982,NA,-5.44
1981,NA,-5.57
1980,NA,-5.48
1979,NA,-5.58
1978,NA,-5.55
1977,NA,-5.38
1976,NA,-5.51
1975,NA,-5.51
1974,NA,-5.53
1973,NA,-5.48
1972,NA,-5.23
1971,NA,-5.58
1970,NA,-5.48
1969,NA,-5.51
1968,NA,-5.5
1967,NA,-5.64
1966,NA,-5.41
1965,NA,-5.28
1964,NA,-5.41
1963,NA,-5.43
1962,NA,-5.49
1961,NA,-5.61
1960,NA,-5.61
1959,NA,-5.38
1958,NA,-5.27
1957,NA,-5.18
1956,NA,-5.4
1955,NA,-5.38
1954,NA,-5.37
1953,NA,-5.23
1952,NA,NA
1951,NA,NA
1950,NA,-5.47
1949,NA,-5.43
1948,NA,-5.36
1947,NA,-5.31
1946,NA,-5.36
1945,NA,-5.44
1944,NA,-5.43
1943,NA,-5.38
1942,NA,-5.36
1941,NA,-5.1
1940,NA,-5.19
1939,NA,-5.29
1938,NA,-5.38
1937,NA,-5.41
1936,NA,-5.38
1935,NA,-5.35
1934,NA,-5.32
1933,NA,-5.28
1932,NA,-5.33
1931,NA,-5.27
1930,NA,-5.23
1929,NA,-5.37
1928,NA,-5.5
1927,NA,-5.43
1926,NA,-5.2
1925,NA,-5.37
1924,NA,-5.29
1923,NA,-5.33
1922,NA,-5.38
1921,NA,-5.38
1920,NA,-5.23
1919,NA,-5.16
1918,NA,-5.3
1917,NA,-5.27
1916,NA,-5.23
1915,NA,-5.03
1914,NA,-4.97
1913,NA,-5.09
1912,NA,-5.12
1911,NA,-5.15
1910,NA,-5.23
