year (AD),depth (cm),d18O (permil)
1946,NA,-16.2
1947,NA,-16
1948,NA,-15
1949,NA,-14.2
1950,NA,-17.4
1951,NA,-16.6
1952,NA,-16.4
1953,NA,-16.9
1954,NA,-14.3
1955,NA,-15.8
1956,NA,-15.8
1957,NA,-16.8
1958,NA,-16.6
1959,NA,-16.6
1960,NA,-18
1961,NA,-16.4
1962,NA,-17.6
1963,NA,-15.2
1964,NA,-17.5
1965,NA,-18.1
1966,NA,-15.6
1967,NA,-18.3
1968,NA,-17.6
1969,NA,-14.4
1970,NA,-16.3
1971,NA,-17.8
1972,NA,-15.6
1973,NA,-18.1
1974,NA,-16.4
1975,NA,-17.3
1976,NA,-16.9
1977,NA,-17.9
1978,NA,-17.2
1979,NA,-16.2
1980,NA,-15.6
1981,NA,-15.4
1982,NA,-16
1983,NA,-17.8
1984,NA,-16.8
1985,NA,-16.7
1986,NA,-17.5
1987,NA,-16.9
1988,NA,-17.8
