year (AD),depth (cm),d18O (permil)
1825.658333,195.5,4.3
1817.791667,203.5,2.33
1778.3408,213,1.595383891
1756.6968,218,2.670090098
1743.7104,221,2.024464354
1713.4088,228,1.002891943
1700.4224,231,2.292138381
1683.1072,235,2.554799786
1659.2988,240.5,2.297151004
1555.4076,264.5,1.34033877
1518.6128,273,1.526209704
1382.2556,304.5,1.92882062
1070.673913,518,2.539156053
1066.867874,521.5,2.423865741
1064.149275,524,3.19480704
1061.974396,526,2.802819982
1057.624638,530,2.134136176
1055.449758,532,1.573725011
1053.274879,534,1.840396513
1039.63762,537,0.4539052041
993.7880986,541,1.739141544
959.4009578,544,1.583750255
879.1642958,551,0.9692027695
856.23953529999994,553,1.579740157
816.1212043,556.5,1.898542931
787.4652536,559,1.619841135
764.540493,561,1.430364015
724.4221621,564.5,1.88250254
712.9597818,565.5,1.07747541
672.8414508,569,1.235874272
598.335979,575.5,1.423346344
575.4112185,577.5,2.178247252
558.217648,579,1.926613616
535.2928875,581,1.609815891
512.3681269,583,1.106548619
495.1745565,584.5,1.53061646
483.7121762,585.5,0.6764656312
460.7874157,587.5,0.002769203243
