year (AD),depth (cm),d18O (permil)
1734,15,-3.4
1647.6,21,-3.5
1532.4,29,-3.6
1417.2,37,-3.9
1273.2,47,-3.2
1186.8,53,-3.5
1071.6,61,-3.4
956.4,69,-3.6
841.2,77,-4.4
783.6,81,-4.6
726,85,-4.8
662.5,89,-5
589.2,93,-4.9
515.8,97,-4.9
442.5,101,-5.1
149.2,117,-4.9
75.8,121,-5.4
2.5,125,-5.2
-70.8,129,-5.1
-180.8,135,-4.6
-364.2,145,-6
-510.8,153,-4.5
-657.5,161,-4.5
-706.5,169,-4.2
-733,177,-3.8
-759.5,185,-4
-786,193,-4.1
-812.5,201,-3.8
-858.9,215,-3.5
-872.2,219,-3.4
-898.7,227,-3.7
-911.9,231,-3.4
-925.2,235,-3.6
-951.7,243,-3.5
-1028,247,-3.9
-1125.3,251,-4.3
-1222.7,255,-4.3
-1320,259,-2.5
-1417.3,263,-4.9
-1466,265,-5.7
-1612,271,-8.99
-1675.6,273,-6.41
-1739.3,275,-6.47
-1771.1,276,-4.04
-1866.5,279,-4.1
-1993.8,283,-1.34
-2121,287,-1.33
-2248.3,291,-1.27
-2375.6,295,-1.66
-2502.8,299,-1.63
-2630.1,303,-4.17
-2757.4,307,-2.97
-2884.6,311,-2.4
-3011.9,315,-4.34
-3139.1,319,-0.9
-3393.7,327,-5.9
-3648.2,335,-5.1
-3734.4,343,-6
-3796.5,351,-6.7
-3858.7,359,-7.6
-4107.3,391,-7.2
-4169.4,399,-8.2
-4231.6,407,-7.3
-4293.7,415,-6.8
-4355.9,423,-5.4
-4418,431,-6.7
-4480.2,439,-7.3
-4526.8,445,-7.1
-4542.3,447,-6.5
-4759.8,475,-3.4
-4822,483,-6.4
-4884.1,491,-6.8
-4946.3,499,-3.1
-5008.4,507,-1.2
-5070.6,515,-3.2
-5132.7,523,-7.4
-5194.9,531,-4.2
-5257,539,-4.3
-5424.8,547,-6
-5550.6,553,-3.4
-5718.4,561,-2.1
-5886.2,569,-3.4
-6054,577,-6.6
-6221.8,585,-5.7
-6389.6,593,-6
-6557.3,601,-6.4
-6725.1,609,-3.3
-6857.7,617,-3.1
-6931.4,625,-5.2
-7005.1,633,-6.3
-7078.9,641,-6.6
-7189.5,653,-6.8
-7263.2,661,-6.6
-7337,669,-6.8
-7410.7,677,-7.5
-7484.4,685,-7.3
-7558.2,693,-8
-7631.9,701,-7.5
-7705.7,709,-5.9
-7779.4,717,-5.9
-7853.1,725,-6.4
-7908.4,731,-6.7
-8129.7,755,-6.4
-8203.4,763,-7.1
-8258.7,769,-7.7
-8350.9,779,-6.7
-8406.2,785,-7.1
-8553.7,801,-6.9
-8609,807,-7.4
-8664.3,813,-7.4
