year (AD),d18O (permil)
1996,-46.04
1995,-46.75
1994,-47.36
1993,-48.73
1992,-48.08
1991,-45.15
1990,-46.43
1989,-48.77
1988,-49.79
1987,-51.51
1986,-47.94
1985,-45.81
1984,-46.54
1983,-48.54
1982,-47.26
1981,NA
1980,NA
1979,NA
1978,-48.74
1977,-47.31
1976,-45.53
1975,-46.38
1974,-46.23
1973,-47.54
1972,-45.09
1971,-46.96
1970,-49.2
1969,-49.63
1968,-46.54
1967,-46.74
1966,-48.84
1965,-50.23
1964,-49.74
1963,-45.9
1962,-43.31
1961,-45.56
1960,-50.02
1959,-46.61
1958,-47.22
1957,-46.11
1956,-47.79
1955,-47.52
1954,-46.76
1953,-48.58
1952,-49.38
1951,-49.07
1950,-48.29
1949,-50.94
1948,-50.71
1947,-46.17
1946,-46.75
1945,-48.75
1944,-50.73
1943,-51.63
1942,-48.6
1941,-47.61
1940,-46.68
1939,-46.29
1938,-47.74
1937,-49.36
1936,-45.43
1935,-41.59
1934,-41.71
1933,-41.47
1932,-44.88
1931,-43.9
1930,-43.52
1929,-45.88
1928,-45.91
1927,-47.61
1926,-48.39
1925,-47.22
1924,-44.57
1923,-46.04
1922,-48.27
1921,-46.79
1920,-45.4
1919,-46.72
1918,-46.84
1917,-47.51
1916,-47.81
1915,-46.85
1914,-47.86
1913,-47.85
1912,-47.72
1911,-48.11
1910,-50.59
1909,-50.21
1908,-46.24
1907,-44.68
1906,-45.72
1905,-47.33
1904,-48.9
1903,-49.14
1902,-49.76
1901,-48.27
1900,-47.81
1899,-49.22
