year (AD),d18O (permil)
1981,-21.1
1980,-18.16
1979,-20.13
1978,-18.1
1977,-17.11
1976,-22.86
1975,-19.15
1974,-18.75
1973,-19.26
1972,-18.94
1971,-20.36
1970,-17.3
1969,-17.78
1968,-22.08
1967,-23.36
1966,-19.74
1965,-16.51
1964,-17.89
1963,-19.55
1962,-19.32
1961,-20.32
1960,-20.54
1959,-21.31
1958,-20.57
1957,-20.22
1956,-20.7
1955,-20.02
1954,-19.77
1953,-19.6
1952,-19.28
1951,-22.99
1950,-23.94
1949,-22.15
1948,-20.49
1947,-21.6
1946,-20.76
1945,-19.76
1944,-21.14
1943,-19.34
1942,-20.24
1941,-21.93
1940,-20.39
1939,-20.6
1938,-20.31
1937,-22.19
1936,-25.03
1935,-22.43
1934,-20.78
1933,-20.5
1932,-20.82
1931,-19.07
1930,-20.81
1929,-23.54
1928,-20.99
1927,-23.16
1926,-21.02
1925,-19.64
1924,-21.7
1923,-21.71
1922,-20.01
1921,-18.74
1920,-20.18
1919,-20.26
1918,-21.26
1917,-19.92
1916,-19.91
1915,-22.54
1914,-21.07
1913,-21.24
1912,-21.41
1911,-21.49
1910,-22.56
1909,-22.38
1908,-21.19
1907,-22.59
1906,-19.6
1905,-19.72
1904,-19.73
1903,-18.02
1902,-19.57
1901,-21.04
1900,-23.4
1899,-24.17
1898,-22.55
1897,-22.79
1896,-23.12
1895,-21.36
1894,-21.37
1893,-21.05
1892,-21.48
