year (AD),d18O (permil)
1999,-24.75
1998,-23.62
1997,-19.61
1996,-23.71
1995,-19.53
1994,-23.62
1993,-19.86
1992,-23.33
1991,-23.44
1990,-24.64
1989,-22.72
1988,-24.44
1987,-23.12
1986,-21.67
1985,-21.04
1984,-21.75
1983,-22.97
1982,-25.08
1981,-22.97
1980,-23.32
1979,-23.05
1978,-24.8
1977,-24.83
1976,-24.5
1975,-22.92
1974,-25.01
1973,-22.63
1972,-20.07
1971,-22.91
1970,-23.9
1969,-21.47
1968,-21.24
1967,-21.38
1966,-22.04
1965,-22.42
1964,-22.03
1963,-24.53
1962,-22.29
1961,-23.71
1960,-22.36
1959,-21.5
1958,-24.39
1957,-23.1
1956,-24.03
1955,-22.71
1954,-25.41
1953,-25.63
1952,-23.58
1951,-24.5
1950,-24.19
1949,-24.24
1948,-21.76
1947,-23.65
1946,-23.03
1945,-24.51
1944,-23.16
1943,-23
1942,-22.13
1941,-23.46
1940,-22.96
1939,-21.53
1938,-23.44
1937,-24.7
1936,-22.7
1935,-23.74
1934,-23.35
1933,-24.69
1932,-23.41
1931,-23.31
1930,-23.15
1929,-23.36
1928,-24.24
1927,-22.81
1926,-23.91
1925,-23.71
1924,-21.87
1923,-23.57
1922,-23.63
1921,-24.08
1920,-21.27
1919,-23.48
1918,-25.58
1917,-24.87
1916,-24.86
1915,-26.53
1914,-26.09
1913,-24.79
1912,-20.46
1911,-23.94
1910,-23.83
1909,-24.64
1908,-25.16
1907,-25.61
1906,-23.61
1905,-23.18
1904,-22.17
1903,-21.93
1902,-22.3
1901,-23.01
1900,-25.12
1899,-26.38
1898,-25.54
1897,-23.52
1896,-23.07
1895,-22.94
1894,-24.55
1893,-25.28
1892,-25.05
1891,-24.18
1890,-28.6
1889,-24.72
1888,-24.72
1887,-24.71
1886,-21.77
1885,-24.62
1884,-24.45
1883,-22.05
1882,-20.03
1881,-23.87
1880,-23.61
1879,-23.25
1878,-22.68
1877,-24.05
1876,-26.5
1875,-24.38
1874,-25.18
1873,-26.16
1872,-24.54
1871,-24.74
1870,-23.66
1869,-21.83
1868,-23.09
1867,-22.24
1866,-21.52
1865,-22.2
1864,-22.57
1863,-22.76
1862,-23.35
1861,-21.8
1860,-21.88
1859,-24.91
1858,-23.37
1857,-23.75
1856,-22.56
1855,-23.86
1854,-21.93
1853,-23.38
1852,-23.53
1851,-23.77
1850,-24.46
1849,-22.79
1848,-25.43
1847,-24.39
1846,-23.6
1845,-21.98
1844,-21.96
1843,-22.77
1842,-23.41
1841,-22.45
1840,-24.42
1839,-25.53
1838,-23.08
1837,-22.31
1836,-23.42
1835,-24.28
1834,-24.44
1833,-23.91
1832,-24.44
1831,-22.79
1830,-23.28
1829,-22.75
1828,-24.17
1827,-21.13
1826,-24.5
1825,-24.89
1824,-23.57
1823,-23.68
1822,-23.19
1821,-22.74
1820,-23.93
1819,-23.75
1818,-22.44
1817,-22.56
1816,-23.97
1815,-22.5
1814,-24.09
1813,-21.47
1812,-22.52
1811,-22.15
1810,-22.29
1809,-26.46
1808,-25.41
1807,-24.33
1806,-23.87
1805,-24.2
1804,-24.12
1803,-23.81
1802,-24.62
1801,-23.35
1800,-23.35
1799,-23.58
1798,-25.84
1797,-22.9
1796,-23.21
1795,-24.51
1794,-23.07
1793,-22.08
1792,-22.85
1791,-23.57
1790,-21.66
1789,-23.57
1788,-24.39
1787,-23.63
1786,-24.24
1785,-24.69
1784,-24.07
1783,-24.28
1782,-22.91
1781,-23.4
1780,-24.28
1779,-24.4
1778,-23.54
1777,-25.43
1776,-24.46
1775,-22.17
1774,-22.6
1773,-22.28
1772,-22.49
1771,-24.38
1770,-24.36
1769,-24.75
1768,-21.3
1767,-23.63
1766,-23.77
1765,-24.07
1764,-24
1763,-19.65
1762,-23.96
1761,-24.46
1760,-25.01
1759,-25.24
1758,-24.3
1757,-24.23
1756,-26.08
1755,-24.25
1754,-24.14
1753,-24.33
1752,-22.89
1751,-22.95
1750,-24.32
1749,-22.94
1748,-22.73
1747,-19.16
1746,-22.74
1745,-21.82
1744,-22.49
1743,-21.91
1742,-23.71
1741,-23.62
1740,-21.54
1739,-23.7
1738,-23.75
1737,-25.81
