year (AD),depth (cm),d18O (permil)
1924.354468,3.465,-0.121002418
1739.262253,11.165,-0.557009767
1558.320338,18.865,-0.730966631
1469.405743,22.715,-0.643863139
1381.528723,26.565,-0.771432568
1294.689278,30.415,-0.610883799
1208.887408,34.265,-0.61664323
1124.123113,38.115,-0.669029751
1040.396393,41.965,-0.751319118
957.7072479,45.815,-0.675997509
876.0556779,49.665,-0.790703094
795.4416829,53.515,-0.900456383
715.8652629,57.365,-0.836911151
637.3264179,61.215,-0.842279406
559.8251479,65.065,-0.81376161
483.3614529,68.915,-0.818144002
407.9353329,72.765,-1.046614104
333.5467879,76.615,-1.018471399
260.1958179,80.465,-1.058062007
187.8824229,84.315,-0.708556821
116.6066029,88.165,-1.149623549
46.36835788,92.015,-0.85015324
-22.83231212,95.865,-0.831171069
-90.99540713,99.715,-0.925884098
-158.1209271,103.565,-0.707493564
-224.2088721,107.415,-0.880323659
-289.2592421,111.265,-0.870685792
-353.2720371,115.115,-1.11946993
-416.2472571,118.965,-0.970916374
-441.1468241,120.505,-0.636485031
