year (AD),d18O (permil)
2006,NA
2005,-21.8710142718381
2004,-23.2144314462747
2003,-22.8489772814868
2002,-22.5921877552272
2001,-21.8195183833992
2000,-20.6863883499199
1999,-21.8894788187537
1998,-21.9146903723474
1997,-23.4127663343271
1996,-21.9967698201472
1995,-21.8564473011467
1994,-23.6412541717987
1993,-22.4438710033469
1992,-21.5550892074439
1991,-24.1841168076869
1990,-23.6760716461483
1989,-22.3760523954661
1988,-22.6413430117454
1987,-21.8048379957266
1986,-22.2804946065071
1985,-22.4747529110761
1984,-22.7452956583507
1983,-24.3052901805417
1982,-22.3201632770724
1981,-22.4295683356468
1980,-23.0244949613104
1979,-23.2099891936157
1978,-22.5159345488347
1977,-24.1015502131395
1976,-20.4617920795324
1975,-24.5099978368947
1974,-22.4467649392291
1973,-21.7545090364811
1972,-21.7422213353473
1971,-23.0285619344186
1970,-21.0803099589473
1969,-25.0162660418974
1968,-22.7007451979871
1967,-23.3033380931897
1966,-23.3640813962632
1965,-22.1889699494444
1964,-23.2957146329125
1963,-23.9615386331443
1962,-23.3930572977047
1961,-23.0176424348475
1960,-22.8471897550922
1959,-22.7434264628124
1958,-24.6884895114378
1957,-23.2641462776036
1956,-22.71711294043
1955,-23.3769489390783
1954,-23.9902909975935
1953,-24.8652588039659
1952,-23.1935972992506
1951,-22.7092434488898
1950,-22.3388500074162
1949,-22.8978617230678
1948,-23.8038759435116
1947,-23.6263216641922
1946,-22.7745268313365
1945,-22.0013046505401
1944,-22.6145708126515
1943,-23.2806928670065
1942,-23.182327822194
1941,-22.6259395181976
1940,-22.9681991852932
1939,-23.0265306165554
1938,-22.7064654227022
1937,-22.7607020205175
1936,-22.3702722810293
1935,-22.2614351394145
1934,-22.5860961165961
1933,-22.9353137926368
1932,-22.9945424234686
1931,-22.4605593844548
1930,-23.8570338028916
1929,-22.3021687351281
1928,-23.5867137709182
1927,-23.4728356946464
1926,-23.0419131293878
1925,-23.5728451142809
1924,-23.3099670057534
1923,-23.0035470858745
1922,-22.1408967835369
1921,-23.4682490130377
1920,-22.5434797484649
1919,-24.6143533180345
1918,-22.8054519263763
1917,-22.4418275604534
1916,-22.4745209247244
1915,-21.924353824557
1914,-23.5220661412024
1913,-23.6572625143013
1912,-24.9351617209403
1911,-22.9897100545447
1910,-24.1522199901156
1909,-22.7821750531011
1908,-22.6876636414448
1907,-23.4730594994985
1906,-24.7412680214824
1905,-23.6058428053472
1904,-21.9455098979129
1903,-23.1634204929904
1902,-24.3518609620553
1901,-21.334909406561
1900,-23.6754948563044
1899,-22.7705799533651
1898,-23.5297279384016
1897,-24.3299603460748
1896,-23.6610097884715
1895,-22.7644923432824
1894,-23.2953034494276
1893,-22.5632197504194
1892,-23.5074575413219
1891,-23.271129458672
1890,-21.6792962942772
1889,-23.1510538148952
1888,-22.1463739140933
1887,-21.4558549379529
1886,-22.4856290308782
1885,-24.617499032487
1884,-22.8290980386315
1883,-23.2855705328374
1882,-24.4951976285724
1881,-23.7796150398435
1880,-23.2633524225122
1879,-22.7800462176809
1878,-22.2995393056831
1877,-23.6269561974938
1876,-22.4322869953177
1875,-22.4147962935724
1874,-23.0905382208319
1873,-22.6972573508164
1872,-22.609925949966
1871,-23.1674543940744
1870,-24.1653722084613
1869,-24.1755621629383
1868,-23.3637976401453
1867,-23.4752276896251
1866,-24.8745343489837
1865,-22.9095395788464
1864,-22.7221905158873
1863,-23.5269919949194
1862,-24.2923517768762
1861,-23.2677893760381
1860,-23.2976271364065
1859,-23.0069303466909
1858,-24.3224780543233
1857,-23.4379525288652
