year (AD),depth (cm),d18O (permil)
1998.5,0.5,-0.904
1995.6,1.5,-0.534
1992.7,2.5,-0.2675
1989.8,3.5,0.665
1986.9,4.5,1.68
1984,5.5,2.097
1981.1,6.5,0.53
1978.2,7.5,0.866
1975.3,8.5,1.962
1972.4,9.5,3.497
1969.4,10.5,3.286
1966.5,11.5,1.831
1963.6,12.5,1.978
1960.7,13.5,1.842
1957.8,14.5,1.274
1954.9,15.5,2.603
1952,16.5,2.523
1949.1,17.5,2.844
1946.2,18.5,2.3435
1943.2,19.5,2.049
1940.3,20.5,1.988
1937.4,21.5,2.18
1934.5,22.5,2.272
1931.6,23.5,1.671
1928.7,24.5,1.429
1925.8,25.5,0.346
1922.9,26.5,-0.5065
1920,27.5,-1.542
1917.1,28.5,-2.284
1914.1,29.5,-2.611
1911.2,30.5,-3.337
1908.3,31.5,-3.835
1905.4,32.5,-3.199
1902.5,33.5,-3.724
1899.6,34.5,-4.026
1896.7,35.5,-2.636
1893.8,36.5,-2.431
1890.9,37.5,-2.626
1887.9,38.5,-2.822
1885,39.5,-3.942
1882.1,40.5,-5.124
1879.2,41.5,-5.235
1876.3,42.5,-4.844
1873.4,43.5,-4.542
1870.5,44.5,-3.853
1867.6,45.5,-4.042
1864.7,46.5,-4.31
1861.8,47.5,-4.552
1858.8,48.5,-4.6295
1855.9,49.5,-5.207
1853,50.5,-4.718
1850.1,51.5,-5.378
1847.2,52.5,-5.664
1844.3,53.5,-5.615
1841.4,54.5,-6.81
1838.5,55.5,-6.642
1835.6,56.5,-5.1945
1832.6,57.5,-4.927
1829.7,58.5,-4.533
1826.8,59.5,-5.657
1823.9,60.5,-4.923
1821,61.5,-5.609
1818.1,62.5,-5.3185
1815.2,63.5,-4.299
1812.3,64.5,-4.188
1809.4,65.5,-4.51
1806.5,66.5,-5.873
1803.5,67.5,-5.608
1800.6,68.5,-5.568
1797.7,69.5,-6.905
1794.8,70.5,-6.6755
1751.2,85.5,-3.418
1748.2,86.5,-3.524
1745.3,87.5,-3.707
1742.4,88.5,-4.125
1739.5,89.5,-4.183
1736.6,90.5,-4.364
1733.7,91.5,-4.206
1730.8,92.5,-4.19
1727.9,93.5,-4.335
1725,94.5,-4.447
1722.1,95.5,-4.808
1719.1,96.5,-4.658
1716.2,97.5,-4.886
1713.3,98.5,-6.269
1710.4,99.5,-7.162
1707.5,100.5,-6.1545
1704.6,101.5,-5.825
1701.7,102.5,-6.059
1698.8,103.5,-5.269
1695.9,104.5,-5.582
1692.9,105.5,-4.341
1690,106.5,-4.0935
1687.1,107.5,-4.287
1684.2,108.5,-4.33
1681.3,109.5,-4.319
1678.4,110.5,-4.546
1675.5,111.5,-5.248
1672.6,112.5,-5.381
1669.7,113.5,-4.622
1666.8,114.5,-4.778
1663.8,115.5,-4.904
1660.9,116.5,-4.925
1658,117.5,-4.693
1655.1,118.5,-4.834
1652.2,119.5,-4.872
1649.3,120.5,-5.072
1646.4,121.5,-4.846
1643.5,122.5,-4.177
1640.6,123.5,-3.493
1637.6,124.5,-2.76
1634.7,125.5,-3.162
1631.8,126.5,-4.236
1628.9,127.5,-4.193
1626,128.5,-4.448
1623.1,129.5,-2.49
1620.2,130.5,-3.1085
1617.3,131.5,-2.637
1614.4,132.5,-3.366
1611.5,133.5,-2.595
1608.5,134.5,-3.71
1605.6,135.5,-3.341
1602.7,136.5,-3.975
1599.8,137.5,-3.421
1596.9,138.5,-3.193
1594,139.5,-3.474
1591.1,140.5,-3.228
1588.2,141.5,-3.256
1585.3,142.5,-3.503
1582.4,143.5,-3.093
1579.4,144.5,-4.7165
1576.5,145.5,-4.904
1573.6,146.5,-4.915
1570.7,147.5,-5.561
1567.8,148.5,-5.781
1564.9,149.5,-5.612
1562,150.5,-5.855
1559.1,151.5,-6.792
1556.2,152.5,-6.129
1553.2,153.5,-5.877
1550.3,154.5,-5.983
1547.4,155.5,-5.975
1544.5,156.5,-5.737
1541.6,157.5,-5.474
1538.7,158.5,-4.764
1535.8,159.5,-4.32
1532.9,160.5,-5.295
1530,161.5,-6.13
1527.1,162.5,-5.775
1524.1,163.5,-5.477
1521.2,164.5,-5.189
1518.3,165.5,-5.091
1515.4,166.5,-5.243
1512.5,167.5,-5.4
1509.6,168.5,-5.317
1506.7,169.5,-5.603
1503.8,170.5,-5.583
1500.9,171.5,-6.065
1497.9,172.5,-6.449
1495,173.5,-6.656
1492.1,174.5,-6.459
1489.2,175.5,-6.731
1486.3,176.5,-7.1
1483.4,177.5,-6.232
1480.5,178.5,-5.902
1477.6,179.5,-5.105
1474.7,180.5,-5.181
1471.8,181.5,-5.699
1468.8,182.5,-5.4255
1465.9,183.5,-5.598
1463,184.5,-6.144
1460.1,185.5,-4.847
1457.2,186.5,-4.458
1454.3,187.5,-4.778
1451.4,188.5,-4.999
1448.5,189.5,-5.299
1445.6,190.5,-5.218
1442.6,191.5,-4.96
1439.7,192.5,-5.359
1436.8,193.5,-6.322
1433.9,194.5,-6.024
1431,195.5,-4.675
1428.1,196.5,-5.532
1425.2,197.5,-5.082
1422.3,198.5,-4.292
1419.4,199.5,-4.278
1416.5,200.5,-4.545
1413.5,201.5,-4.28
1410.6,202.5,-5.403
1407.7,203.5,-3.76
1404.8,204.5,-2.631
1401.9,205.5,-3.108
1399,206.5,-2.8215
1396.1,207.5,-2.811
1393.2,208.5,-2.899
1390.3,209.5,-2.813
1387.4,210.5,-2.733
1384.4,211.5,-3.132
1381.5,212.5,-3.294
1378.6,213.5,-3.246
1375.7,214.5,-3.496
1372.8,215.5,-4.261
1369.9,216.5,-4.421
1367,217.5,-4.194
1364.1,218.5,-3.943
1361.2,219.5,-3.889
1358.2,220.5,-3.946
1355.3,221.5,-4.277
1352.4,222.5,-4.6045
1349.5,223.5,-5.32
1346.6,224.5,NA
1343.7,225.5,-4.771
1340.8,226.5,-4.988
1337.9,227.5,-4.983
1335,228.5,-4.999
1332.1,229.5,-4.841
1329.1,230.5,-4.835
1326.2,231.5,-4.5935
1323.3,232.5,-5.023
1320.4,233.5,-4.793
1317.5,234.5,-5.274
1314.6,235.5,-5.127
1311.7,236.5,-4.798
1308.8,237.5,-4.841
1305.9,238.5,-5.245
1302.9,239.5,-5.4445
1300,240.5,-5.537
1297.1,241.5,-5.315
1294.2,242.5,-5.5
1291.3,243.5,-5.886
1288.4,244.5,-6.071
1285.5,245.5,-5.969
1282.6,246.5,-6.004
1279.7,247.5,-6.3355
1276.8,248.5,-6.324
1273.8,249.5,-6.171
1270.9,250.5,-6.082
1268,251.5,-6.213
1265.1,252.5,-5.981
1262.2,253.5,-5.866
1259.3,254.5,NA
1256.4,255.5,NA
1253.5,256.5,NA
1250.6,257.5,NA
1247.6,258.5,NA
1244.7,259.5,-5.125
1241.8,260.5,-4.9925
1238.9,261.5,-4.256
1236,262.5,-3.439
1233.1,263.5,-4.057
1230.2,264.5,-5.048
1227.3,265.5,-4.567
1224.4,266.5,-4.478
