year (AD),depth (cm),d18O (permil)
2000,0.25,-8.26
1995,0.75,-8.24
1990,1.25,-7.53
1985,1.75,-8.3
1980,2.25,-8.2
1975,2.75,-8.79
1970,3.25,-8.45
1965,3.75,-8.96
1960,4.25,-8.35
1955,4.75,-8.64
1950,5.25,-8.03
1946,5.75,-9.67
1941,6.25,-9.28
1936,6.75,-8.46
1931,7.25,-8.72
1926,7.75,-9.17
1921,8.25,-10.34
1916,8.75,-8.76
1911,9.25,-8.8
1906,9.75,-9.41
1901,10.25,-8.81
1896,10.75,-9.55
1892,11.25,-9.12
1887,11.75,-9.59
1882,12.25,-9.15
1877,12.75,-9.34
1872,13.25,-9.11
1867,13.75,-9.44
1862,14.25,-9.73
1857,14.75,-9.61
1847,15.75,-10.51
1838,16.75,-10.3
1825,17,-10.25
1781,18.5,-9.45
1752,19.5,-9.05
1737,20,-8.94
1722,20.5,-9.08
1708,21,-9.11
1693,21.5,-8.57
1663,22.5,-8.56
1619,24,-11.35
1590,25,-9.51
1560,26,-11.03
1531,27,-10.8
1502,28,-11.3
1472,29,-10.3
1443,30,-11.05
1413,31,-10.43
1384,32,-10.39
1354,33,-10.71
1325,34,-11.37
1296,35,-10.7
1266,36,-9.82
1237,37,-10.76
1207,38,-11.32
1178,39,-10.57
1148,40,-10.51
1119,41,-9.49
1088,42,-10.39
1056,43,-11.03
1025,44,-10.47
1014,45,-11.18
1003,46,-10.95
992,47,-10.91
981,48,-11.26
969,49,-11.11
958,50,-10.35
947,51,-10.67
936,52,-9.58
925,53,-10.07
914,54,-10.17
903,55,-10.19
892,56,-9.78
881,57,-9.39
870,58,-10.6
858,59,-9.65
847,60,-10.75
836,61,-10.4
825,62,-9.96
803,64,-10.31
754,65,-10.01
705,66,-10.77
606,68,-12.05
508,70,-11.7
409,72,-11.05
311,74,-11.13
212,76,-11.49
114,78,-11.15
15,80,-11.14
-83,82,-9.62
-182,84,-11.52
-280,86,-12.53
-379,88,-10.98
-477,90,-11.05
-576,92,-11.41
-674,94,-10.78
-773,96,-12.08
-871,98,-11
-970,100,-11.52
-1068,102,-11.45
-1167,104,-8.6
-1265,106,-9
-1364,108,-10.26
-1462,110,-11.28
-1561,112,-11.87
-1659,114,-10.68
-1758,116,-12.03
-1856,118,-11.17
-1955,120,-11.44
-2053,122,-11.05
-2152,124,-11.76
-2250,126,-10.27
-2349,128,-11.57
-2447,130,-9.23
-2546,132,-13.4
-2612,134,-11.97
-2646,136,-10.9
-2680,138,-11.09
-2714,140,-11.98
-2748,142,-9.93
-2782,144,-13.17
