year (ad),d18O (permil)
2009,31.0723139
2008,30.5831139
2007,31.6277139
2006,32.6711139
2005,31.5813139
2004,31.2735139
2003,31.5649139
2002,30.9435139
2001,32.2533139
2000,32.4701139
1999,31.7541139
1998,31.9907139
1997,31.5037139
1996,31.0089139
1995,31.7063139
1994,32.5953139
1993,32.9973139
1992,32.0367139
1991,30.9603139
1990,33.1423139
1989,32.3553139
1988,31.6129139
1987,31.4763139
1986,32.0733139
1985,31.9695139
1984,30.3491139
1983,30.4117139
1982,31.9765139
1981,30.51779076
1980,31.81939076
1979,31.1998741
1978,30.5972741
1977,30.0088741
1976,31.1880741
1975,31.665074099999998
1974,32.1504741
1973,31.6812741
1972,30.9842741
1971,32.4354741
1970,32.2050741
1969,30.9304741
1968,31.5276741
1967,32.4002741
1966,31.9996741
1965,32.2964741
1964,31.8402741
1963,31.2586741
1962,31.5746741
1961,31.7604741
1960,31.3460741
1959,31.4854741
1958,31.8524741
1957,31.3092741
1956,32.2080741
1955,32.4858741
1954,31.5538741
1953,31.9422741
1952,32.2182741
1951,31.9958741
1950,32.3318741
1949,32.5930741
1948,31.3574741
1947,31.4768741
1946,31.9040741
1945,32.7502741
1944,30.9522741
1943,31.7024741
1942,32.0644741
1941,31.2646741
1940,31.2204741
1939,30.7104741
1938,32.6894741
1937,31.4398741
1936,31.1580741
1935,32.3976741
1934,32.0016741
1933,31.9360741
1932,30.5906741
1931,31.2096741
1930,31.1188741
1929,31.43815188
1928,32.23615188
1927,32.84135188
1926,32.14775188
1925,32.23835188
1924,32.99035188
1923,33.14887437
1922,31.34275188
1921,31.05995188
1920,32.79235188
1919,32.04749834
1918,32.50509596
1917,31.74169596
1916,31.77169596
1915,30.94509596
1914,31.69829596
1913,32.07249596
1912,32.03129596
1911,32.57249596
1910,31.53249596
1909,31.20309596
1908,31.61889596
1907,32.50680745
1906,31.09069596
1905,31.68069596
1904,31.97969596
1903,31.69469596
1902,31.94909596
1901,32.03757828
