year (AD),depth (cm),d18O (permil)
1886,NA,-4.963
1870,NA,-4.166
1853,NA,-3.818
1836,NA,-5.113
1820,NA,-4.502
1803,NA,-5.244
1786,NA,-4.755
1736,NA,-4.966
1720,NA,-4.7
1703,NA,-4.267
1670,NA,-3.637
1636,NA,-4.032
1620,NA,-4.088
1553,NA,-4.365
1536,NA,-5.446
1520,NA,-4.104
1486,NA,-3.293
1453,NA,-3.599
1420,NA,-3.9
1403,NA,-4.866
1386,NA,-2.379
1370,NA,-1.663
1353,NA,-3.647
1336,NA,-3.485
1320,NA,-2.931
1303,NA,-2.972
1286,NA,-2.944
1270,NA,-2.193
1253,NA,-3.973
1236,NA,-2.969
1220,NA,-3.26
1203,NA,-3.254
1186,NA,-2.669
1153,NA,-3.584
1136,NA,-2.464
1120,NA,-2.429
1103,NA,-2.812
1086,NA,-2.177
1070,NA,-2.684
1053,NA,-4.012
1036,NA,-2.783
