year (AD),d18O (permil)
1996,NA
1995,-47.56
1994,-47.25
1993,-46.1
1992,-49.14
1991,-47.56
1990,-49.03
1989,-46.64
1988,-45.72
1987,-44.44
1986,-44.02
1985,-48.37
1984,-48.08
1983,NA
1982,-45.89
1981,-46.74
1980,-44.37
1979,-42.67
1978,-46.36
1977,-46.42
1976,-47.29
1975,-48.73
1974,-47.93
1973,-45.82
1972,-51.45
1971,-49.66
1970,-48.88
1969,-48.89
1968,-47.7
1967,-47.49
1966,-47.5
1965,-47.47
1964,-46.29
1963,-45.19
1962,-47.09
1961,-48.16
1960,-47.22
1959,-46.78
1958,-47.35
1957,-45.5
1956,-47.71
1955,-46.98
1954,-46.55
1953,-46.84
1952,-47.84
1951,-47.59
1950,-47.43
1949,-48.81
1948,-47.99
1947,-46.13
1946,-46.61
1945,-44.45
1944,-45.9
1943,-48.72
1942,-47.99
1941,-49.37
1940,-50.31
1939,-49.22
1938,-48.99
1937,-47.16
1936,-46.93
1935,-45.16
1934,-42.13
1933,-42.63
1932,-41.79
1931,-45.6
1930,-47.78
1929,-48.07
1928,-48.93
1927,-48.64
1926,-48.33
1925,-50.11
1924,-47.88
1923,-45.6
1922,-46.44
1921,-46.78
1920,-47.31
1919,-48.17
1918,-47.38
1917,-47.62
1916,-48.45
1915,-46.96
1914,-47.18
1913,-47.99
1912,-44.88
1911,-44.58
1910,-45.24
1909,-47.39
1908,-47.83
1907,-48.1
1906,-46.43
1905,-45.98
