year (AD),depth (m),d18O (permil)
-3340,NA,-26.44
-3360,NA,-26.34
-3380,NA,-26.71
-3400,NA,-26.64
-3420,NA,-26.65
-3440,NA,-26.57
-3460,NA,-26.38
-3480,NA,-26.71
-3500,NA,-26.72
-3520,NA,-26.5
-3540,NA,-26.34
-3560,NA,-26.31
-3580,NA,-26.67
-3600,NA,-26.58
-3620,NA,-26.63
-3640,NA,-26.43
-3660,NA,-26.51
-3680,NA,-26.82
-3700,NA,-26.41
-3720,NA,-26.56
-3740,NA,-26.7
-3760,NA,-26.4
-3780,NA,-26.23
-3800,NA,-26.45
-3820,NA,-26.36
-3840,NA,-26.44
-3860,NA,-26.79
-3880,NA,-27
-3900,NA,-26.49
-3920,NA,-26.38
-3940,NA,-26.6
-3960,NA,-26.53
-3980,NA,-26.72
-4000,NA,-27.17
-4020,NA,-27.43
-4040,NA,-26.57
-4060,NA,-26.97
-4080,NA,-26.58
-4100,NA,-27.26
-4120,NA,-27.15
-4140,NA,-26.53
-4160,NA,-26.35
-4180,NA,-26.8
-4200,NA,-26.98
-4220,NA,-27.26
-4240,NA,-26.53
-4260,NA,-26.27
-4280,NA,-26.45
-4300,NA,-26.74
-4320,NA,-26.52
-4340,NA,-26.86
-4360,NA,-26.45
-4380,NA,-26.08
-4400,NA,-26.38
-4420,NA,-26.75
-4440,NA,-26.45
-4460,NA,-26.63
-4480,NA,-26.73
-4500,NA,-26.39
-4520,NA,-26.15
-4540,NA,-26.56
-4560,NA,-26.83
-4580,NA,-26.47
-4600,NA,-26.58
-4620,NA,-26.35
-4640,NA,-26.26
-4660,NA,-26.71
-4680,NA,-26.72
-4700,NA,-26.39
-4720,NA,-26.24
-4740,NA,-26.23
-4760,NA,-26.63
-4780,NA,-26.4
-4800,NA,-25.97
-4820,NA,-26.26
-4840,NA,-26.43
-4860,NA,-26.38
-4880,NA,-26.33
-4900,NA,-26.52
-4920,NA,-26.13
-4940,NA,-26.29
-4960,NA,-26.32
-4980,NA,-26.3
-5000,NA,-26.67
-5020,NA,-26.87
-5040,NA,-26.5
-5060,NA,-26.48
-5080,NA,-26.59
-5100,NA,-25.68
-5120,NA,-26.39
-5140,NA,-27.03
-5160,NA,-26.65
-5180,NA,-26.92
-5200,NA,-26.19
-5220,NA,-26.79
-5240,NA,-26.75
-5260,NA,-26.45
-5280,NA,-26.15
-5300,NA,-26.06
-5320,NA,-26.65
-5340,NA,-26.67
-5360,NA,-26.14
-5380,NA,-26.65
-5400,NA,-26.89
-5420,NA,-26.38
-5440,NA,-27.03
-5460,NA,-26.47
-5480,NA,-26.97
-5500,NA,-26.08
-5520,NA,-26.07
-5540,NA,-26.45
-5560,NA,-26.49
-5580,NA,-26.41
-5600,NA,-26.51
-5620,NA,-26.76
-5640,NA,-26.8
-5660,NA,-26.75
-5680,NA,-26.04
-5700,NA,-26.5
-5720,NA,-26.13
-5740,NA,-26.47
-5760,NA,-26.08
-5780,NA,-25.73
-5800,NA,-26.06
-5820,NA,-25.95
-5840,NA,-25.48
-5860,NA,-25.77
-5880,NA,-26.29
-5900,NA,-26.78
-5920,NA,-26.05
-5940,NA,-25.98
-5960,NA,-25.24
-5980,NA,-25.76
-6000,NA,-26.19
-6020,NA,-26.33
-6040,NA,-26.15
-6060,NA,-26.16
-6080,NA,-26.3
-6100,NA,-25.97
-6120,NA,-26.37
-6140,NA,-26.51
-6160,NA,-27.27
-6180,NA,-26.95
-6200,NA,-26.76
-6220,NA,-26.94
-6240,NA,-26.45
-6260,NA,-26.33
-6280,NA,-26.05
-6300,NA,-26.06
-6320,NA,-26.14
-6340,NA,-26.07
-6360,NA,-26.04
-6380,NA,-25.82
-6400,NA,-26.05
-6420,NA,-25.53
-6440,NA,-25.19
-6460,NA,-25.7
-6480,NA,-26.25
-6500,NA,-26.35
-6520,NA,-26.05
-6540,NA,-26.16
-6560,NA,-25.57
-6580,NA,-26.21
-6600,NA,-25.76
-6620,NA,-26.31
-6640,NA,-26.35
-6660,NA,-26.21
-6680,NA,-26.14
-6700,NA,-25.96
-6720,NA,-26.3
-6740,NA,-26.11
-6760,NA,-25.79
-6780,NA,-25.61
-6800,NA,-25.7
-6820,NA,-26.03
-6840,NA,-25.61
-6860,NA,-26.77
-6880,NA,-25.84
-6900,NA,-26.48
-6920,NA,-25.99
-6940,NA,-25.79
-6960,NA,-25.78
-6980,NA,-26.03
-7000,NA,-26.19
-7020,NA,-26.01
-7040,NA,-26.82
-7060,NA,-26.77
-7080,NA,-26.51
-7100,NA,-25.81
-7120,NA,-26.08
-7140,NA,-26.02
-7160,NA,-25.92
-7180,NA,-25.83
-7200,NA,-25.99
-7220,NA,-26.02
-7240,NA,-25.89
-7260,NA,-25.86
-7280,NA,-25.82
-7300,NA,-26.15
-7320,NA,-26.31
-7340,NA,-25.93
-7360,NA,-26.23
-7380,NA,-26.17
-7400,NA,-26.56
-7420,NA,-26.24
-7440,NA,-26.42
-7460,NA,-26.44
-7480,NA,-25.86
-7500,NA,-25.73
-7520,NA,-25.45
-7540,NA,-25.7
-7560,NA,-25.61
-7580,NA,-25.71
-7600,NA,-25.61
-7620,NA,-26.49
-7640,NA,-25.88
-7660,NA,-25.35
-7680,NA,-25.17
-7700,NA,-25.58
-7720,NA,-25.82
-7740,NA,-26.08
-7760,NA,-25.89
-7780,NA,-25.69
-7800,NA,-25.89
-7820,NA,-26.22
-7840,NA,-26.73
-7860,NA,-26.24
-7880,NA,-26.45
-7900,NA,-26.09
-7920,NA,-26.12
-7940,NA,-25.45
-7960,NA,-24.99
-7980,NA,-24.89
-8000,NA,-25.19
-8020,NA,-25.04
-8040,NA,-25.64
-8060,NA,-25.7
-8080,NA,-25.36
-8100,NA,-25.95
-8120,NA,-25.86
-8140,NA,-25.67
-8160,NA,-25.93
-8180,NA,-25.99
-8200,NA,-25.97
-8220,NA,-25.95
-8240,NA,-25.12
-8260,NA,-25.88
-8280,NA,-26.71
-8300,NA,-26.91
-8320,NA,-26.22
-8340,NA,-25.4
-8360,NA,-26.02
-8380,NA,-25.68
-8400,NA,-25.5
-8420,NA,-25.49
-8440,NA,-25.6
-8460,NA,-25.85
-8480,NA,-25.78
-8500,NA,-25.51
-8520,NA,-25.71
-8540,NA,-26.02
-8560,NA,-25.78
-8580,NA,-26.58
-8600,NA,-26.55
-8620,NA,-26.17
-8640,NA,-26.19
-8660,NA,-26.34
-8680,NA,-26.22
-8700,NA,-26.16
-8720,NA,-25.96
-8740,NA,-26.2
-8760,NA,-26.17
-8780,NA,-26.31
-8800,NA,-26.22
-8820,NA,-26.19
-8840,NA,-26.52
-8860,NA,-26.59
-8880,NA,-26.69
-8900,NA,-27.19
-8920,NA,-27.48
-8940,NA,-27.21
-8960,NA,-26.69
-8980,NA,-26.65
-9000,NA,-26.7
-9020,NA,-26.51
-9040,NA,-26.61
-9060,NA,-26.65
-9080,NA,-26.7
-9100,NA,-26.82
-9120,NA,-26.93
-9140,NA,-26.88
-9160,NA,-26.86
-9180,NA,-26.93
-9200,NA,-26.87
-9220,NA,-26.88
-9240,NA,-26.89
-9260,NA,-26.83
-9280,NA,-27.04
-9300,NA,-27.08
-9320,NA,-27.2
-9340,NA,-26.67
-9360,NA,-26.89
-9380,NA,-27.37
-9400,NA,-27.48
-9420,NA,-27.39
-9440,NA,-27.48
-9460,NA,-27.38
-9480,NA,-27.4
-9500,NA,-27.27
-9520,NA,-27.01
-9540,NA,-27.23
-9560,NA,-27.42
-9580,NA,-27.32
-9600,NA,-27.51
-9620,NA,-28.01
-9640,NA,-27.79
-9660,NA,-27.83
-9680,NA,-28.28
-9700,NA,-30.77
