year (AD),depth (cm),d18O (permil)
-1315,107.5,-8.5
-1361,108,-6.7
-1366,108.7,-8.8
-1370,109.2,-9.8
-1374,109.7,-8.3
-1378,110.2,-8.2
-1381,110.6,-8.5
-1385,111.1,-8.5
-1390,111.8,-8.2
-1394,112.3,-10.2
-1397,112.7,-7.9
-1400,113,-8.4
-1404,113.6,-8.7
-1410,114.4,-9.2
-1414,114.9,-8.3
-1435,115.8,-8.5
-1462,116.4,-9.8
-1483,116.9,-9.9
-1501,117.3,-7.8
-1514,117.6,-7.9
-1540,118.2,-8.2
-1557,118.6,-8.3
-1570,118.9,-9.1
-1588,119.3,-9.9
-1605,119.7,-11.1
-1627,120.2,-7
-1659,121.3,-8.6
-1683,122.1,-7.7
-1695,122.5,-8.1
-1709,123,-8
-1730,123.7,-8.6
-1748,124.3,-8.9
-1765,124.9,-9.4
-1777,125.3,-10.6
-1792,125.8,-8.6
-1804,126.2,-8.9
-1818,126.7,-7.2
-1830,127.1,-8.1
-1839,127.4,-8.9
-1851,127.8,-9.3
-1857,128,-8.4
-1868,128.4,-9.4
-1880,128.8,-8.8
-1901,129.5,-8.4
-1916,130,-8.1
-1931,130.5,-8.7
-1952,131.2,-8.1
-1967,131.7,-7.9
-1979,132.1,-8.6
-1997,132.7,-8
-2009,133.1,-8.2
-2029,133.8,-8.4
-2039,134.2,-8
-2050,134.6,-8.2
-2063,135.1,-8.8
-2086,136,-9.4
-2099,136.5,-8.4
-2112,137,-9.2
-2123,137.4,-8.3
-2141,138.1,-8.9
-2158,138.6,-8.6
-2172,139,-9.4
-2189,139.5,-9.2
-2206,140,-9
-2224,140.5,-10.1
-2248,141.2,-7.2
-2262,141.6,-8.2
-2279,142.1,-8.6
-2300,142.7,-8.6
-2317,143.2,-8.8
-2331,143.6,-8.3
-2348,144.1,-8.9
-2365,144.6,-9.5
-2386,145.2,-8.8
-2393,145.4,NA
-2417,146.1,-8.6
-2430,146.5,-9
-2448,147,-8.5
-2458,147.3,NA
-2461,147.4,-8.9
-2463,147.5,NA
-2469,147.7,NA
-2474,147.9,NA
-2480,148.1,-8
-2491,148.5,-7.8
-2510,149.2,-9.2
-2521,149.6,-8.9
-2532,150,-8.6
-2548,150.6,-8.9
-2562,151.1,-8.8
-2584,151.9,-9
-2600,152.5,-9.9
-2601,152.6,NA
-2610,153.3,-10.1
-2617,153.9,-11.6
-2622,154.3,-10.8
-2628,154.8,-9.9
-2635,155.3,-10
-2642,155.9,-10.9
-2650,156.8,-9.8
-2655,157.4,-10.4
-2659,157.8,-10.4
-2662,158.2,NA
-2664,158.4,-9.3
-2668,158.8,-10.2
