year (AD),depth (cm),d18O (permil)
2002,0.25,-19.91
1999,0.75,-19.57
1996,1.25,-20.07
1993,1.75,-20.1
1989,2.25,-20.09
1985,2.75,-19.53
1980,3.25,-19.4
1974,3.75,-19.81
1968,4.25,-19.91
1963,4.75,-20.18
1957,5.25,-19.81
1951,5.75,-20.15
1947,6.25,-20.05
1944,6.75,-20.27
1940,7.25,-19.72
1937,7.75,-20.35
1933,8.25,-20.02
1928,8.75,-20.08
1924,9.25,-19.89
1919,9.75,-20.07
1915,10.25,-20.06
1911,10.75,-20.03
1907,11.25,-19.99
1902,11.75,-19.93
1897,12.25,-20.01
1892,12.75,-19.95
1886,13.25,-19.56
1880,13.75,-20
1874,14.25,-19.79
1868,14.75,-19.94
1857,15,-20.99
1840,16,-20.05
1826,17,-19.65
1797,18,-19.24
1768,19,-19.28
1740,20,-19.2
1711,21,-19.15
1683,22,-19.12
1654,23,-19.44
1625,24,-19.33
1597,25,-19.2
1568,26,-19.35
1540,27,-19.76
1511,28,-20.1
1482,29,-19.66
1454,30,-19.55
1425,31,-19.57
1397,32,-19.72
1368,33,-19.91
1339,34,-19.7
1311,35,-19.33
1282,36,-19.5
1254,37,-19.38
1225,38,-19.66
1196,39,-19.86
1168,40,-19.55
1139,41,-19.81
1118,42,-19.64
1105,43,-19.33
1092,44,-19.33
1078,45,-19.5
1065,46,-19.58
1052,47,-19.68
1038,48,-19.9
1025,49,-19.63
1012,50,-19.85
998,51,-19.58
985,52,-20.02
972,53,-19.78
958,54,-19.91
945,55,-19.47
932,56,-20.31
918,57,-20.1
892,59,-20.41
876,60,-20.4
858,61,-19.74
803,64,-19.16
792,64.5,-19.33
780,65,-18.78
758,66,-18.94
735,67,-18.9
713,68,-19.48
690,69,-18.72
668,70,-18.97
645,71,-18.74
623,72,-19.37
600,73,-18.94
578,74,-18.99
555,75,-18.99
533,76,-19.7
510,77,-19.16
488,78,-19.36
465,79,-19.08
443,80,-19.22
420,81,-18.98
398,82,-19.19
375,83,-19.24
353,84,-19.8
330,85,-18.99
308,86,-19.54
285,87,-19.04
251,88,-19.23
217,89,-19.02
184,90,-19.21
150,91,-18.88
116,92,-19.01
82,93,-18.88
48,94,-19.21
14,95,-19.49
-19,96,-19.64
-53,97,-19.22
-87,98,-18.99
-121,99,-18.36
-155,100,-19.3
-189,101,-18.47
-222,102,-19.11
-256,103,-18.69
-290,104,-19.19
-324,105,-18.99
-358,106,-19.31
-392,107,-19.02
-425,108,-19.63
-459,109,-19.3
-493,110,-19.1
-527,111,-19.56
-561,112,-19.6
-595,113,-19.36
-628,114,-19.6
-662,115,-19.38
-696,116,-19.15
-730,117,-19.22
-798,119,-19.44
-831,120,-19.04
-865,121,-19.48
-899,122,-19.39
-933,123,-19.47
-967,124,-19.81
-1001,125,-19.71
-1034,126,-19.33
-1068,127,-19.83
-1102,128,-19.66
-1136,129,-19.83
-1170,130,-19.31
-1204,131,-19.58
-1237,132,-19.74
-1271,133,-20.37
-1305,134,-19.38
-1339,135,-19.67
-1373,136,-19.56
-1407,137,-19.47
-1440,138,-19.82
-1474,139,-19.82
-1508,140,-19.68
-1542,141,-19.5
-1576,142,-19.33
-1610,143,-19.9
-1643,144,-19.62
-1677,145,-19.79
-1711,146,-19.47
-1745,147,-19.9
-1779,148,-19.69
-1813,149,-19.79
-1846,150,-19.14
-1880,151,-20.17
-1914,152,-19.67
-1948,153,-19.97
-1982,154,-19.7
-2016,155,-19.86
-2049,156,-19.84
-2083,157,-20.05
-2151,159,-20.12
-2185,160,-20.23
-2219,161,-19.78
-2252,162,-20.06
-2286,163,-20.02
-2320,164,-19.9
-2354,165,-20.14
-2388,166,-19.59
-2422,167,-19.76
-2455,168,-19.78
-2455,168,-19.71
-2489,169,-19.97
-2523,170,-20.01
-2547,171,-20
-2560,172,-19.94
-2574,173,-20.01
-2588,174,-19.71
-2601,175,-19.66
-2615,176,-19.73
-2629,177,-19.87
-2642,178,-19.69
-2656,179,-19.35
-2670,180,-19.85
-2683,181,-19.48
-2697,182,-19.4
-2711,183,-19.1
-2724,184,-19.57
-2738,185,-19.55
-2752,186,-19.8
-2765,187,-19.26
-2779,188,-19.87
-2793,189,-19.85
-2806,190,-19.49
-2820,191,-19.42
-2833,192,-20.15
-2847,193,-19.86
-2861,194,-19.7
-2874,195,-19.92
-2888,196,-19.98
-2902,197,-19.81
-2915,198,-19.6
-2929,199,-19.3
-2943,200,-20.12
-2956,201,-19.81
-2970,202,-19.94
-2984,203,-19.7
-2997,204,-20.17
-3011,205,-19.69
-3025,206,-19.26
-3038,207,-19.01
-3052,208,-19.6
-3065,209,-19.77
-3079,210,-19.87
-3093,211,-19.35
-3106,212,-19.7
-3120,213,-20.29
-3134,214,-19.52
-3147,215,-19.48
-3161,216,-19.51
-3175,217,-19.29
-3188,218,-19.95
-3202,219,-19.92
-3216,220,-19.64
-3229,221,-19.69
-3243,222,-19.27
-3257,223,-19.56
-3270,224,-19.62
-3284,225,-19.63
-3298,226,-19.65
-3311,227,-19.62
-3325,228,-19.2
-3338,229,-19.42
-3352,230,-19.68
-3366,231,-19.9
-3379,232,-19.67
-3393,233,-19.54
-3407,234,-19.93
-3420,235,-19.43
-3448,237,-19.17
-3461,238,-19.43
-3475,239,-19.69
-3489,240,-19.63
-3502,241,-19.97
-3516,242,-19.61
-3530,243,-19.62
-3543,244,-19.81
-3561,245,-19.64
-3583,246,-19.21
-3605,247,-19.77
-3627,248,-19.29
-3649,249,-19.82
-3671,250,-19.7
-3693,251,-19.76
-3715,252,-19.14
-3737,253,-19.4
-3759,254,-19.36
-3781,255,-19.04
-3803,256,-19.51
-3825,257,-19.75
-3847,258,-19.78
-3869,259,-19.77
-3891,260,-19.95
-3913,261,-20.04
-3935,262,-19.83
-3957,263,-19.7
-3979,264,-19.27
-4001,265,-19.69
-4023,266,-19.39
-4045,267,-19.41
-4067,268,-19.37
-4089,269,-19.64
-4111,270,-19.22
-4133,271,-19.83
-4155,272,-19.67
-4177,273,-19.84
-4199,274,-19.55
-4221,275,-20.29
-4243,276,-19.71
-4265,277,-19.97
-4287,278,-19.91
-4309,279,-19.86
-4331,280,-19.51
-4353,281,-19.82
-4375,282,-19.86
-4397,283,-20.1
-4419,284,-20.24
-4441,285,-19.93
-4463,286,-19.7
-4485,287,-19.59
-4507,288,-19.45
-4529,289,-19.78
-4551,290,-19.89
-4572,291,-19.79
-4594,292,-19.38
-4616,293,-19.94
-4638,294,-19.79
-4660,295,-19.9
-4682,296,-19.59
-4704,297,-19.52
-4726,298,-19.53
-4748,299,-19.81
-4770,300,-19.81
-4792,301,-20.07
-4814,302,-19.77
-4836,303,-19.73
-4858,304,-19.1
-4880,305,-19.45
-4902,306,-19.48
-4924,307,-19.4
-4946,308,-19.63
-4968,309,-19.62
-4990,310,-19.45
-5012,311,-19.71
