year (AD),d18O (permil)
1993,-31.2
1992,-33.4
1991,-32.7
1990,-35
1989,-33.9
1988,-33.1
1987,-32.4
1986,-31.8
1985,-32.8
1984,-31.3
1983,-36.3
1982,-33.5
1981,-32.4
1980,-31.6
1979,-33.6
1978,-35.5
1977,-35.1
1976,-34.7
1975,-33.5
1974,-34.4
1973,-33.7
1972,-31.6
1971,-33.4
1970,-32.5
1969,-35.8
1968,-34.2
1967,-33
1966,-32.5
1965,-32.9
1964,-34.4
1963,-33.7
1962,-34.3
1961,-33.9
1960,-33.6
1959,-33.3
1958,-32.6
1957,-32.3
1956,-33.4
1955,-34.6
1954,-34.4
1953,-37.4
1952,-38.2
1951,-35.5
1950,-35.3
1949,-35.3
1948,-35.7
1947,-37.5
1946,-35.5
1945,-33.5
1944,-33.8
1943,-35
1942,-36.1
1941,-34.9
1940,-34.4
1939,-36.3
1938,-35.9
1937,-33
1936,-32.1
1935,-31.9
1934,-31.9
1933,-33.7
1932,-34.4
1931,-33
1930,-33.2
1929,-34.1
1928,-33.5
1927,-31.7
1926,-31.7
1925,-33.4
1924,-33.9
1923,-34
1922,-34.6
1921,-35.2
1920,-36.8
1919,-37.2
1918,-36.2
1917,-35.5
1916,-33.2
1915,-32.9
1914,-32.1
1913,-31.8
1912,-34
1911,-34
1910,-34.4
1909,-34.4
1908,-34.1
1907,-32.7
1906,-33.9
1905,-35.4
1904,-35.4
1903,-34.3
1902,-32.7
1901,-33.3
1900,-34
1899,-34.1
1898,-34.4
1897,-34.9
1896,-33.1
1895,-32.9
1894,-33.3
1893,-32.9
1892,-33
1891,-33.5
1890,-32
1889,-33.3
1888,-36
1887,-35.8
1886,-34.3
1885,-34.2
1884,-34.6
1883,-34.5
1882,-34.3
1881,-33.9
1880,-32.3
1879,-32.9
1878,-33.8
1877,-33.6
1876,-32.9
1875,-33.4
1874,-32.8
1873,-31.9
1872,-31.4
1871,-30.9
1870,-33.2
1869,-35.3
1868,-36.9
1867,-38.2
1866,-36.5
1865,-33.6
1864,-32.3
1863,-33.9
1862,-36.1
1861,-35.6
1860,-34.3
1859,-33
1858,-32.3
1857,-33.4
1856,-34.1
1855,-34.2
1854,-35.6
1853,-34.8
1852,-33.9
1851,-34
1850,-34.1
1849,-34.8
1848,-36.9
1847,-36.9
1846,-34.6
1845,-33.2
1844,-34
