year (ad),d18O (permil)
2010,21.18670744
2009,22.09297992
2008,18.52949101
2007,21.4915244
2006,22.62620114
2005,20.54268398
2004,21.66852802
2003,22.78986952
2002,22.33403702
2001,21.92843331
2000,22.39046489
1999,21.16849269
1998,20.62851077
1997,23.73319461
1996,22.12228069
1995,20.63520478
1994,22.54582137
1993,21.02667881
1992,21.0952168
1991,23.34814941
1990,22.50184949
1989,22.68279692
1988,20.43832948
1987,22.34969872
1986,23.38959686
1985,20.83207661
1984,22.43505123
1983,21.58481616
1982,22.98842016
1981,21.19605083
1980,22.39559447
1979,23.93548961
1978,21.70200005
1977,22.78355424
1976,22.48255413
1975,19.89097119
1974,21.13533121
1973,19.99459716
1972,21.6803751
1971,21.20190089
1970,19.87198944
1969,22.0434009
1968,22.95662981
1967,22.83262574
1966,20.87904342
1965,23.44771023
1964,22.13081084
1963,22.65470386
1962,21.05449703
1961,20.42743334
1960,21.95380002
1959,22.92082257
1958,22.38709124
1957,22.58687118
1956,21.93753065
1955,20.45684123
1954,20.33719481
1953,21.27647163
1952,19.97336452
1951,21.66972815
1950,22.18113986
1949,21.96957279
1948,22.41359754
1947,22.50467579
1946,23.15870833
1945,21.66547602
1944,21.74685506
1943,21.93104421
1942,21.43585248
1941,22.1507236
1940,22.30633317
1939,23.06219061
1938,20.81361169
1937,21.68908135
1936,21.75069864
1935,21.99944803
1934,22.57595394
1933,19.66632004
1932,22.37825962
1931,21.02524764
1930,22.56041676
1929,21.22612025
1928,21.25340989
1927,21.10093268
1926,20.89968312
1925,23.70660644
1924,20.44594807
1923,22.82248484
1922,20.33087319
1921,21.40289619
1920,21.35745135
1919,20.98612105
1918,22.02467332
1917,20.14637658
1916,21.53735823
1915,21.72695246
1914,20.86978937
1913,22.23239497
1912,20.75090928
1911,22.4242814
1910,21.30662662
1909,20.65101168
1908,20.05128024
1907,21.34360629
1906,21.49639277
1905,22.61330889
1904,21.56876428
1903,20.46808479
1902,21.6233899
1901,21.37048956
