year (AD),d18O (permil),d13C (permil)
1892.2917,-4.9988,-1.2129
1892.2083,-5.022,-1.186
1892.125,-5.1685,-1.2
1892.0417,-5.2542,-1.2073
1891.9583,-5.3161,-1.067
1891.875,-5.31,-0.915
1891.7917,-5.1959,-0.96213
1891.7083,-4.9924,-1.211
1891.625,-4.8271,-1.315
1891.5417,-4.825,-1.38
1891.4583,-4.8619,-1.4225
1891.375,-4.97,-1.36
1891.2917,-5.0675,-1.29
1891.2083,-5.03,-1.28
1891.125,-4.9837,-1.285
1891.0417,-5.02,-1.32
1890.9583,-5.0612,-1.3575
1890.875,-5.05,-1.38
1890.7917,-5.02,-1.4013
1890.7083,-4.93,-1.43
1890.625,-4.8533,-1.4535
1890.5417,-4.904,-1.4455
1890.4583,-4.9448,-1.4888
1890.375,-5.0315,-1.6312
1890.2917,-5.0849,-1.6231
1890.2083,-5.1323,-1.2669
1890.125,-5.1001,-0.99027
1890.0417,-5.1181,-0.91253
1889.9583,-5.0761,-1.0097
1889.875,-5.0649,-1.0308
1889.7917,-5.0095,-0.98646
1889.7083,-4.9571,-0.77824
1889.625,-4.8261,-0.81729
1889.5417,-4.8556,-1.0985
1889.4583,-4.8659,-1.2826
1889.375,-4.979,-1.1983
1889.2917,-5.0509,-1.2012
1889.2083,-4.8824,-1.1897
1889.125,-4.8804,-1.2739
1889.0417,-4.9329,-1.2467
1888.9583,-4.8397,-1.4312
1888.875,-4.6705,-1.7603
1888.7917,-4.7239,-1.3136
1888.7083,-4.6596,-1.2221
1888.625,-4.5408,-1.1687
1888.5417,-4.648,-1.2016
1888.4583,-4.6174,-1.092
1888.375,-4.6664,-1.0107
1888.2917,-4.8287,-1.0869
1888.2083,-4.986,-0.9986
1888.125,-5.0263,-0.61979
1888.0417,-4.8505,-0.62866
1887.9583,-4.7583,-0.92289
1887.875,-4.6957,-0.88479
1887.7917,-4.6594,-0.79616
1887.7083,-4.6622,-0.89679
1887.625,-4.6343,-0.91437
1887.5417,-4.6202,-0.91241
1887.4583,-4.6899,-0.97735
1887.375,-4.8697,-1.124
1887.2917,-4.9781,-1.0607
1887.2083,-5.1243,-0.81045
1887.125,-5.0963,-0.72
1887.0417,-5.0018,-0.71071
1886.9583,-5.0175,-0.79222
1886.875,-4.9937,-0.88156
1886.7917,-4.9825,-0.94399
1886.7083,-4.8747,-0.91967
1886.625,-4.7724,-0.97542
1886.5417,-4.7853,-1.0913
1886.4583,-4.8537,-1.152
1886.375,-4.8287,-1.035
1886.2917,-4.9467,-0.89775
1886.2083,-5.0159,-0.88833
1886.125,-5.001,-0.88
1886.0417,-4.8019,-0.88142
1885.9583,-4.6873,-1.0355
1885.875,-4.6727,-1.105
1885.7917,-4.5741,-1.107
1885.7083,-4.463,-1.1095
1885.625,-4.3793,-1.0446
1885.5417,-4.4911,-1.2225
1885.4583,-4.5983,-1.3337
1885.375,-4.6751,-1.405
1885.2917,-4.6789,-1.4875
1885.2083,-4.6364,-1.175
1885.125,-4.7076,-0.955
1885.0417,-4.7287,-0.88625
1884.9583,-4.7251,-1.035
1884.875,-4.7444,-1.1162
1884.7917,-4.7589,-1.085
1884.7083,-4.681,-0.97375
1884.625,-4.4925,-1.0053
1884.5417,-4.6065,-1.1669
1884.4583,-4.6119,-1.362
1884.375,-4.8096,-1.4075
1884.2917,-4.8147,-1.4047
1884.2083,-4.7303,-1.299
1884.125,-4.79,-1.1427
1884.0417,-4.8141,-1.1425
1883.9583,-4.7305,-1.4893
1883.875,-4.7602,-1.7006
1883.7917,-4.803,-1.469
1883.7083,-4.7776,-1.2945
1883.625,-4.715,-1.4244
1883.5417,-4.7645,-1.5769
1883.4583,-4.8193,-1.6658
1883.375,-4.8274,-1.859
1883.2917,-4.811,-2.2116
1883.2083,-4.9021,-1.9459
1883.125,-5.0022,-1.2923
1883.0417,-5.0384,-0.90969
1882.9583,-4.9257,-1.1072
1882.875,-4.8559,-1.3894
1882.7917,-4.8005,-1.3138
1882.7083,-4.7033,-1.0934
1882.625,-4.6893,-1.2486
1882.5417,-4.7841,-1.7429
1882.4583,-4.9774,-1.835
1882.375,-5.1267,-1.905
1882.2917,-5.2142,-1.945
1882.2083,-5.2529,-1.4592
1882.125,-5.1933,-1.1483
1882.0417,-5.0563,-1.1313
1881.9583,-5.0404,-1.3779
1881.875,-4.9717,-1.3133
1881.7917,-4.8867,-1.175
1881.7083,-4.7533,-1.2308
1881.625,-4.7117000000000004,-1.2235
1881.5417,-4.74,-0.975
1881.4583,-4.7844,-0.72563
1881.375,-4.855,-0.57
1881.2917,-4.9231,-0.46688
1881.2083,-4.95,-0.585
1881.125,-4.9563,-0.73625
1881.0417,-4.88,-0.865
1880.9583,-4.8,-0.95687
1880.875,-4.78,-0.85
1880.7917,-4.7612,-0.72875
1880.7083,-4.69,-0.72
1880.625,-4.6338,-0.73125
1880.5417,-4.73,-0.7925
1880.4583,-4.8837,-1.0912
1880.375,-4.8913,-1.2862
1880.2917,-4.8938,-1.2575
1880.2083,-4.9425,-1.1363
1880.125,-4.825,-0.76875
1880.0417,-4.9088,-0.50375
1879.9583,-4.865,-0.48
1879.875,-4.8587,-0.62375
1879.7917,-4.7587,-0.865
1879.7083,-4.7388,-1.0125
1879.625,-4.6825,-0.73625
1879.5417,-4.7,-0.685
1879.4583,-4.8062,-0.8
1879.375,-4.9825,-0.7625
1879.2917,-4.985,-0.70625
1879.2083,-5.0913,-0.57125
1879.125,-4.845,-0.23
1879.0417,-4.6787,-0.63875
1878.9583,-4.55,-0.65375
1878.875,-4.5037,-0.5925
1878.7917,-4.29,-0.5075
1878.7083,-4.22,-0.52
1878.625,-4.184,-0.57542
1878.5417,-4.1799,-0.78033
1878.4583,-4.309,-0.96279
1878.375,-4.36,-1.065
1878.2917,-4.4624,-1.093
1878.2083,-4.6868,-1.0072
1878.125,-4.6781,-0.70333
1878.0417,-4.5699,-0.32904
1877.9583,-4.5228,-0.60408
1877.875,-4.4479,-0.805
1877.7917,-4.3632,-0.80004
1877.7083,-4.2982,-0.73671
1877.625,-4.1879,-0.49729
1877.5417,-4.1805,-0.437
1877.4583,-4.2637,-0.72325
1877.375,-4.3276,-0.82156
1877.2917,-4.4437,-0.76281
1877.2083,-4.5536,-0.64369
1877.125,-4.64,-0.13069
1877.0417,-4.7167,-0.2365
1876.9583,-4.6841,-0.41469
1876.875,-4.7695,-0.4985
1876.7917,-4.6848,-0.36144
1876.7083,-4.5679,-0.38331
1876.625,-4.4881,-0.55
1876.5417,-4.4974,-0.52927
1876.4583,-4.53,-0.56
1876.375,-4.5652,-0.69229
1876.2917,-4.6091,-0.90563
1876.2083,-4.6483,-0.97448
1876.125,-4.725,-0.995
1876.0417,-4.76,-0.9999
1875.9583,-4.68,-0.96438
1875.875,-4.5996,-0.7201
1875.7917,-4.615,-0.675
1875.7083,-4.6304,-0.68979
1875.625,-4.5678,-0.60969
1875.5417,-4.61,-0.705
1875.4583,-4.6662,-0.82312
1875.375,-4.7,-0.9
1875.2917,-4.7269,-0.9775
1875.2083,-4.735,-1.1
1875.125,-4.7462,-1.2213
1875.0417,-4.795,-1.29
1874.9583,-4.8281,-1.2969
1874.875,-4.73,-0.985
1874.7917,-4.6237,-0.67687
1874.7083,-4.6,-0.71
1874.625,-4.5978,-0.78438
1874.5417,-4.6425,-0.765
1874.4583,-4.6572,-0.7282
1874.375,-4.5904,-0.6882
1874.2917,-4.6167,-0.80333
1874.2083,-4.7084,-1.0222
1874.125,-4.715,-1.075
1874.0417,-4.6927,-1.07
1873.9583,-4.6533,-1.0267
1873.875,-4.61,-1.0152
1873.7917,-4.5635,-1.0488
1873.7083,-4.5208,-1.0475
1873.625,-4.5009,-1.0355
1873.5417,-4.6067,-1.0567
1873.4583,-4.6733,-1.02
1873.375,-4.6925,-0.92833
1873.2917,-4.7867,-0.88667
1873.2083,-4.78,-0.69
1873.125,-4.6717,-0.41667
1873.0417,-4.6333,-0.66333
1872.9583,-4.6233,-0.83
1872.875,-4.6267,-0.80833
1872.7917,-4.61,-0.65667
1872.7083,-4.5633,-0.6
1872.625,-4.5123,-0.66844
1872.5417,-4.5938,-0.78563
1872.4583,-4.64,-0.825
1872.375,-4.7045,-0.91125
1872.2917,-4.8619,-1.1644
1872.2083,-5.029,-1.3845
1872.125,-5.035,-1.46
1872.0417,-4.9838,-1.2517
1871.9583,-4.9731,-0.7425
1871.875,-4.8633,-0.72198
1871.7917,-4.775,-0.875
1871.7083,-4.7049,-0.92646
1871.625,-4.6452,-0.72906
1871.5417,-4.6743,-0.71929
1871.4583,-4.7172,-0.92911
1871.375,-4.7902,-1.3043
1871.2917,-4.9129,-1.535
1871.2083,-4.9524,-1.502
1871.125,-4.9281,-1.1233
1871.0417,-4.816,-0.66238
1870.9583,-4.8519,-0.98598
1870.875,-4.8743,-1.1994
1870.7917,-4.7539,-1.2558
1870.7083,-4.6221,-0.88045
1870.625,-4.57,-0.59542
1870.5417,-4.727,-0.9605
1870.4583,-4.8241,-1.225
1870.375,-4.8797,-1.2716
1870.2917,-4.9986,-1.0075
1870.2083,-4.9596,-0.79882
1870.125,-4.9425,-0.59021
1870.0417,-4.8155,-0.65114
1869.9583,-4.7519,-0.50412
1869.875,-4.7004,-0.36326
1869.7917,-4.6941,-0.43922
1869.7083,-4.6996,-0.71687
1869.625,-4.6427,-0.92073
1869.5417,-4.698,-1.2005
1869.4583,-4.8833,-1.2661
1869.375,-4.9102,-1.1357
1869.2917,-4.9703,-1.1385
1869.2083,-5.032,-1.0941
1869.125,-4.9377,-1.0452
1869.0417,-4.9639,-0.89818
1868.9583,-4.8777,-0.74438
1868.875,-4.616,-0.54961
1868.7917,-4.5515,-0.28208
1868.7083,-4.4193,-0.36661
1868.625,-4.3437,-0.56875
1868.5417,-4.365,-0.80125
1868.4583,-4.3675,-0.845
1868.375,-4.3694,-0.96187
1868.2917,-4.485,-0.875
1868.2083,-4.6006,-0.75313
1868.125,-4.6275,-0.6225
1868.0417,-4.7538,-0.3975
1867.9583,-4.65,-0.54625
1867.875,-4.6363,-0.71375
1867.7917,-4.7063,-0.6925
1867.7083,-4.5875,-0.51
1867.625,-4.4421,-0.49417
1867.5417,-4.4267,-0.59333
1867.4583,-4.4733,-0.82667
1867.375,-4.5617,-1.0925
1867.2917,-4.66,-0.83333
1867.2083,-4.6467,-0.61667
1867.125,-4.5275,-0.56167
1867.0417,-4.4533,-0.69667
1866.9583,-4.4167,-0.78333
1866.875,-4.4025,-0.77917
1866.7917,-4.3433,-0.71
1866.7083,-4.2867,-0.75667
1866.625,-4.2531,-0.9025
1866.5417,-4.308,-0.9894
1866.4583,-4.4136,-1.1965
1866.375,-4.5251,-1.0054
1866.2917,-4.6532,-0.87955
1866.2083,-4.7037,-0.52845
1866.125,-4.7369,-0.75875
1866.0417,-4.7057,-0.85298
1865.9583,-4.6628,-0.86238
1865.875,-4.6049,-0.79012
1865.7917,-4.536,-0.74482
1865.7083,-4.5238,-0.83488
1865.625,-4.4687,-1.1008
1865.5417,-4.6539,-1.0499
1865.4583,-4.6331,-0.78087
1865.375,-4.495,-0.56
1865.2917,-4.3738,-0.60913
1865.2083,-4.321,-0.89321
1865.125,-4.3329,-0.97104
1865.0417,-4.4719,-0.75738
1864.9583,-4.4268,-0.68979
1864.875,-4.325,-0.665
1864.7917,-4.3008,-0.67058
1864.7083,-4.3403,-0.78787
1864.625,-4.3007,-0.99656
1864.5417,-4.3792,-1.0125
1864.4583,-4.4585,-1.0382
1864.375,-4.4951,-1.157
1864.2917,-4.5633,-1.16
1864.2083,-4.6459,-1.0613
1864.125,-4.605,-0.835
1864.0417,-4.5545,-0.60866
1863.9583,-4.5933,-0.51
1863.875,-4.6174,-0.53567
1863.7917,-4.6097,-0.70464
1863.7083,-4.5433,-0.71833
1863.625,-4.4684,-0.63208
1863.5417,-4.4897,-0.43963
1863.4583,-4.4789,-0.5327
1863.375,-4.5191,-0.89664
1863.2917,-4.5721,-1.3879
1863.2083,-4.6266,-1.602
1863.125,-4.7249,-1.5994
1863.0417,-4.736,-1.1345
1862.9583,-4.6351,-0.77776
1862.875,-4.5631,-1.0838
1862.7917,-4.5788,-1.3677
1862.7083,-4.5528,-1.4367
1862.625,-4.4486,-1.7217
1862.5417,-4.4432,-1.8493
1862.4583,-4.533,-2.0315
1862.375,-4.605,-2.025
1862.2917,-4.6264,-1.8835
1862.2083,-4.6306,-1.6176
1862.125,-4.6742,-0.99083
1862.0417,-4.7326,-0.78829
1861.9583,-4.6008,-1.0747
1861.875,-4.495,-1.27
1861.7917,-4.4736,-1.2966
1861.7083,-4.4715,-1.2705
1861.625,-4.4573,-1.1482
1861.5417,-4.544,-1.1886
1861.4583,-4.6,-1.31
1861.375,-4.6248,-1.4001
1861.2917,-4.6447,-1.3753
1861.2083,-4.6922,-1.3181
1861.125,-4.73,-1.17
1861.0417,-4.7288,-0.95938
1860.9583,-4.6672,-0.73594
1860.875,-4.5894,-0.6099
1860.7917,-4.595,-0.61
1860.7083,-4.6163,-0.71167
1860.625,-4.5934,-0.88125
1860.5417,-4.6313,-0.985
1860.4583,-4.595,-1.0112
1860.375,-4.68,-1.1425
1860.2917,-4.7363,-1.2162
1860.2083,-4.8212,-1.0838
1860.125,-4.8962,-0.9
1860.0417,-4.835,-0.51625
1859.9583,-4.7838,-0.405
1859.875,-4.7738,-0.81625
1859.7917,-4.805,-0.81625
1859.7083,-4.5888,-0.75625
1859.625,-4.4188,-0.9375
1859.5417,-4.4816,-0.97997
1859.4583,-4.5185,-1.0844
1859.375,-4.6735,-1.2794
1859.2917,-4.6418,-1.0932
1859.2083,-4.6248,-0.71533
1859.125,-4.58,-0.505
1859.0417,-4.5101,-0.57447
1858.9583,-4.51,-0.67001
1858.875,-4.4252,-0.61889
1858.7917,-4.2112,-0.74019
1858.7083,-4.1838,-0.89417
1858.625,-4.1921,-1.0458
1858.5417,-4.3333,-1.1725
1858.4583,-4.4264,-1.223
1858.375,-4.3683,-1.1175
1858.2917,-4.4933,-1.0067
1858.2083,-4.7371,-0.88951
1858.125,-4.7,-0.7
1858.0417,-4.6111,-0.54183
1857.9583,-4.62,-0.56667
1857.875,-4.6073,-0.68798
1857.7917,-4.5522,-0.90509
1857.7083,-4.415,-0.83417
1857.625,-4.2539,-0.65438
1857.5417,-4.2065,-0.64461
1857.4583,-4.4366,-0.88067
1857.375,-4.6066,-1.2976
1857.2917,-4.5827,-1.2461
1857.2083,-4.4458,-1.1515
1857.125,-4.695,-1.06
1857.0417,-4.9985,-0.84743
1856.9583,-4.8713,-0.67521
1856.875,-4.6595,-0.7616
1856.7917,-4.6017,-1.0021
1856.7083,-4.6347,-0.82751
1856.625,-4.5619,-0.80313
1856.5417,-4.6014,-0.89109
1856.4583,-4.6606,-1.0451
1856.375,-4.765,-1.1675
1856.2917,-4.8592,-1.0676
1856.2083,-4.942,-0.74792
1856.125,-4.9898,-0.5403
1856.0417,-4.8814,-0.55029
1855.9583,-4.7512,-0.83426
1855.875,-4.6853,-0.94308
1855.7917,-4.4171,-0.82963
1855.7083,-4.1976,-0.69353
1855.625,-4.1485,-0.83938
1855.5417,-4.2758,-1.1331
1855.4583,-4.2762,-1.1983
1855.375,-4.3464,-0.97037
1855.2917,-4.3612,-0.61145
1855.2083,-4.4141,-0.32458
1855.125,-4.5,-0.315
1855.0417,-4.5065,-0.42235
1854.9583,-4.4197,-0.48419
1854.875,-4.3319,-0.56419
1854.7917,-4.2742000000000004,-0.69683
1854.7083,-4.1656,-1.1685
1854.625,-4.0983,-1.3226
1854.5417,-4.1495,-1.4557
1854.4583,-4.2699,-1.1013
1854.375,-4.448,-0.5891
1854.2917,-4.6506,-0.36154
1854.2083,-4.6775,-0.15007
1854.125,-4.6,-0.34
1854.0417,-4.5434,-0.70115
1853.9583,-4.4691,-0.75915
1853.875,-4.3462,-0.76
1853.7917,-4.2555,-0.76426
1853.7083,-4.1805,-0.81367
1853.625,-4.1521,-1.0023
1853.5417,-4.21,-1.1775
1853.4583,-4.3425,-1.0988
1853.375,-4.4787,-0.94375
1853.2917,-4.48,-0.60375
1853.2083,-4.405,-0.24875
1853.125,-4.3813,-0.7925
1853.0417,-4.5138,-0.9325
1852.9583,-4.4763,-0.75
1852.875,-4.5,-0.82
1852.7917,-4.5413,-0.93375
1852.7083,-4.5675,-1.005
1852.625,-4.498,-1.05
1852.5417,-4.6234,-1.1301
1852.4583,-4.6884,-1.0396
1852.375,-4.6883,-0.85074
1852.2917,-4.7576,-0.53521
1852.2083,-4.7068,-0.29559
1852.125,-4.65,-0.44
1852.0417,-4.5848,-0.5343
1851.9583,-4.5089,-0.44118
1851.875,-4.5526,-0.66666
1851.7917,-4.5111,-0.88034
1851.7083,-4.4011,-0.89246
1851.625,-4.3635,-0.82875
1851.5417,-4.4692,-0.85408
1851.4583,-4.5334,-0.67425
1851.375,-4.585,-0.525
1851.2917,-4.6501,-0.38588
1851.2083,-4.727,-0.31871
1851.125,-4.7933,-0.69458
1851.0417,-4.7589,-0.87671
1850.9583,-4.6898,-0.84
1850.875,-4.59,-0.74
1850.7917,-4.5375,-0.6535
1850.7083,-4.5355,-0.64383
1850.625,-4.4416,-0.79635
1850.5417,-4.5246,-0.95514
1850.4583,-4.5983,-1.2481
1850.375,-4.6642,-1.3072
1850.2917,-4.7736,-1.078
1850.2083,-4.9191,-0.84926
1850.125,-5.055,-0.725
1850.0417,-5.0614,-0.54645
1849.9583,-4.8991,-0.4687
1849.875,-4.732,-0.67361
1849.7917,-4.7115,-0.65701
1849.7083,-4.7251,-0.52842
1849.625,-4.5406,-0.7401
1849.5417,-4.6525,-1.095
1849.4583,-4.5988,-1.3637
1849.375,-4.55,-1.5037
1849.2917,-4.76,-1.51
1849.2083,-4.7975,-1.3263
1849.125,-4.8812,-0.84625
1849.0417,-4.87,-0.59
1848.9583,-4.8275,-0.44875
1848.875,-4.7313,-0.68375
1848.7917,-4.7312,-0.7675
1848.7083,-4.6363,-0.79875
1848.625,-4.5217,-0.86021
1848.5417,-4.5348,-1.1564
1848.4583,-4.5937,-1.4083
1848.375,-4.7,-1.435
1848.2917,-4.8131,-1.3435
1848.2083,-4.864,-1.193
1848.125,-4.8169,-0.78333
1848.0417,-4.7454,-0.30071
1847.9583,-4.6768,-0.46987
1847.875,-4.62,-0.855
1847.7917,-4.6037,-1.0241
1847.7083,-4.5877,-0.89946
1847.625,-4.4542,-0.82354
1847.5417,-4.4642,-0.9275
1847.4583,-4.5683,-1.0483
1847.375,-4.5683,-1.27
1847.2917,-4.5921,-1.1842
1847.2083,-4.6883,-0.82792
1847.125,-4.7183,-0.74333
1847.0417,-4.5358,-0.6075
1846.9583,-4.5163,-0.37167
1846.875,-4.5267,-0.48
1846.7917,-4.4121,-0.40083
1846.7083,-4.4988,-0.7275
1846.625,-4.4331,-0.84719
1846.5417,-4.4534,-0.96056
1846.4583,-4.515,-0.93787
1846.375,-4.5777,-0.67063
1846.2917,-4.6416,-0.44937
1846.2083,-4.7239,-0.22325
1846.125,-4.7663,-0.52544
1846.0417,-4.9077,-0.86575
1845.9583,-4.5206,-0.55375
1845.875,-4.3864,-0.47656
1845.7917,-4.3098,-0.49922
1845.7083,-4.2117000000000004,-0.71091
1845.625,-4.1728,-0.83688
1845.5417,-4.3329,-0.91575
1845.4583,-4.4134,-1.0024
1845.375,-4.465,-0.985
1845.2917,-4.4828,-0.74146
1845.2083,-4.4886,-0.36854
1845.125,-4.6029,-0.3225
1845.0417,-4.5678,-0.64396
1844.9583,-4.5765,-0.64658
1844.875,-4.595,-0.9
1844.7917,-4.5628,-1.1872
1844.7083,-4.4492,-1.1257
1844.625,-4.2958,-1.0525
1844.5417,-4.303,-1.2151
1844.4583,-4.3808,-1.5093
1844.375,-4.4803,-1.594
1844.2917,-4.6346,-1.4484
1844.2083,-4.6945,-1.2212
1844.125,-4.7498,-1.2925
1844.0417,-4.5312,-1.2312
1843.9583,-4.5338,-1.0788
1843.875,-4.4563,-0.95
1843.7917,-4.4925,-1.0563
1843.7083,-4.4513,-1.155
1843.625,-4.4266,-1.1682
1843.5417,-4.5427,-1.4703
1843.4583,-4.6291,-1.4411
1843.375,-4.8034,-1.4405
1843.2917,-4.8613,-1.2475
1843.2083,-4.7767,-0.80213
1843.125,-4.7199,-0.64023
1843.0417,-4.6246,-0.6497
1842.9583,-4.6472,-0.75854
1842.875,-4.6433,-1.118
1842.7917,-4.5953,-1.2803
1842.7083,-4.4234,-1.2204
1842.625,-4.12,-1.15
