year (AD),d18O (permil)
2000,-14.56
1995,-15.43
1990,-14.65
1985,-14.21
1980,-14.63
1975,-15.31
1970,-15.15
1965,-14.2
1960,-14.48
1955,-15.27
1950,-14.98
1945,-15.33
1940,-15.39
1935,-14.96
1930,-14.47
1925,-14.58
1920,-14.48
1915,-14.42
1910,-14.61
1905,-15
1900,-15.34
1895,-15.32
1890,-15.3
1885,-15.27
1880,-15.25
1875,-15.23
1870,-14.97
1865,-14.65
1860,-14.4
1855,-14.44
1850,-14.49
1845,-14.7
1840,-14.91
1835,-14.75
1830,-14.59
1825,-14.46
1820,-14.46
1815,-14.46
1810,-14.31
1805,-14.16
1800,-14.15
1795,-14.14
1790,-14.15
1785,-14.23
1780,-14.31
1775,-14.31
1770,-14.19
1765,-14.14
1760,-14.21
1755,-14.24
1750,-14.11
1745,-13.99
1740,-13.94
1735,-14
1730,-14.06
1725,-14.12
1720,-14.19
1715,-14.25
1710,-14.32
1705,-14.41
1700,-14.54
1695,-14.6
1690,-14.56
1685,-14.53
1680,-14.53
1675,-14.53
1670,-14.64
1665,-14.83
1660,-14.8
1655,-14.77
1650,-14.74
1645,-14.71
1640,-14.67
1635,-14.64
1630,-14.6
1625,-14.55
1620,-14.51
1615,-14.46
1610,-14.42
1605,-14.41
1600,-14.46
1595,-14.51
1590,-14.57
1585,-14.62
1580,-14.67
1575,-14.71
1570,-14.73
1565,-14.76
1560,-14.79
1555,-14.81
1550,-14.84
1545,-14.85
1540,-14.86
1535,-14.87
1530,-14.88
1525,-14.88
1520,-14.89
1515,-14.93
1510,-14.98
1505,-15.02
1500,-15.06
1495,-15.1
1490,-15.13
1485,-15.12
1480,-15.12
1475,-15.11
1470,-15.11
1465,-15.1
1460,-15.06
1455,-15
1450,-14.95
1445,-14.89
1440,-14.83
1435,-14.78
1430,-14.72
1425,-14.67
1420,-14.61
1415,-14.56
1410,-14.5
1405,-14.54
1400,-14.63
1395,-14.72
1390,-14.81
1385,-14.91
1380,-15
1375,-15.05
1370,-15.11
1365,-15.16
1360,-15.22
1355,-15.27
1350,-15.19
1345,-15.07
1340,-14.95
1335,-14.83
1330,-14.72
1325,-14.67
1320,-14.67
1315,-14.67
1310,-14.67
1305,-14.67
1300,-14.67
1295,-14.7
1290,-14.72
1285,-14.74
1280,-14.76
1275,-14.78
1270,-14.81
1265,-14.84
1260,-14.87
1255,-14.9
1250,-14.93
1245,-14.92
1240,-14.9
1235,-14.87
1230,-14.85
1225,-14.82
1220,-14.82
1215,-14.86
1210,-14.9
1205,-14.93
1200,-14.97
1195,-15
1190,-15.01
1185,-15.01
1180,-15.02
1175,-15.02
1170,-15.03
1165,-15.01
1160,-14.99
1155,-14.97
1150,-14.94
1145,-14.92
1140,-14.91
1135,-14.9
1130,-14.89
1125,-14.88
1120,-14.88
1115,-14.86
1110,-14.83
1105,-14.79
1100,-14.76
1095,-14.72
1090,-14.69
1085,-14.68
1080,-14.68
1075,-14.67
1070,-14.66
1065,-14.65
1060,-14.66
1055,-14.68
1050,-14.71
1045,-14.73
1040,-14.75
1035,-14.78
1030,-14.82
1025,-14.86
1020,-14.9
1015,-14.95
1010,-14.98
1005,-15.01
1000,-15.03
995,-15.06
990,-15.08
985,-15.11
980,-15.09
975,-15.07
970,-15.05
965,-15.02
960,-15
955,-14.98
950,-14.96
945,-14.94
940,-14.92
935,-14.9
930,-14.88
925,-14.85
920,-14.83
915,-14.8
910,-14.78
905,-14.75
900,-14.74
895,-14.73
890,-14.72
885,-14.71
880,-14.69
875,-14.71
870,-14.74
865,-14.77
860,-14.8
855,-14.83
850,-14.84
845,-14.84
840,-14.83
835,-14.83
830,-14.83
825,-14.84
820,-14.84
815,-14.85
810,-14.85
805,-14.86
800,-14.85
795,-14.83
790,-14.82
785,-14.81
780,-14.78
775,-14.72
770,-14.66
765,-14.59
760,-14.53
755,-14.54
750,-14.58
745,-14.62
740,-14.66
735,-14.7
730,-14.73
725,-14.73
720,-14.73
715,-14.73
710,-14.73
705,-14.73
700,-14.73
695,-14.72
690,-14.72
685,-14.71
680,-14.7
675,-14.69
670,-14.69
665,-14.68
660,-14.71
655,-14.73
650,-14.76
645,-14.78
640,-14.81
635,-14.83
630,-14.85
625,-14.84
620,-14.83
615,-14.83
610,-14.82
605,-14.81
600,-14.8
595,-14.79
590,-14.77
585,-14.75
580,-14.73
575,-14.71
570,-14.69
565,-14.69
560,-14.69
555,-14.69
550,-14.72
545,-14.76
540,-14.79
535,-14.8
530,-14.8
525,-14.8
520,-14.88
515,-14.97
510,-15.06
505,-15.08
500,-15.06
