year (AD),d18O (permil)
1983,-29.661
1982,-29.436
1981,-28.767
1980,-28.24
1979,-30.006
1978,-29.999
1977,-30.657
1976,-30.273
1975,-28.786
1974,-29.964
1973,-28.837
1972,-29.435
1971,-29.383
1970,-29.305
1969,-30.063
1968,-30.459
1967,-29.477
1966,-29.927
1965,-30.84
1964,-29.436
1963,-30.327
1962,-30.054
1961,-29.281
1960,-28.721
1959,-29.823
1958,-31.042
1957,-30.701
1956,-30.517
1955,-31.234
1954,-29.722
1953,-28.887
1952,-30.496
1951,-30.661
1950,-30.107
1949,-28.702
1948,-30.309
1947,-30.737
1946,-29.811
1945,-28.186
1944,-28.594
1943,-31.507
1942,-29.894
1941,-28.934
1940,-27.739
1939,-28.298
1938,-30.046
1937,-30.117
1936,-29.829
1935,-29.492
1934,-28.972
1933,-29.389
1932,-29.971
1931,-29.58
1930,-28.877
1929,-31.073
1928,-29.866
1927,-30.364
1926,-29.273
1925,-29.405
1924,-29.904
1923,-29.06
1922,-30.056
1921,-28.423
1920,-28.881
1919,-31.078
1918,-29.782
1917,-29.949
1916,-29.396
1915,-30.289
1914,-30.742
1913,-28.801
1912,-28.607
1911,-29.593
1910,-30.637
1909,-28.721
1908,-28.825
1907,-30.339
1906,-30.841
1905,-31.486
1904,-28.531
1903,-29.034
1902,-27.792
1901,-28.741
1900,-29.37
1899,-30.606
1898,-29.208
1897,-29.937
1896,-29.284
1895,-30.866
1894,-30.595
1893,-29.676
1892,-29.644
1891,-29.576
1890,-29.029
1889,-27.938
1888,-28.68
1887,-28.56
1886,-28.749
1885,-29.726
1884,-31.398
1883,-27.212
1882,-30.783
1881,-30.774
1880,-30.837
1879,-30.335
1878,-28.365
1877,-29.769
1876,-28.057
1875,-31.242
1874,-30.511
1873,-29.009
1872,-28.261
1871,-30.185
1870,-30.512
1869,-29.285
1868,-29.351
1867,-29.491
1866,-28.073
1865,-29.993
1864,-29.944
1863,-30.7
1862,-31.137
1861,-28.499
1860,-29.671
1859,-30.592
1858,-28.995
1857,-30.182
1856,-31.403
1855,-27.889
1854,-29.15
1853,-29.204
1852,-29.945
1851,-30.716
1850,-29.637
1849,-29.466
1848,-28.33
1847,-30.236
1846,-29.907
1845,-29.527
1844,-29.183
1843,-30.101
1842,-30.512
1841,-28.158
1840,-31.654
1839,-30.255
1838,-28.685
1837,-28.087
1836,-29.235
1835,-31.616
1834,-29.61
1833,-30.554
1832,-27.861
1831,-28.497
1830,-28.299
1829,-28.9
1828,-29.061
1827,-29.156
1826,-30.057
1825,-29.5
1824,-29.231
1823,-29.476
1822,-30.124
1821,-29.786
1820,-29.307
1819,-27.924
1818,-31.631
1817,-29.156
1816,-29.016
1815,-30.955
1814,-28.425
1813,-30.381
1812,-28.813
1811,-28.801
1810,-29.477
1809,-29.446
1808,-30.026
1807,-28.627
1806,-28.121
1805,-27.522
1804,-28.672
1803,-28.719
1802,-29.159
1801,-29.367
1800,-29.706
1799,-30.68
1798,-30.138
1797,-29.965
1796,-28.592
1795,-30.269
1794,-27.75
1793,-30.964
1792,-30.859
1791,-29.054
