year (AD),depth (cm),d18O (permil)
2006,0,-12.53
1998,0.25,-12.94
1981,0.75,-13.42
1964,1.25,-13.02
1948,1.75,-12.93
1931,2.25,-12.64
1914,2.75,-12.96
1898,3.25,-13
1881,3.75,-12.84
1864,4.25,-12.67
1848,4.75,-13.69
1831,5.25,-14.02
1814,5.75,-13.84
1798,6.25,-13.47
1781,6.75,-13.31
1764,7.25,-13.47
1748,7.75,-13.38
1712,8.25,-13.52
1679,8.75,-13.49
1646,9.25,-12.97
1613,9.75,-13
1581,10.25,-13.54
1548,10.75,-14.17
1516,11.25,-13.68
1484,11.75,-13.67
1452,12.25,-13.38
1421,12.75,-13.82
1389,13.25,-13.74
1358,13.75,-13.81
1327,14.25,-13.59
1296,14.75,-13.18
1265,15.25,-13.52
1234,15.75,-13.25
1203,16.25,-13.18
1173,16.75,-12.45
1143,17.25,-12.56
1113,17.75,-12.78
1083,18.25,-12.82
1053,18.75,-12.58
1024,19.25,-13.48
994,19.75,-13.69
965,20.25,-13.66
936,20.75,-13.65
879,21.75,-13.31
850,22.25,-13.43
821,22.75,-13.58
793,23.25,-14
751,24,-13.62
723,24.5,-13.44
695,25,-13.46
668,25.5,-12.93
640,26,-12.99
613,26.5,-13.2
586,27,-13.4
559,27.5,-13.42
532,28,-13.36
505,28.5,-13.83
479,29,-13.46
453,29.5,-14.35
426,30,-13.24
400,30.5,-13.14
374,31,-13.92
348,31.5,-13.79
323,32,-13.46
297,32.5,-13.46
272,33,-13.72
246,33.5,-14.03
221,34,-13.03
196,34.5,-13.5
171,35,-13.13
147,35.5,-13.65
122,36,-13.7
98,36.5,-13.56
73,37,-13.34
49,37.5,-13.01
25,38,-13.02
1,38.5,-13.42
-22,39,-13.56
-46,39.5,-12.65
-70,40,-13.67
-93,40.5,-12.69
-116,41,-13.77
-139,41.5,-13.66
-162,42,-13.31
-185,42.5,-13.41
-208,43,-13.52
-253,44,-13.9
-276,44.5,-13.12
-298,45,-13.64
-320,45.5,-12.8
-342,46,-13.62
-364,46.5,-14.53
-386,47,-14.04
-407,47.5,-13.58
-429,48,-12.7
-450,48.5,-13.25
-471,49,-13.94
-493,49.5,-13.34
-514,50,-13.42
-535,50.5,-13.66
-556,51,-13.57
-576,51.5,-14.22
-597,52,-13.97
-617,52.5,-13.88
-638,53,-13.35
-658,53.5,-14.06
-678,54,-14.01
-698,54.5,-13.72
-718,55,-13.5
-738,55.5,-13.77
-758,56,-13.71
-778,56.5,-13.97
-797,57,-14.03
-817,57.5,-13.9
-836,58,-13.67
-855,58.5,-13.96
-874,59,-14.21
-893,59.5,-13.44
-912,60,-13.57
-931,60.5,-13.46
-950,61,-13.37
-968,61.5,-13.44
-987,62,-13.3
-1005,62.5,-13.93
-1024,63,-13.48
-1042,63.5,-13.73
-1060,64,-13.74
-1078,64.5,-13.65
-1096,65,-13.73
-1114,65.5,-13.37
-1132,66,-14.03
-1150,66.5,-13.86
-1167,67,-14.06
-1185,67.5,-14.3
-1202,68,-14.06
-1220,68.5,-13.75
-1237,69,-13.17
-1254,69.5,-13.53
-1271,70,-13.76
-1305,71,-13.43
-1372,73,-13.57
-1438,75,-12.49
-1502,77,-12.95
-1565,79,-12.99
-1627,81,-13.72
-1688,83,-12.91
-1748,85,-13.12
-1807,87,-13.23
-1865,89,-13.29
-1923,91,-13.6
-1979,93,-13.33
-2034,95,-13.39
-2089,97,-12.97
-2143,99,-13.07
-2197,101,-13.25
-2250,103,-13.69
-2302,105,-12.72
-2354,107,-13.63
-2405,109,-13.69
-2456,111,-12.68
-2557,115,-13.18
-2607,117,-13.23
-2657,119,-13.32
-2707,121,-12.42
-2756,123,-11.74
-2806,125,-12.29
-2855,127,-13.39
-2905,129,-13.35
-2954,131,-13.07
-3004,133,-12.47
-3054,135,-13.32
-3104,137,-12.96
-3154,139,-13.12
-3205,141,-13.3
-3256,143,-13.03
-3307,145,-12.64
-3359,147,-12.92
-3412,149,-12.52
-3465,151,-12.39
-3518,153,-12.74
-3572,155,-12.64
-3545,154,-12.76
-3600,156,-12.84
-3655,158,-12.81
-3711,160,-12.67
-3768,162,-12.78
-3826,164,-13.01
-3885,166,-12.75
-3944,168,-11.74
-4005,170,-12.68
-4067,172,-12.58
-4130,174,-12.14
-4194,176,-12.57
-4259,178,-12.28
-4326,180,-12.91
-4393,182,-12.68
-4463,184,-12.64
-4533,186,-12.44
-4605,188,-12.85
-4679,190,-12.67
-4754,192,-12.39
-4830,194,-12.8
-4889,195.5,-12.25
-4929,196.5,-12.08
-4969,197.5,-13.03
-5009,198.5,-13.81
-5050,199.5,-12.9
-5070,200,-12.65
-5239,204,-11.93
-5695,214,-12.9
-6205,224,-11.5
