year (AD),depth (cm),d18O (permil)
1977,NA,-21.26
1975,NA,-22.46
1782,NA,-24.95
1571,NA,-24.9
1546,NA,-24.04
1484,NA,-23.55
1482,NA,-24.85
1473,NA,-24.2
1211,NA,-23.9
1115,NA,-23.59
1012,NA,-23.42
981,NA,-25.31
940,NA,-23.43
911,NA,-24.51
880,NA,-25.11
840,NA,-24.89
692,NA,-23.87
630,NA,-24.14
494,NA,-25.04
379,NA,-23.47
375,NA,-23.52
333,NA,-25.49
308,NA,-24.45
272,NA,-24.93
-24,NA,-24.44
-74,NA,-24.45
-114,NA,-24.87
-178,NA,-23.04
-275,NA,-23.58
-804,NA,-25.27
-1228,NA,-24.93
-1252,NA,-25.85
-1980,NA,-24.81
-2674,NA,-25.98
-3996,NA,-25.88
-4014,NA,-26.53
-4104,NA,-28.18
-4154,NA,-26.76
-4296,NA,-25.26
-5300,NA,-25.82
